,Rank,Week,Date,Day,Winner,Winner_Pts,At,Loser,Loser_Pts,Notes
0,1,1,"Sep 1, 1973",Sat,New Mexico State,27,@,Drake,12,
1,2,2,"Sep 8, 1973",Sat,Arizona,31,@,Colorado State,0,
2,3,2,"Sep 8, 1973",Sat,Cal Poly-Pomona,17,,Fresno State,9,
3,4,2,"Sep 8, 1973",Sat,Clemson,14,,Citadel,12,
4,5,2,"Sep 8, 1973",Sat,Dayton,22,@,Youngstown State,0,
5,6,2,"Sep 8, 1973",Sat,Eastern Kentucky,10,,Chattanooga,6,
6,7,2,"Sep 8, 1973",Sat,Furman,13,@,Presbyterian,6,
7,8,2,"Sep 8, 1973",Sat,Grambling State,29,@,Long Beach State,16,
8,9,2,"Sep 8, 1973",Sat,Holy Cross,30,@,Massachusetts,28,
9,10,2,"Sep 8, 1973",Sat,Idaho,62,,Texas-El Paso,14,
10,11,2,"Sep 8, 1973",Sat,Memphis,28,,Louisville,21,
11,12,2,"Sep 8, 1973",Sat,Mississippi,24,,Villanova,6,"Jackson, MS"
12,13,2,"Sep 8, 1973",Sat,Nebraska,40,,UCLA,13,
13,14,2,"Sep 8, 1973",Sat,New Mexico State,24,,Lamar,7,
14,15,2,"Sep 8, 1973",Sat,North Carolina State,57,,East Carolina,8,
15,16,2,"Sep 8, 1973",Sat,Northern Illinois,42,,Indiana State,24,
16,17,2,"Sep 8, 1973",Sat,Pacific,22,,Sacramento State,0,
17,18,2,"Sep 8, 1973",Sat,San Jose State,14,,Santa Clara,12,
18,19,2,"Sep 8, 1973",Sat,Temple,49,,Xavier,7,
19,20,2,"Sep 8, 1973",Sat,Texas-Arlington,31,,North Texas,7,"Irving, TX"
20,21,2,"Sep 8, 1973",Sat,Virginia,16,,Virginia Military Institute,0,
21,22,2,"Sep 8, 1973",Sat,West Texas A&M;,13,,Drake,10,
22,23,2,"Sep 8, 1973",Sat,Western Kentucky,42,@,Appalachian State,7,
23,24,2,"Sep 8, 1973",Sat,Western Michigan,18,@,Central Michigan,13,
24,25,2,"Sep 8, 1973",Sat,William & Mary,31,@,Virginia Tech,24,
25,26,2,"Sep 8, 1973",Sat,Wofford,23,@,Davidson,0,
26,27,3,"Sep 15, 1973",Sat,Alabama,66,,California,0,"Birmingham, AL"
27,28,3,"Sep 15, 1973",Sat,Arizona,21,@,Wyoming,7,
28,29,3,"Sep 15, 1973",Sat,Arizona State,26,@,Oregon,20,
29,30,3,"Sep 15, 1973",Sat,Arkansas State,27,,Louisiana-Lafayette,13,
30,31,3,"Sep 15, 1973",Sat,Auburn,18,,Oregon State,9,"Birmingham, AL"
31,32,3,"Sep 15, 1973",Sat,Boise State,47,@,Idaho,23,
32,33,3,"Sep 15, 1973",Sat,Boston College,45,,Temple,0,
33,34,3,"Sep 15, 1973",Sat,Bowling Green State,41,@,Syracuse,14,
34,35,3,"Sep 15, 1973",Sat,Cincinnati,40,,Xavier,7,
35,36,3,"Sep 15, 1973",Sat,Citadel,25,,Presbyterian,13,
36,37,3,"Sep 15, 1973",Sat,Colorado State,21,@,Brigham Young,13,
37,38,3,"Sep 15, 1973",Sat,East Carolina,13,@,Southern Mississippi,0,
38,39,3,"Sep 15, 1973",Sat,Florida,21,,Kansas State,10,
39,40,3,"Sep 15, 1973",Sat,Furman,17,,Appalachian State,0,
40,41,3,"Sep 15, 1973",Sat,Hawaii,10,@,Washington,7,
41,42,3,"Sep 15, 1973",Sat,Holy Cross,38,,Northeastern,14,
42,43,3,"Sep 15, 1973",Sat,Houston,24,,Rice,6,
43,44,3,"Sep 15, 1973",Sat,Illinois,28,@,Indiana,14,
44,45,3,"Sep 15, 1973",Sat,Kansas,29,,Washington State,8,
45,46,3,"Sep 15, 1973",Sat,Kent State,10,,Louisville,3,
46,47,3,"Sep 15, 1973",Sat,Kentucky,31,,Virginia Tech,26,
47,48,3,"Sep 15, 1973",Sat,Lamar,21,,Howard Payne,17,
48,49,3,"Sep 15, 1973",Sat,Louisiana State,17,,Colorado,6,
49,50,3,"Sep 15, 1973",Sat,Louisiana-Monroe,21,,Mississippi State,21,
50,51,3,"Sep 15, 1973",Sat,Marshall,24,,Morehead State,17,
51,52,3,"Sep 15, 1973",Sat,Massachusetts,21,,Villanova,20,
52,53,3,"Sep 15, 1973",Sat,Memphis,24,,North Texas,3,
53,54,3,"Sep 15, 1973",Sat,Miami (OH),32,@,Dayton,0,
54,55,3,"Sep 15, 1973",Sat,Michigan,31,@,Iowa,7,
55,56,3,"Sep 15, 1973",Sat,Missouri,17,,Mississippi,0,
56,57,3,"Sep 15, 1973",Sat,Navy,37,@,Virginia Military Institute,6,
57,58,3,"Sep 15, 1973",Sat,New Mexico,48,,New Mexico State,6,
58,59,3,"Sep 15, 1973",Sat,North Carolina,34,,William & Mary,27,
59,60,3,"Sep 15, 1973",Sat,North Carolina State,43,,Virginia,23,
60,61,3,"Sep 15, 1973",Sat,Northern Illinois,34,,Southern Illinois,28,
61,62,3,"Sep 15, 1973",Sat,Northwestern,14,,Michigan State,10,
62,63,3,"Sep 15, 1973",Sat,Ohio State,56,,Minnesota,7,
63,64,3,"Sep 15, 1973",Sat,Oklahoma,42,@,Baylor,14,
64,65,3,"Sep 15, 1973",Sat,Oklahoma State,56,,Texas-Arlington,7,
65,66,3,"Sep 15, 1973",Sat,Pacific,34,@,Texas-El Paso,9,
66,67,3,"Sep 15, 1973",Sat,Penn State,20,@,Stanford,6,
67,68,3,"Sep 15, 1973",Sat,Pittsburgh,7,,Georgia,7,
68,69,3,"Sep 15, 1973",Sat,Purdue,14,@,Wisconsin,13,
69,70,3,"Sep 15, 1973",Sat,Richmond,42,@,Davidson,0,
70,71,3,"Sep 15, 1973",Sat,San Jose State,24,@,Fresno State,6,
71,72,3,"Sep 15, 1973",Sat,South Carolina,41,,Georgia Tech,28,
72,73,3,"Sep 15, 1973",Sat,Southern California,17,,Arkansas,0,
73,74,3,"Sep 15, 1973",Sat,Southern Methodist,49,,Santa Clara,7,"Irving, TX"
74,75,3,"Sep 15, 1973",Sat,Tampa,35,,Toledo,25,
75,76,3,"Sep 15, 1973",Sat,Tennessee,21,,Duke,17,
76,77,3,"Sep 15, 1973",Sat,Texas A&M;,48,,Wichita State,0,
77,78,3,"Sep 15, 1973",Sat,Texas Tech,29,,Utah,22,
78,79,3,"Sep 15, 1973",Sat,Tulsa,48,,West Texas A&M;,3,
79,80,3,"Sep 15, 1973",Sat,Utah State,10,@,Weber State,3,
80,81,3,"Sep 15, 1973",Sat,Vanderbilt,14,,Chattanooga,12,
81,82,3,"Sep 15, 1973",Sat,Wake Forest,9,,Florida State,7,
82,83,3,"Sep 15, 1973",Sat,West Virginia,20,@,Maryland,13,
83,84,3,"Sep 15, 1973",Sat,Western Michigan,13,,Long Beach State,8,
84,85,4,"Sep 21, 1973",Fri,Houston,27,,South Carolina,19,
85,86,4,"Sep 21, 1973",Fri,Miami (FL),20,,Texas,15,
86,87,4,"Sep 22, 1973",Sat,Air Force,24,,Oregon,17,
87,88,4,"Sep 22, 1973",Sat,Alabama,28,@,Kentucky,14,
88,89,4,"Sep 22, 1973",Sat,Arizona,26,,Indiana,10,
89,90,4,"Sep 22, 1973",Sat,Arizona State,20,,Washington State,9,
90,91,4,"Sep 22, 1973",Sat,Auburn,31,,Chattanooga,0,
91,92,4,"Sep 22, 1973",Sat,Baylor,20,@,Pittsburgh,14,
92,93,4,"Sep 22, 1973",Sat,Bowling Green State,31,@,Dayton,16,
93,94,4,"Sep 22, 1973",Sat,Colgate,55,@,Lafayette,21,
94,95,4,"Sep 22, 1973",Sat,Colorado,28,@,Wisconsin,25,
95,96,4,"Sep 22, 1973",Sat,Colorado State,31,,New Mexico State,27,
96,97,4,"Sep 22, 1973",Sat,Davidson,20,,Lenoir-Rhyne,17,
97,98,4,"Sep 22, 1973",Sat,Duke,23,,Washington,21,
98,99,4,"Sep 22, 1973",Sat,East Carolina,42,@,Southern Illinois,25,
99,100,4,"Sep 22, 1973",Sat,Florida,14,,Southern Mississippi,13,"Tampa, FL"
100,101,4,"Sep 22, 1973",Sat,Furman,21,@,Wofford,19,
101,102,4,"Sep 22, 1973",Sat,Georgia,31,,Clemson,14,
102,103,4,"Sep 22, 1973",Sat,Hawaii,13,@,Fresno State,10,
103,104,4,"Sep 22, 1973",Sat,Holy Cross,31,@,New Hampshire,0,
104,105,4,"Sep 22, 1973",Sat,Illinois,27,@,California,7,
105,106,4,"Sep 22, 1973",Sat,Illinois State,24,,Citadel,6,
106,107,4,"Sep 22, 1973",Sat,Iowa State,48,,Idaho,0,
107,108,4,"Sep 22, 1973",Sat,Kansas,28,@,Florida State,0,
108,109,4,"Sep 22, 1973",Sat,Kansas State,21,,Tulsa,0,
109,110,4,"Sep 22, 1973",Sat,Kent State,35,@,Ohio,7,
110,111,4,"Sep 22, 1973",Sat,Louisiana State,28,,Texas A&M;,23,
111,112,4,"Sep 22, 1973",Sat,Louisiana Tech,23,,Louisiana-Lafayette,0,
112,113,4,"Sep 22, 1973",Sat,Louisville,27,@,Drake,17,
113,114,4,"Sep 22, 1973",Sat,Maryland,23,@,North Carolina,3,
114,115,4,"Sep 22, 1973",Sat,McNeese State,20,,Lamar,7,
115,116,4,"Sep 22, 1973",Sat,Memphis,17,@,Mississippi,13,"Jackson, MS"
116,117,4,"Sep 22, 1973",Sat,Miami (OH),24,@,Purdue,19,
117,118,4,"Sep 22, 1973",Sat,Michigan,47,,Stanford,10,
118,119,4,"Sep 22, 1973",Sat,Michigan State,14,@,Syracuse,8,
119,120,4,"Sep 22, 1973",Sat,Minnesota,41,,North Dakota,14,
120,121,4,"Sep 22, 1973",Sat,Mississippi State,52,,Vanderbilt,21,
121,122,4,"Sep 22, 1973",Sat,Missouri,31,,Virginia,7,
122,123,4,"Sep 22, 1973",Sat,Nebraska,31,,North Carolina State,14,
123,124,4,"Sep 22, 1973",Sat,Nevada-Las Vegas,31,,Marshall,9,
124,125,4,"Sep 22, 1973",Sat,North Texas,32,,West Texas A&M;,15,
125,126,4,"Sep 22, 1973",Sat,Notre Dame,44,,Northwestern,0,
126,127,4,"Sep 22, 1973",Sat,Oklahoma State,38,@,Arkansas,6,"Little Rock, AR"
127,128,4,"Sep 22, 1973",Sat,Penn State,39,@,Navy,0,
128,129,4,"Sep 22, 1973",Sat,Rice,21,,Montana,10,
129,130,4,"Sep 22, 1973",Sat,Richmond,35,,Virginia Military Institute,0,
130,131,4,"Sep 22, 1973",Sat,Rutgers,31,@,Lehigh,13,
131,132,4,"Sep 22, 1973",Sat,San Diego State,35,@,Utah State,7,
132,133,4,"Sep 22, 1973",Sat,San Jose State,24,@,Long Beach State,6,
133,134,4,"Sep 22, 1973",Sat,Southern California,23,@,Georgia Tech,6,
