,Rank,Week,Date,Day,Winner,Winner_Pts,At,Loser,Loser_Pts,Notes
0,1,1,"Sep 15, 1956",Sat,Arizona,27,,Montana,12,"Phoenix, AZ"
1,2,1,"Sep 15, 1956",Sat,Iowa State,13,@,Denver,10,
2,3,1,"Sep 15, 1956",Sat,South Carolina,26,,Wofford,13,
3,4,1,"Sep 15, 1956",Sat,Tulsa,27,,New Mexico State,6,
4,5,1,"Sep 15, 1956",Sat,Utah State,39,@,Drake,33,
5,6,1,"Sep 15, 1956",Sat,Virginia Military Institute,47,@,Stetson,6,"St. Petersburg, FL"
6,7,1,"Sep 15, 1956",Sat,Virginia Tech,37,,East Carolina,2,"Bluefield, WV"
7,8,1,"Sep 15, 1956",Sat,West Texas A&M;,29,,Texas A&M-Corpus; Christi,6,
8,9,1,"Sep 15, 1956",Sat,Wichita State,13,,Brigham Young,0,
9,10,1,"Sep 15, 1956",Sat,Wyoming,40,,Western State,13,
10,11,2,"Sep 21, 1956",Fri,Davidson,20,,Catawba College,6,"Charlotte, NC"
11,12,2,"Sep 21, 1956",Fri,Richmond,38,,Randolph-Macon,0,
12,13,2,"Sep 21, 1956",Fri,UCLA,13,,Utah,7,
13,14,2,"Sep 22, 1956",Sat,Arizona State,37,,Wichita State,9,
14,15,2,"Sep 22, 1956",Sat,Arkansas,21,,Hardin-Simmons,6,
15,16,2,"Sep 22, 1956",Sat,Baylor,7,@,California,6,
16,17,2,"Sep 22, 1956",Sat,Clemson,27,,Presbyterian,7,
17,18,2,"Sep 22, 1956",Sat,Dayton,19,@,Cincinnati,13,
18,19,2,"Sep 22, 1956",Sat,Detroit Mercy,20,,Marquette,7,
19,20,2,"Sep 22, 1956",Sat,Florida,26,@,Mississippi State,0,
20,21,2,"Sep 22, 1956",Sat,Florida State,47,,Ohio,7,
21,22,2,"Sep 22, 1956",Sat,Fresno State,26,@,Brigham Young,13,
22,23,2,"Sep 22, 1956",Sat,George Washington,7,@,Miami (OH),6,
23,24,2,"Sep 22, 1956",Sat,Georgia Tech,14,@,Kentucky,6,
24,25,2,"Sep 22, 1956",Sat,Mississippi,45,,North Texas,0,
25,26,2,"Sep 22, 1956",Sat,Nebraska,34,,South Dakota,6,
26,27,2,"Sep 22, 1956",Sat,New Mexico,14,@,New Mexico State,6,
27,28,2,"Sep 22, 1956",Sat,Newberry,20,,Citadel,20,
