,Rank,Week,Date,Day,Winner,Winner_Pts,At,Loser,Loser_Pts,Notes
0,1,1,"Aug 28, 1993",Sat,Florida State,42,,Kansas,0,"Kick-off Classic (East Rutherford, NJ)"
1,2,1,"Aug 29, 1993",Sun,North Carolina,31,@,Southern California,9,"Pigskin Classic (Anaheim, CA)"
2,3,2,"Sep 2, 1993",Thu,Akron,23,@,Central Michigan,13,
3,4,2,"Sep 2, 1993",Thu,Auburn,16,,Mississippi,12,
4,5,2,"Sep 2, 1993",Thu,Iowa State,54,,Northern Illinois,10,
5,6,2,"Sep 2, 1993",Thu,Youngstown State,17,@,Western Michigan,13,
6,7,2,"Sep 4, 1993",Sat,Air Force,63,,Indiana State,21,
7,8,2,"Sep 4, 1993",Sat,Alabama,31,,Tulane,17,"Birmingham, AL"
8,9,2,"Sep 4, 1993",Sat,Arizona,24,,Texas-El Paso,6,
9,10,2,"Sep 4, 1993",Sat,Arizona State,38,,Utah,0,
10,11,2,"Sep 4, 1993",Sat,Arkansas,10,@,Southern Methodist,6,"Dallas, TX"
11,12,2,"Sep 4, 1993",Sat,Baylor,42,,Fresno State,39,
12,13,2,"Sep 4, 1993",Sat,Brigham Young,34,@,New Mexico,31,
13,14,2,"Sep 4, 1993",Sat,California,27,@,UCLA,25,
14,15,2,"Sep 4, 1993",Sat,Cincinnati,42,,Austin Peay,10,
15,16,2,"Sep 4, 1993",Sat,Clemson,24,,Nevada-Las Vegas,14,
16,17,2,"Sep 4, 1993",Sat,Colorado,36,,Texas,14,
17,18,2,"Sep 4, 1993",Sat,Florida,44,,Arkansas State,6,
18,19,2,"Sep 4, 1993",Sat,Florida State,45,@,Duke,7,
19,20,2,"Sep 4, 1993",Sat,Hawaii,35,,Middle Tennessee State,14,
20,21,2,"Sep 4, 1993",Sat,Indiana,27,,Toledo,0,
21,22,2,"Sep 4, 1993",Sat,Iowa,26,,Tulsa,25,
22,23,2,"Sep 4, 1993",Sat,Kansas,46,,Western Carolina,3,
23,24,2,"Sep 4, 1993",Sat,Kansas State,34,,New Mexico State,10,
