,Rank,Week,Date,Day,Winner,Winner_Pts,At,Loser,Loser_Pts,Notes
0,1,1,"Sep 9, 1967",Sat,Furman,42,,Mars Hill,0,
1,2,1,"Sep 9, 1967",Sat,West Virginia,40,,Villanova,0,
2,3,1,"Sep 9, 1967",Sat,William & Mary,38,,Quantico Marines,7,
3,4,2,"Sep 15, 1967",Fri,Houston,33,,Florida State,13,
4,5,2,"Sep 15, 1967",Fri,Southern California,49,,Washington State,0,
5,6,2,"Sep 16, 1967",Sat,Air Force,0,,Oklahoma State,0,
6,7,2,"Sep 16, 1967",Sat,Arizona State,27,,San Jose State,16,
7,8,2,"Sep 16, 1967",Sat,Buffalo,30,,Kent State,6,
8,9,2,"Sep 16, 1967",Sat,California,21,,Oregon,13,
9,10,2,"Sep 16, 1967",Sat,Colorado,27,,Baylor,7,
10,11,2,"Sep 16, 1967",Sat,Dayton,16,,Eastern Kentucky,0,
11,12,2,"Sep 16, 1967",Sat,Duke,31,,Wake Forest,13,"Raleigh, NC"
12,13,2,"Sep 16, 1967",Sat,East Carolina,27,@,William & Mary,7,
13,14,2,"Sep 16, 1967",Sat,Furman,15,,Mississippi College,6,
14,15,2,"Sep 16, 1967",Sat,Louisville,46,@,Drake,7,
15,16,2,"Sep 16, 1967",Sat,Morehead State,30,,Marshall,6,
16,17,2,"Sep 16, 1967",Sat,Nebraska,17,@,Washington,7,
17,18,2,"Sep 16, 1967",Sat,New Mexico,24,,Idaho State,3,
18,19,2,"Sep 16, 1967",Sat,New Mexico State,17,,Lamar,6,
19,20,2,"Sep 16, 1967",Sat,North Carolina State,13,,North Carolina,7,
20,21,2,"Sep 16, 1967",Sat,Ohio,20,@,Toledo,14,
21,22,2,"Sep 16, 1967",Sat,Oregon State,13,,Stanford,7,"Portland, OR"
22,23,2,"Sep 16, 1967",Sat,Pacific,42,,Idaho,6,
23,24,2,"Sep 16, 1967",Sat,South Carolina,34,,Iowa State,3,
24,25,2,"Sep 16, 1967",Sat,Southern Methodist,20,@,Texas A&M;,17,
25,26,2,"Sep 16, 1967",Sat,Southern Mississippi,10,@,Citadel,7,
26,27,2,"Sep 16, 1967",Sat,Texas-El Paso,50,,California-Santa Barbara,14,
27,28,2,"Sep 16, 1967",Sat,UCLA,20,,Tennessee,16,
28,29,2,"Sep 16, 1967",Sat,Utah State,3,,Wichita State,3,
29,30,2,"Sep 16, 1967",Sat,Virginia Military Institute,46,,Davidson,21,
30,31,2,"Sep 16, 1967",Sat,Virginia Tech,13,@,Tampa,3,
31,32,2,"Sep 16, 1967",Sat,West Chester,14,,Villanova,9,
32,33,2,"Sep 16, 1967",Sat,West Texas A&M;,35,,Montana State,26,
33,34,2,"Sep 16, 1967",Sat,West Virginia,27,@,Richmond,6,
34,35,2,"Sep 16, 1967",Sat,Western Michigan,24,,Miami (OH),14,
35,36,2,"Sep 16, 1967",Sat,Wyoming,36,@,Arizona,17,
36,37,2,"Sep 16, 1967",Sat,Xavier,20,,Quantico Marines,18,
37,38,3,"Sep 23, 1967",Sat,Akron,6,,Tampa,0,
38,39,3,"Sep 23, 1967",Sat,Arkansas State,21,@,Western Michigan,8,
39,40,3,"Sep 23, 1967",Sat,Army,26,,Virginia,7,
40,41,3,"Sep 23, 1967",Sat,Auburn,40,,Chattanooga,6,
41,42,3,"Sep 23, 1967",Sat,Boston College,27,@,Villanova,24,
42,43,3,"Sep 23, 1967",Sat,Boston University,20,@,Colgate,14,
43,44,3,"Sep 23, 1967",Sat,Bowling Green State,29,,Quantico Marines,0,
44,45,3,"Sep 23, 1967",Sat,Brigham Young,44,,New Mexico,14,
45,46,3,"Sep 23, 1967",Sat,California-Santa Barbara,24,@,Pacific,20,
46,47,3,"Sep 23, 1967",Sat,Citadel,17,,Wofford,7,
47,48,3,"Sep 23, 1967",Sat,Clemson,23,,Wake Forest,6,
48,49,3,"Sep 23, 1967",Sat,Colorado,17,@,Oregon,13,
49,50,3,"Sep 23, 1967",Sat,Davidson,45,@,Furman,22,
50,51,3,"Sep 23, 1967",Sat,Dayton,27,@,Cincinnati,13,
51,52,3,"Sep 23, 1967",Sat,East Carolina,23,@,Richmond,7,
52,53,3,"Sep 23, 1967",Sat,Florida,14,,Illinois,0,
53,54,3,"Sep 23, 1967",Sat,Florida State,37,,Alabama,37,"Birmingham, AL"
54,55,3,"Sep 23, 1967",Sat,Georgia,30,,Mississippi State,0,
55,56,3,"Sep 23, 1967",Sat,Georgia Tech,17,@,Vanderbilt,10,
56,57,3,"Sep 23, 1967",Sat,Houston,37,@,Michigan State,7,
57,58,3,"Sep 23, 1967",Sat,Idaho,30,@,Fresno State,14,
58,59,3,"Sep 23, 1967",Sat,Indiana,12,,Kentucky,10,
59,60,3,"Sep 23, 1967",Sat,Iowa,24,,Texas Christian,9,
60,61,3,"Sep 23, 1967",Sat,Kansas State,17,@,Colorado State,7,
61,62,3,"Sep 23, 1967",Sat,Kent State,35,,Northern Illinois,0,
62,63,3,"Sep 23, 1967",Sat,Louisiana State,20,,Rice,14,
63,64,3,"Sep 23, 1967",Sat,Louisville,26,,Southern Illinois,0,
64,65,3,"Sep 23, 1967",Sat,Memphis,27,,Mississippi,17,
65,66,3,"Sep 23, 1967",Sat,Miami (OH),14,@,Tulane,3,
66,67,3,"Sep 23, 1967",Sat,Michigan,10,,Duke,7,
67,68,3,"Sep 23, 1967",Sat,Minnesota,13,,Utah,12,
68,69,3,"Sep 23, 1967",Sat,Missouri,21,,Southern Methodist,0,
69,70,3,"Sep 23, 1967",Sat,Navy,23,,Penn State,22,
70,71,3,"Sep 23, 1967",Sat,North Carolina State,24,,Buffalo,6,
71,72,3,"Sep 23, 1967",Sat,North Texas,31,,Drake,0,
72,73,3,"Sep 23, 1967",Sat,Northwestern,12,,Miami (FL),7,
73,74,3,"Sep 23, 1967",Sat,Notre Dame,41,,California,8,
74,75,3,"Sep 23, 1967",Sat,Ohio,48,@,Marshall,14,
75,76,3,"Sep 23, 1967",Sat,Oklahoma,21,,Washington State,0,
76,77,3,"Sep 23, 1967",Sat,Oklahoma State,7,@,Arkansas,6,"Little Rock, AR"
77,78,3,"Sep 23, 1967",Sat,Oregon State,27,@,Arizona State,21,
78,79,3,"Sep 23, 1967",Sat,Purdue,24,@,Texas A&M;,20,"Dallas, TX"
79,80,3,"Sep 23, 1967",Sat,South Carolina,16,,North Carolina,10,
80,81,3,"Sep 23, 1967",Sat,Southern California,17,,Texas,13,
81,82,3,"Sep 23, 1967",Sat,Southern Mississippi,20,,Southeastern Louisiana,7,
82,83,3,"Sep 23, 1967",Sat,Stanford,21,,Kansas,20,
83,84,3,"Sep 23, 1967",Sat,Syracuse,7,,Baylor,0,
84,85,3,"Sep 23, 1967",Sat,Texas Tech,52,,Iowa State,0,
85,86,3,"Sep 23, 1967",Sat,Texas-Arlington,15,,New Mexico State,14,
86,87,3,"Sep 23, 1967",Sat,Toledo,24,@,Xavier,7,
87,88,3,"Sep 23, 1967",Sat,UCLA,40,@,Pittsburgh,8,
88,89,3,"Sep 23, 1967",Sat,Utah State,44,@,West Texas A&M;,27,
89,90,3,"Sep 23, 1967",Sat,Virginia Tech,31,,William & Mary,7,
90,91,3,"Sep 23, 1967",Sat,Washington,17,,Wisconsin,0,
91,92,3,"Sep 23, 1967",Sat,West Virginia,21,,Virginia Military Institute,9,
92,93,3,"Sep 23, 1967",Sat,Wyoming,37,,Air Force,10,
93,94,4,"Sep 29, 1967",Fri,Brigham Young,44,,Western Michigan,19,
94,95,4,"Sep 29, 1967",Fri,Houston,50,,Wake Forest,6,
95,96,4,"Sep 29, 1967",Fri,Penn State,17,@,Miami (FL),8,
96,97,4,"Sep 30, 1967",Sat,Alabama,25,,Southern Mississippi,3,"Mobile, AL"
97,98,4,"Sep 30, 1967",Sat,Arizona,14,@,Ohio State,7,
98,99,4,"Sep 30, 1967",Sat,Arizona State,42,@,Wisconsin,16,
99,100,4,"Sep 30, 1967",Sat,Army,21,@,Boston College,10,
100,101,4,"Sep 30, 1967",Sat,Bowling Green State,7,@,Dayton,0,
101,102,4,"Sep 30, 1967",Sat,California,10,,Michigan,9,
102,103,4,"Sep 30, 1967",Sat,Citadel,42,@,Maine,14,
103,104,4,"Sep 30, 1967",Sat,Columbia,17,,Colgate,14,
104,105,4,"Sep 30, 1967",Sat,Cornell,23,,Bucknell,7,
105,106,4,"Sep 30, 1967",Sat,Dartmouth,28,@,Massachusetts,10,
106,107,4,"Sep 30, 1967",Sat,East Carolina,42,,Davidson,17,
107,108,4,"Sep 30, 1967",Sat,Florida,24,@,Mississippi State,7,"Jackson, MS"
108,109,4,"Sep 30, 1967",Sat,Georgia,24,@,Clemson,17,
109,110,4,"Sep 30, 1967",Sat,Georgia Tech,24,,Texas Christian,7,
110,111,4,"Sep 30, 1967",Sat,Harvard,51,,Lafayette,0,
111,112,4,"Sep 30, 1967",Sat,Holy Cross,26,@,Yale,14,
112,113,4,"Sep 30, 1967",Sat,Idaho,16,,Idaho State,6,"Boise, ID"
113,114,4,"Sep 30, 1967",Sat,Illinois,34,,Pittsburgh,6,
114,115,4,"Sep 30, 1967",Sat,Indiana,18,,Kansas,15,
115,116,4,"Sep 30, 1967",Sat,Iowa State,17,,New Mexico,12,
116,117,4,"Sep 30, 1967",Sat,Kent State,21,@,Ohio,14,
