,Rank,Week,Date,Day,Winner,Winner_Pts,At,Loser,Loser_Pts,Notes
0,1,1,"Aug 26, 2000",Sat,Florida State,29,,Brigham Young,3,"Pigskin Classic (Jacksonville, FL)"
1,2,1,"Aug 26, 2000",Sat,Kansas State,27,,Iowa,7,"Eddie Robinson Classic (Kansas City, MO)"
2,3,1,"Aug 26, 2000",Sat,Louisiana Tech,63,,Mississippi Valley State,10,
3,4,1,"Aug 26, 2000",Sat,Texas Tech,24,,New Mexico,3,"Hispanic Coaches Classic (Lubbock, TX)"
4,5,1,"Aug 27, 2000",Sun,Southern California,29,,Penn State,5,"Kick-off Classic (East Rutherford, NJ)"
5,6,2,"Aug 31, 2000",Thu,Appalachian State,20,@,Wake Forest,16,
6,7,2,"Aug 31, 2000",Thu,Arizona State,10,@,San Diego State,7,
7,8,2,"Aug 31, 2000",Thu,Auburn,35,,Wyoming,21,
8,9,2,"Aug 31, 2000",Thu,Baylor,20,@,North Texas,7,
9,10,2,"Aug 31, 2000",Thu,Marshall,63,,Southeast Missouri State,7,
10,11,2,"Aug 31, 2000",Thu,Miami (FL),61,,McNeese State,14,
11,12,2,"Aug 31, 2000",Thu,Northwestern,35,,Northern Illinois,17,
12,13,2,"Aug 31, 2000",Thu,Wisconsin,19,,Western Michigan,7,
13,14,2,"Sep 2, 2000",Sat,Air Force,55,,Cal State Northridge,6,
14,15,2,"Sep 2, 2000",Sat,Arizona,17,@,Utah,3,
15,16,2,"Sep 2, 2000",Sat,Arkansas,38,,Missouri State,0,"Little Rock, AR"
16,17,2,"Sep 2, 2000",Sat,Boise State,31,@,New Mexico,14,
17,18,2,"Sep 2, 2000",Sat,Brigham Young,38,@,Virginia,35,
18,19,2,"Sep 2, 2000",Sat,Clemson,38,,Citadel,0,
19,20,2,"Sep 2, 2000",Sat,Colorado State,28,,Colorado,24,"Denver, CO"
20,21,2,"Sep 2, 2000",Sat,East Carolina,38,@,Duke,0,
21,22,2,"Sep 2, 2000",Sat,Eastern Michigan,32,,Connecticut,25,
22,23,2,"Sep 2, 2000",Sat,Florida,40,,Ball State,19,
23,24,2,"Sep 2, 2000",Sat,Georgia,29,,Georgia Southern,7,
24,25,2,"Sep 2, 2000",Sat,Georgia Tech,21,,Central Florida,17,
25,26,2,"Sep 2, 2000",Sat,Illinois,35,,Middle Tennessee State,6,
26,27,2,"Sep 2, 2000",Sat,Iowa State,25,,Ohio,15,
27,28,2,"Sep 2, 2000",Sat,Kansas State,54,,Louisiana Tech,10,
28,29,2,"Sep 2, 2000",Sat,Louisiana State,58,,Western Carolina,0,
29,30,2,"Sep 2, 2000",Sat,Louisville,40,,Kentucky,34,
30,31,2,"Sep 2, 2000",Sat,Miami (OH),33,@,Vanderbilt,30,
31,32,2,"Sep 2, 2000",Sat,Michigan,42,,Bowling Green State,7,
32,33,2,"Sep 2, 2000",Sat,Minnesota,47,,Louisiana-Monroe,10,
33,34,2,"Sep 2, 2000",Sat,Mississippi,49,,Tulane,20,
34,35,2,"Sep 2, 2000",Sat,Mississippi State,17,@,Memphis,3,
35,36,2,"Sep 2, 2000",Sat,Missouri,50,,Western Illinois,20,
36,37,2,"Sep 2, 2000",Sat,Nebraska,49,,San Jose State,13,
37,38,2,"Sep 2, 2000",Sat,North Carolina,30,,Tulsa,9,
38,39,2,"Sep 2, 2000",Sat,North Carolina State,38,,Arkansas State,31,
39,40,2,"Sep 2, 2000",Sat,Notre Dame,24,,Texas A&M;,10,
40,41,2,"Sep 2, 2000",Sat,Ohio State,43,,Fresno State,10,
41,42,2,"Sep 2, 2000",Sat,Oklahoma,55,,Texas-El Paso,14,
42,43,2,"Sep 2, 2000",Sat,Oregon,36,,Nevada,7,
43,44,2,"Sep 2, 2000",Sat,Oregon State,21,,Eastern Washington,19,
44,45,2,"Sep 2, 2000",Sat,Pittsburgh,30,,Kent State,7,
45,46,2,"Sep 2, 2000",Sat,Purdue,48,,Central Michigan,0,
46,47,2,"Sep 2, 2000",Sat,Rice,30,,Houston,27,
47,48,2,"Sep 2, 2000",Sat,Rutgers,34,,Villanova,21,
48,49,2,"Sep 2, 2000",Sat,Sam Houston State,21,@,Louisiana-Lafayette,14,
49,50,2,"Sep 2, 2000",Sat,South Carolina,31,,New Mexico State,0,
50,51,2,"Sep 2, 2000",Sat,South Florida,40,,Jacksonville State,0,
51,52,2,"Sep 2, 2000",Sat,Southern Methodist,31,,Kansas,17,
52,53,2,"Sep 2, 2000",Sat,Stanford,24,@,Washington State,10,
53,54,2,"Sep 2, 2000",Sat,Syracuse,63,,Buffalo,7,
54,55,2,"Sep 2, 2000",Sat,Temple,17,@,Navy,6,
55,56,2,"Sep 2, 2000",Sat,Tennessee,19,,Southern Mississippi,16,
56,57,2,"Sep 2, 2000",Sat,Texas Tech,38,,Utah State,16,
57,58,2,"Sep 2, 2000",Sat,Toledo,24,@,Penn State,6,
58,59,2,"Sep 2, 2000",Sat,UCLA,35,,Alabama,24,
59,60,2,"Sep 2, 2000",Sat,Virginia Tech,52,,Akron,23,
