,Rank,Week,Date,Day,Winner,Winner_Pts,At,Loser,Loser_Pts,Notes
0,1,1,"Sep 13, 1952",Sat,Virginia Tech,19,,Marshall,14,"Bluefield, WV"
1,2,2,"Sep 19, 1952",Fri,Alabama,20,,Southern Mississippi,6,"Montgomery, AL"
2,3,2,"Sep 19, 1952",Fri,Brigham Young,14,,San Diego Navy,7,
3,4,2,"Sep 19, 1952",Fri,Furman,47,,Newberry,6,
4,5,2,"Sep 19, 1952",Fri,Mississippi,54,@,Memphis,6,
5,6,2,"Sep 19, 1952",Fri,Southern California,35,,Washington State,7,
6,7,2,"Sep 20, 1952",Sat,Arizona,57,,Hawaii,7,
7,8,2,"Sep 20, 1952",Sat,Arizona State,26,@,Hardin-Simmons,7,
8,9,2,"Sep 20, 1952",Sat,Arkansas,22,,Oklahoma State,20,"Little Rock, AR"
9,10,2,"Sep 20, 1952",Sat,Baylor,17,,Wake Forest,14,
10,11,2,"Sep 20, 1952",Sat,Bolling Field,13,@,Syracuse,12,
11,12,2,"Sep 20, 1952",Sat,Boston University,6,@,Wichita State,0,
12,13,2,"Sep 20, 1952",Sat,California,34,,Pacific,13,
13,14,2,"Sep 20, 1952",Sat,Clemson,53,,Presbyterian,13,
14,15,2,"Sep 20, 1952",Sat,Colorado,20,,San Jose State,14,
15,16,2,"Sep 20, 1952",Sat,Colorado State,26,@,Colorado Mines,0,
16,17,2,"Sep 20, 1952",Sat,Denver,34,,Colorado College,12,
17,18,2,"Sep 20, 1952",Sat,Drake,14,@,Northern Iowa,12,
18,19,2,"Sep 20, 1952",Sat,Duke,34,,Washington & Lee,0,
19,20,2,"Sep 20, 1952",Sat,Florida,33,,Stetson,6,
20,21,2,"Sep 20, 1952",Sat,Georgia,19,@,Vanderbilt,7,
21,22,2,"Sep 20, 1952",Sat,Georgia Tech,54,,Citadel,6,
22,23,2,"Sep 20, 1952",Sat,Iowa State,57,,South Dakota State,19,
23,24,2,"Sep 20, 1952",Sat,Kansas,13,,Texas Christian,0,
24,25,2,"Sep 20, 1952",Sat,Kansas State,21,,Bradley,7,
25,26,2,"Sep 20, 1952",Sat,Maryland,13,@,Missouri,10,
26,27,2,"Sep 20, 1952",Sat,Nebraska,46,,South Dakota,0,
27,28,2,"Sep 20, 1952",Sat,New Mexico State,20,,Howard Payne,7,
28,29,2,"Sep 20, 1952",Sat,North Texas,27,,Texas-El Paso,14,"Odessa, TX"
29,30,2,"Sep 20, 1952",Sat,Oregon State,14,@,Utah,7,
30,31,2,"Sep 20, 1952",Sat,Penn State,20,,Temple,13,
31,32,2,"Sep 20, 1952",Sat,Richmond,34,,Randolph-Macon,19,
32,33,2,"Sep 20, 1952",Sat,South Carolina,33,,Wofford,0,
33,34,2,"Sep 20, 1952",Sat,Stanford,28,,Santa Clara,13,
34,35,2,"Sep 20, 1952",Sat,Texas,35,@,Louisiana State,14,
35,36,2,"Sep 20, 1952",Sat,Texas A&M;,21,@,Houston,13,
36,37,2,"Sep 20, 1952",Sat,Texas Tech,48,,West Texas A&M;,7,
37,38,2,"Sep 20, 1952",Sat,UCLA,13,,Oregon,6,
38,39,2,"Sep 20, 1952",Sat,Utah State,7,@,Montana,0,
39,40,2,"Sep 20, 1952",Sat,Villanova,25,@,Kentucky,6,
40,41,2,"Sep 20, 1952",Sat,Virginia Tech,27,@,Davidson,14,
41,42,2,"Sep 20, 1952",Sat,Washington,39,,Idaho,14,
42,43,2,"Sep 20, 1952",Sat,William & Mary,34,@,Virginia Military Institute,13,"Roanoke, VA"
43,44,2,"Sep 20, 1952",Sat,Yale,34,,Connecticut,13,
44,45,3,"Sep 26, 1952",Fri,Boston College,14,,Richmond,7,
45,46,3,"Sep 26, 1952",Fri,Detroit Mercy,22,,Wichita State,7,
46,47,3,"Sep 26, 1952",Fri,Duke,14,@,Southern Methodist,7,
47,48,3,"Sep 26, 1952",Fri,Miami (FL),45,,Virginia Military Institute,0,
48,49,3,"Sep 26, 1952",Fri,Southern California,31,,Northwestern,0,
49,50,3,"Sep 26, 1952",Fri,Temple,21,,Albright,0,
50,51,3,"Sep 27, 1952",Sat,Alabama,21,@,Louisiana State,20,
51,52,3,"Sep 27, 1952",Sat,Arizona,62,,New Mexico State,12,
