,Rank,Week,Date,Day,Winner,Winner_Pts,At,Loser,Loser_Pts,Notes
116,117,3,"Oct 2, 1954",Sat,Georgia Tech,10,@,Southern Methodist,7,
117,118,3,"Oct 2, 1954",Sat,Indiana,34,,Pacific,6,
118,119,3,"Oct 2, 1954",Sat,Iowa,48,,Montana,6,
119,120,3,"Oct 2, 1954",Sat,Kentucky,7,,Louisiana State,6,
120,121,3,"Oct 2, 1954",Sat,Massachusetts,13,@,Harvard,7,
121,122,3,"Oct 2, 1954",Sat,Miami (OH),27,@,Marquette,26,
122,123,3,"Oct 2, 1954",Sat,Midwestern Texas State,14,@,West Texas A&M;,7,
123,124,3,"Oct 2, 1954",Sat,Minnesota,46,@,Pittsburgh,7,
124,125,3,"Oct 2, 1954",Sat,Mississippi,52,@,Villanova,0,"Philadelphia, PA"
125,126,3,"Oct 2, 1954",Sat,Mississippi State,46,,Arkansas State,13,
126,127,3,"Oct 2, 1954",Sat,Missouri,35,@,Kansas State,7,
127,128,3,"Oct 2, 1954",Sat,Navy,42,@,Dartmouth,7,
128,129,3,"Oct 2, 1954",Sat,Nebraska,39,,Iowa State,14,
129,130,3,"Oct 2, 1954",Sat,North Carolina,7,,Tulane,7,
130,131,3,"Oct 2, 1954",Sat,North Texas,15,,Southern Mississippi,7,
131,132,3,"Oct 2, 1954",Sat,Ohio State,21,,California,13,
132,133,3,"Oct 2, 1954",Sat,Oklahoma State,13,,Texas Tech,13,
133,134,3,"Oct 2, 1954",Sat,Penn State,13,@,Syracuse,0,
134,135,3,"Oct 2, 1954",Sat,Princeton,54,@,Columbia,20,
135,136,3,"Oct 2, 1954",Sat,Purdue,27,@,Notre Dame,14,
136,137,3,"Oct 2, 1954",Sat,Rice,41,,Cornell,20,
137,138,3,"Oct 2, 1954",Sat,San Jose State,38,@,Idaho,7,
138,139,3,"Oct 2, 1954",Sat,Southern California,12,@,Northwestern,7,
139,140,3,"Oct 2, 1954",Sat,Stanford,12,,Illinois,2,
140,141,3,"Oct 2, 1954",Sat,Sul Ross State,42,,New Mexico State,18,"Pecos, TX"
141,142,3,"Oct 2, 1954",Sat,Texas,40,,Washington State,14,
142,143,3,"Oct 2, 1954",Sat,Texas A&M;,6,@,Georgia,0,
143,144,3,"Oct 2, 1954",Sat,Trinity (Texas),14,@,Hardin-Simmons,0,
144,145,3,"Oct 2, 1954",Sat,Utah,7,@,Oregon,6,
145,146,3,"Oct 2, 1954",Sat,Utah State,6,@,New Mexico,0,
146,147,3,"Oct 2, 1954",Sat,Virginia,14,,George Washington,13,
147,148,3,"Oct 2, 1954",Sat,Virginia Military Institute,19,@,Richmond,6,
148,149,3,"Oct 2, 1954",Sat,Virginia Tech,18,@,Clemson,7,
149,150,3,"Oct 2, 1954",Sat,Wake Forest,26,,North Carolina State,0,
150,151,3,"Oct 2, 1954",Sat,Washington,17,@,Oregon State,7,"Portland, OR"
151,152,3,"Oct 2, 1954",Sat,West Virginia,26,@,South Carolina,6,
152,153,3,"Oct 2, 1954",Sat,William & Mary,27,@,Pennsylvania,7,
153,154,3,"Oct 2, 1954",Sat,Wisconsin,6,@,Michigan State,0,
154,155,3,"Oct 2, 1954",Sat,Wyoming,23,,Denver,21,
155,156,3,"Oct 2, 1954",Sat,Yale,26,,Brown,24,
156,157,4,"Oct 8, 1954",Fri,Denver,19,,Montana,13,
157,158,4,"Oct 8, 1954",Fri,Miami (FL),26,,Holy Cross,20,
158,159,4,"Oct 8, 1954",Fri,Presbyterian,10,,Davidson,7,
159,160,4,"Oct 8, 1954",Fri,Texas Christian,20,@,Southern California,7,
160,161,4,"Oct 9, 1954",Sat,Alabama,40,,Tulsa,0,
161,162,4,"Oct 9, 1954",Sat,Arkansas,21,,Baylor,20,
162,163,4,"Oct 9, 1954",Sat,Army,60,,Dartmouth,6,
163,164,4,"Oct 9, 1954",Sat,Boston College,44,,Virginia Military Institute,0,
164,165,4,"Oct 9, 1954",Sat,Boston University,55,,Fordham,20,
165,166,4,"Oct 9, 1954",Sat,Brown,35,,Rhode Island,0,
166,167,4,"Oct 9, 1954",Sat,Cincinnati,30,@,Marquette,13,
167,168,4,"Oct 9, 1954",Sat,Clemson,14,@,Florida,7,"Jacksonville, FL"
168,169,4,"Oct 9, 1954",Sat,Colgate,26,,Rutgers,14,
169,170,4,"Oct 9, 1954",Sat,Colorado,40,@,Arizona,18,
170,171,4,"Oct 9, 1954",Sat,Drake,14,@,Northern Iowa,12,
171,172,4,"Oct 9, 1954",Sat,Duke,13,,Purdue,13,
172,173,4,"Oct 9, 1954",Sat,Florida State,52,,Villanova,13,
173,174,4,"Oct 9, 1954",Sat,Fresno State,23,,Utah State,13,
174,175,4,"Oct 9, 1954",Sat,Georgia,21,@,North Carolina,7,
175,176,4,"Oct 9, 1954",Sat,Georgia Tech,30,,Louisiana State,20,
176,177,4,"Oct 9, 1954",Sat,Harvard,13,@,Cornell,12,
177,178,4,"Oct 9, 1954",Sat,Houston,10,,Texas A&M;,7,
178,179,4,"Oct 9, 1954",Sat,Howard Payne,34,@,New Mexico State,7,
179,180,4,"Oct 9, 1954",Sat,Iowa State,33,,Kansas,6,
180,181,4,"Oct 9, 1954",Sat,Kansas State,7,@,Nebraska,3,
181,182,4,"Oct 9, 1954",Sat,Kentucky,21,,Auburn,14,
182,183,4,"Oct 9, 1954",Sat,Maryland,13,,Wake Forest,13,"Winston-Salem, NC"
183,184,4,"Oct 9, 1954",Sat,Michigan,14,,Iowa,13,
184,185,4,"Oct 9, 1954",Sat,Michigan State,21,@,Indiana,14,
185,186,4,"Oct 9, 1954",Sat,Minnesota,26,,Northwestern,7,
186,187,4,"Oct 9, 1954",Sat,Mississippi,22,@,Vanderbilt,7,
187,188,4,"Oct 9, 1954",Sat,Mississippi State,14,@,Tulane,0,
188,189,4,"Oct 9, 1954",Sat,Navy,25,@,Stanford,0,
189,190,4,"Oct 9, 1954",Sat,North Carolina State,26,@,William & Mary,0,
190,191,4,"Oct 9, 1954",Sat,North Texas,20,,Hardin-Simmons,7,
191,192,4,"Oct 9, 1954",Sat,Notre Dame,33,@,Pittsburgh,0,
192,193,4,"Oct 9, 1954",Sat,Ohio State,40,@,Illinois,7,
193,194,4,"Oct 9, 1954",Sat,Oklahoma,14,,Texas,7,"Dallas, TX"
194,195,4,"Oct 9, 1954",Sat,Oregon,33,@,California,27,
195,196,4,"Oct 9, 1954",Sat,Pacific,13,,Idaho,0,
196,197,4,"Oct 9, 1954",Sat,Penn State,34,,Virginia,7,
197,198,4,"Oct 9, 1954",Sat,Princeton,13,,Pennsylvania,7,
198,199,4,"Oct 9, 1954",Sat,Richmond,26,@,Citadel,0,
199,200,4,"Oct 9, 1954",Sat,San Jose State,19,@,Arizona State,12,
200,201,4,"Oct 9, 1954",Sat,South Carolina,27,@,Furman,7,
201,202,4,"Oct 9, 1954",Sat,Southern Methodist,25,@,Missouri,6,
202,203,4,"Oct 9, 1954",Sat,Tennessee,20,,Chattanooga,14,
203,204,4,"Oct 9, 1954",Sat,Texas Tech,55,,Texas-El Paso,28,
204,205,4,"Oct 9, 1954",Sat,UCLA,21,@,Washington,20,
205,206,4,"Oct 9, 1954",Sat,Utah,12,@,Brigham Young,7,
206,207,4,"Oct 9, 1954",Sat,Washington State,34,,Oregon State,6,
207,208,4,"Oct 9, 1954",Sat,West Virginia,13,,George Washington,7,
208,209,4,"Oct 9, 1954",Sat,Wichita State,22,,Oklahoma State,13,
209,210,4,"Oct 9, 1954",Sat,Wisconsin,13,,Rice,7,
210,211,4,"Oct 9, 1954",Sat,Wyoming,34,@,Colorado State,0,
211,212,4,"Oct 9, 1954",Sat,Yale,13,@,Columbia,7,
212,213,5,"Oct 15, 1954",Fri,Chattanooga,20,,North Texas,19,
213,214,5,"Oct 15, 1954",Fri,Detroit Mercy,20,,Villanova,0,
214,215,5,"Oct 15, 1954",Fri,Miami (FL),27,,Mississippi State,13,
215,216,5,"Oct 16, 1954",Sat,Alabama,27,@,Tennessee,0,
216,217,5,"Oct 16, 1954",Sat,Arizona,35,,Idaho,13,
217,218,5,"Oct 16, 1954",Sat,Arkansas,20,@,Texas,7,
218,219,5,"Oct 16, 1954",Sat,Army,28,@,Duke,14,
219,220,5,"Oct 16, 1954",Sat,Baylor,34,,Washington,7,
220,221,5,"Oct 16, 1954",Sat,Boston College,21,@,Fordham,7,"New York, NY"
221,222,5,"Oct 16, 1954",Sat,Boston University,41,,Syracuse,19,
222,223,5,"Oct 16, 1954",Sat,Brown,21,,Princeton,20,
223,224,5,"Oct 16, 1954",Sat,California,17,,Washington State,7,
224,225,5,"Oct 16, 1954",Sat,Cincinnati,27,,Hardin-Simmons,13,
225,226,5,"Oct 16, 1954",Sat,Colgate,13,@,Dartmouth,7,
226,227,5,"Oct 16, 1954",Sat,Colorado,20,@,Iowa State,0,
227,228,5,"Oct 16, 1954",Sat,Columbia,7,@,Harvard,6,
228,229,5,"Oct 16, 1954",Sat,Denver,28,@,Utah,20,
229,230,5,"Oct 16, 1954",Sat,Florida,21,,Kentucky,7,
230,231,5,"Oct 16, 1954",Sat,Florida State,13,@,North Carolina State,7,
231,232,5,"Oct 16, 1954",Sat,Furman,31,,Citadel,20,
232,233,5,"Oct 16, 1954",Sat,George Washington,32,@,Pennsylvania,27,
233,234,5,"Oct 16, 1954",Sat,Georgia,16,,Vanderbilt,14,
234,235,5,"Oct 16, 1954",Sat,Georgia Tech,14,,Auburn,7,
235,236,5,"Oct 16, 1954",Sat,Houston,14,@,Oklahoma State,7,
236,237,5,"Oct 16, 1954",Sat,Kansas State,20,@,Tulsa,13,
237,238,5,"Oct 16, 1954",Sat,Louisiana State,20,,Texas Tech,13,
238,239,5,"Oct 16, 1954",Sat,Marquette,19,@,Holy Cross,14,
239,240,5,"Oct 16, 1954",Sat,Maryland,33,,North Carolina,0,
240,241,5,"Oct 16, 1954",Sat,Michigan,7,@,Northwestern,0,
241,242,5,"Oct 16, 1954",Sat,Midwestern Texas State,14,,Arizona State,7,
242,243,5,"Oct 16, 1954",Sat,Minnesota,19,,Illinois,6,
243,244,5,"Oct 16, 1954",Sat,Mississippi,34,,Tulane,7,
244,245,5,"Oct 16, 1954",Sat,Missouri,20,,Indiana,14,
245,246,5,"Oct 16, 1954",Sat,Montana,20,,Utah State,13,
246,247,5,"Oct 16, 1954",Sat,Nebraska,27,,Oregon State,7,
247,248,5,"Oct 16, 1954",Sat,Notre Dame,20,,Michigan State,19,
248,249,5,"Oct 16, 1954",Sat,Ohio State,20,,Iowa,14,
249,250,5,"Oct 16, 1954",Sat,Oklahoma,65,@,Kansas,0,
250,251,5,"Oct 16, 1954",Sat,Pacific,15,@,Colorado State,7,
251,252,5,"Oct 16, 1954",Sat,Pittsburgh,21,,Navy,19,
252,253,5,"Oct 16, 1954",Sat,South Dakota,33,,Drake,26,
253,254,5,"Oct 16, 1954",Sat,Southern California,24,@,Oregon,14,"Portland, OR"
254,255,5,"Oct 16, 1954",Sat,Southern Methodist,20,@,Rice,6,
255,256,5,"Oct 16, 1954",Sat,Texas Christian,21,@,Texas A&M;,20,
256,257,5,"Oct 16, 1954",Sat,Trinity (Texas),20,@,Texas-El Paso,14,
257,258,5,"Oct 16, 1954",Sat,UCLA,72,,Stanford,0,
258,259,5,"Oct 16, 1954",Sat,Virginia,21,,Virginia Military Institute,0,
259,260,5,"Oct 16, 1954",Sat,Virginia Tech,19,@,Richmond,12,
260,261,5,"Oct 16, 1954",Sat,West Texas A&M;,41,,New Mexico State,7,
261,262,5,"Oct 16, 1954",Sat,West Virginia,19,@,Penn State,14,
262,263,5,"Oct 16, 1954",Sat,William & Mary,14,@,Rutgers,7,
263,264,5,"Oct 16, 1954",Sat,Wisconsin,20,,Purdue,6,
264,265,5,"Oct 16, 1954",Sat,Wyoming,9,,New Mexico,7,
265,266,5,"Oct 16, 1954",Sat,Yale,47,,Cornell,21,
266,267,6,"Oct 21, 1954",Thu,South Carolina,13,,Clemson,8,
267,268,6,"Oct 22, 1954",Fri,Denver,27,,Wichita State,14,
268,269,6,"Oct 22, 1954",Fri,Detroit Mercy,28,,Tulsa,18,
269,270,6,"Oct 22, 1954",Fri,Furman,19,,Davidson,7,"Charlotte, NC"
270,271,6,"Oct 22, 1954",Fri,Houston,28,@,Villanova,7,"Philadelphia, PA"
271,272,6,"Oct 22, 1954",Fri,Miami (FL),9,,Maryland,7,
272,273,6,"Oct 22, 1954",Fri,William & Mary,13,,George Washington,13,
273,274,6,"Oct 23, 1954",Sat,Arizona,41,@,New Mexico,7,
274,275,6,"Oct 23, 1954",Sat,Arizona State,21,,West Texas A&M;,14,
275,276,6,"Oct 23, 1954",Sat,Arkansas,6,,Mississippi,0,"Little Rock, AR"
276,277,6,"Oct 23, 1954",Sat,Army,67,@,Columbia,12,
277,278,6,"Oct 23, 1954",Sat,Auburn,33,,Florida State,0,
278,279,6,"Oct 23, 1954",Sat,Baylor,20,,Texas A&M;,7,
279,280,6,"Oct 23, 1954",Sat,Boston College,42,,Springfield,6,
280,281,6,"Oct 23, 1954",Sat,Bradley,14,@,Drake,7,
281,282,6,"Oct 23, 1954",Sat,Brigham Young,19,,Montana,7,
282,283,6,"Oct 23, 1954",Sat,Cincinnati,33,,Xavier,0,
283,284,6,"Oct 23, 1954",Sat,Colgate,13,,Yale,13,
284,285,6,"Oct 23, 1954",Sat,Cornell,27,@,Princeton,0,
285,286,6,"Oct 23, 1954",Sat,Dartmouth,13,@,Harvard,7,
286,287,6,"Oct 23, 1954",Sat,Duke,21,@,North Carolina State,7,
287,288,6,"Oct 23, 1954",Sat,Fordham,14,,Marquette,14,
288,289,6,"Oct 23, 1954",Sat,Georgia,7,@,Tulane,0,
289,290,6,"Oct 23, 1954",Sat,Hardin-Simmons,13,,Oklahoma State,7,
290,291,6,"Oct 23, 1954",Sat,Holy Cross,14,,Boston University,13,
291,292,6,"Oct 23, 1954",Sat,Idaho,10,@,Washington State,0,
292,293,6,"Oct 23, 1954",Sat,Illinois,34,,Syracuse,6,
293,294,6,"Oct 23, 1954",Sat,Iowa,27,@,Indiana,14,
294,295,6,"Oct 23, 1954",Sat,Kentucky,13,@,Georgia Tech,6,
295,296,6,"Oct 23, 1954",Sat,Lehigh,33,,Rutgers,13,
296,297,6,"Oct 23, 1954",Sat,Louisiana State,20,,Florida,7,
297,298,6,"Oct 23, 1954",Sat,Michigan,34,,Minnesota,0,
298,299,6,"Oct 23, 1954",Sat,Mississippi State,12,@,Alabama,7,
299,300,6,"Oct 23, 1954",Sat,Missouri,32,,Iowa State,14,
300,301,6,"Oct 23, 1954",Sat,Navy,52,@,Pennsylvania,6,
301,302,6,"Oct 23, 1954",Sat,Nebraska,20,@,Colorado,6,
302,303,6,"Oct 23, 1954",Sat,North Carolina,14,,Wake Forest,7,
303,304,6,"Oct 23, 1954",Sat,Ohio State,31,,Wisconsin,14,
304,305,6,"Oct 23, 1954",Sat,Oklahoma,21,,Kansas State,0,
305,306,6,"Oct 23, 1954",Sat,Oregon,26,,San Jose State,7,
306,307,6,"Oct 23, 1954",Sat,Pacific,20,,Texas Tech,7,
307,308,6,"Oct 23, 1954",Sat,Pittsburgh,14,,Northwestern,7,
308,309,6,"Oct 23, 1954",Sat,Presbyterian,20,@,Citadel,19,
309,310,6,"Oct 23, 1954",Sat,Purdue,27,@,Michigan State,13,
310,311,6,"Oct 23, 1954",Sat,Rice,13,,Texas,7,
311,312,6,"Oct 23, 1954",Sat,San Diego Marines,33,@,New Mexico State,7,
312,313,6,"Oct 23, 1954",Sat,Southern California,29,,California,27,
313,314,6,"Oct 23, 1954",Sat,Southern Methodist,36,,Kansas,18,
314,315,6,"Oct 23, 1954",Sat,Stanford,13,,Washington,7,
315,316,6,"Oct 23, 1954",Sat,Temple,19,@,Brown,14,
316,317,6,"Oct 23, 1954",Sat,Tennessee,14,,Dayton,7,
317,318,6,"Oct 23, 1954",Sat,Texas Christian,20,,Penn State,7,
318,319,6,"Oct 23, 1954",Sat,Texas-El Paso,6,@,North Texas,0,
319,320,6,"Oct 23, 1954",Sat,UCLA,61,@,Oregon State,0,
320,321,6,"Oct 23, 1954",Sat,Utah,14,@,Wyoming,7,
321,322,6,"Oct 23, 1954",Sat,Utah State,20,,Colorado State,14,
322,323,6,"Oct 23, 1954",Sat,Virginia Tech,6,,Virginia,0,"Roanoke, VA"
323,324,6,"Oct 23, 1954",Sat,West Virginia,40,,Virginia Military Institute,6,"Bluefield, WV"
324,325,7,"Oct 29, 1954",Fri,Citadel,14,,Wofford,13,"Orangeburg, SC"
325,326,7,"Oct 29, 1954",Fri,Denver,19,,New Mexico,6,
326,327,7,"Oct 29, 1954",Fri,Marquette,14,@,Detroit Mercy,13,
327,328,7,"Oct 29, 1954",Fri,Miami (FL),75,,Fordham,7,"Miami, FL"
328,329,7,"Oct 29, 1954",Fri,Richmond,7,@,George Washington,0,
329,330,7,"Oct 30, 1954",Sat,Arizona,48,,West Texas A&M;,12,
330,331,7,"Oct 30, 1954",Sat,Arizona State,14,@,Hardin-Simmons,13,
331,332,7,"Oct 30, 1954",Sat,Arkansas,14,@,Texas A&M;,7,
332,333,7,"Oct 30, 1954",Sat,Army,21,,Virginia,20,
333,334,7,"Oct 30, 1954",Sat,Auburn,27,,Tulane,0,"Mobile, AL"
334,335,7,"Oct 30, 1954",Sat,Baylor,12,@,Texas Christian,7,
335,336,7,"Oct 30, 1954",Sat,Boston University,20,,Bucknell,7,
336,337,7,"Oct 30, 1954",Sat,Brown,34,@,Lehigh,6,
337,338,7,"Oct 30, 1954",Sat,Cincinnati,13,,Pacific,7,
338,339,7,"Oct 30, 1954",Sat,Clemson,32,,Wake Forest,20,"Charlotte, NC"
339,340,7,"Oct 30, 1954",Sat,Colgate,6,,Princeton,6,
340,341,7,"Oct 30, 1954",Sat,Colorado State,37,,Montana,34,
341,342,7,"Oct 30, 1954",Sat,Cornell,26,@,Columbia,0,
342,343,7,"Oct 30, 1954",Sat,Davidson,51,,West Virginia Tech,6,
343,344,7,"Oct 30, 1954",Sat,Duke,21,,Georgia Tech,20,
344,345,7,"Oct 30, 1954",Sat,Florida,7,,Mississippi State,0,
345,346,7,"Oct 30, 1954",Sat,Florida State,33,@,Virginia Military Institute,19,"Lynchburg, VA"
346,347,7,"Oct 30, 1954",Sat,Furman,7,@,North Carolina State,6,
347,348,7,"Oct 30, 1954",Sat,Georgia,0,,Alabama,0,"Birmingham, AL"
348,349,7,"Oct 30, 1954",Sat,Harvard,27,,Ohio,13,
