,Rank,Week,Date,Day,Winner,Winner_Pts,At,Loser,Loser_Pts,Notes
0,1,1,"Sep 8, 1972",Fri,San Diego State,17,,Oregon State,8,
1,2,1,"Sep 9, 1972",Sat,Alabama,35,,Duke,12,"Birmingham, AL"
2,3,1,"Sep 9, 1972",Sat,Appalachian State,7,@,Western Kentucky,6,
3,4,1,"Sep 9, 1972",Sat,Arizona,17,,Colorado State,0,
4,5,1,"Sep 9, 1972",Sat,Auburn,14,@,Mississippi State,3,"Jackson, MS"
5,6,1,"Sep 9, 1972",Sat,Cincinnati,10,@,Indiana State,7,
6,7,1,"Sep 9, 1972",Sat,Clemson,13,,Citadel,0,
7,8,1,"Sep 9, 1972",Sat,Colorado,20,,California,10,
8,9,1,"Sep 9, 1972",Sat,Dayton,18,,Youngstown State,13,
9,10,1,"Sep 9, 1972",Sat,East Carolina,30,@,Virginia Military Institute,3,
10,11,1,"Sep 9, 1972",Sat,Florida State,19,@,Pittsburgh,7,
11,12,1,"Sep 9, 1972",Sat,Fresno State,24,,Sacramento State,7,
12,13,1,"Sep 9, 1972",Sat,Kansas State,21,,Tulsa,13,
13,14,1,"Sep 9, 1972",Sat,Kent State,13,,Akron,13,
14,15,1,"Sep 9, 1972",Sat,Maryland,24,,North Carolina State,24,
15,16,1,"Sep 9, 1972",Sat,Missouri,24,,Oregon,22,
16,17,1,"Sep 9, 1972",Sat,North Carolina,28,,Richmond,18,
17,18,1,"Sep 9, 1972",Sat,Northern Illinois,21,,Illinois State,7,
18,19,1,"Sep 9, 1972",Sat,Ohio,26,,Central Michigan,21,
19,20,1,"Sep 9, 1972",Sat,Rice,14,,Houston,13,
20,21,1,"Sep 9, 1972",Sat,San Jose State,33,,Santa Clara,28,
21,22,1,"Sep 9, 1972",Sat,Southern California,31,@,Arkansas,10,"Little Rock, AR"
22,23,1,"Sep 9, 1972",Sat,Southern Mississippi,38,,Texas-Arlington,17,
23,24,1,"Sep 9, 1972",Sat,Syracuse,17,,Temple,10,
24,25,1,"Sep 9, 1972",Sat,Tampa,21,,Toledo,0,
25,26,1,"Sep 9, 1972",Sat,Tennessee,34,@,Georgia Tech,3,
26,27,1,"Sep 9, 1972",Sat,Texas A&M;,36,@,Wichita State,13,
27,28,1,"Sep 9, 1972",Sat,UCLA,20,,Nebraska,17,
28,29,1,"Sep 9, 1972",Sat,Utah State,48,@,New Mexico State,14,
29,30,1,"Sep 9, 1972",Sat,Vanderbilt,24,,Chattanooga,7,
30,31,1,"Sep 9, 1972",Sat,Virginia,24,@,South Carolina,16,
31,32,1,"Sep 9, 1972",Sat,Wake Forest,26,,Davidson,20,
32,33,1,"Sep 9, 1972",Sat,Washington,13,,Pacific,6,
33,34,1,"Sep 9, 1972",Sat,Washington State,18,@,Kansas,17,
34,35,1,"Sep 9, 1972",Sat,West Virginia,25,,Villanova,6,
35,36,1,"Sep 9, 1972",Sat,Western Michigan,28,,Long Beach State,20,
36,37,1,"Sep 9, 1972",Sat,William & Mary,31,,Furman,7,
37,38,1,"Sep 9, 1972",Sat,Wyoming,30,,Idaho State,14,
38,39,2,"Sep 16, 1972",Sat,Air Force,45,,Wyoming,14,
39,40,2,"Sep 16, 1972",Sat,Arizona State,33,@,Houston,28,
40,41,2,"Sep 16, 1972",Sat,Bowling Green State,17,@,Purdue,14,
41,42,2,"Sep 16, 1972",Sat,Brigham Young,32,,Kansas State,9,
42,43,2,"Sep 16, 1972",Sat,California,37,,Washington State,23,
43,44,2,"Sep 16, 1972",Sat,Citadel,28,@,Appalachian State,21,
44,45,2,"Sep 16, 1972",Sat,Colorado,56,,Cincinnati,14,
