,Rank,Week,Date,Day,Winner,Winner_Pts,At,Loser,Loser_Pts,Notes
24,25,1,"Sep 2, 1989",Sat,Texas A&M;,28,,Louisiana State,16,
25,26,1,"Sep 2, 1989",Sat,Toledo,27,,Ohio,18,
26,27,1,"Sep 2, 1989",Sat,Tulsa,23,@,Texas-El Paso,14,
27,28,1,"Sep 2, 1989",Sat,Virginia Tech,29,,Akron,3,
28,29,1,"Sep 2, 1989",Sat,Washington State,41,,Idaho,7,
29,30,1,"Sep 2, 1989",Sat,West Virginia,35,,Ball State,10,
30,31,1,"Sep 2, 1989",Sat,Western Michigan,31,,Temple,24,
31,32,1,"Sep 4, 1989",Mon,Colorado,27,,Texas,6,
32,33,1,"Sep 4, 1989",Mon,Illinois,14,@,Southern California,13,
33,34,2,"Sep 7, 1989",Thu,Washington State,46,@,Brigham Young,41,
34,35,2,"Sep 9, 1989",Sat,Akron,40,,Kent State,7,
35,36,2,"Sep 9, 1989",Sat,Appalachian State,15,@,Wake Forest,10,
36,37,2,"Sep 9, 1989",Sat,Arizona State,31,,Kansas State,0,
37,38,2,"Sep 9, 1989",Sat,Arkansas State,17,@,Memphis,13,
38,39,2,"Sep 9, 1989",Sat,Auburn,55,,Pacific,0,
39,40,2,"Sep 9, 1989",Sat,Ball State,31,,Rutgers,31,
40,41,2,"Sep 9, 1989",Sat,Cal State Fullerton,27,,Cal State Northridge,20,
41,42,2,"Sep 9, 1989",Sat,Clemson,34,@,Florida State,23,
42,43,2,"Sep 9, 1989",Sat,Colorado,45,,Colorado State,20,
43,44,2,"Sep 9, 1989",Sat,Duke,41,,Northwestern,31,
44,45,2,"Sep 9, 1989",Sat,East Carolina,41,,Bowling Green State,6,
45,46,2,"Sep 9, 1989",Sat,Eastern Michigan,14,,Youngstown State,3,
46,47,2,"Sep 9, 1989",Sat,Fresno State,52,,Montana,37,
47,48,2,"Sep 9, 1989",Sat,Hawaii,63,,Long Beach State,10,
48,49,2,"Sep 9, 1989",Sat,Iowa State,28,,Ohio,3,
49,50,2,"Sep 9, 1989",Sat,Kentucky,17,,Indiana,14,
50,51,2,"Sep 9, 1989",Sat,Lamar,21,@,Texas-El Paso,19,
51,52,2,"Sep 9, 1989",Sat,Louisiana-Lafayette,22,,Central Michigan,20,
52,53,2,"Sep 9, 1989",Sat,Louisville,33,@,Kansas,28,
53,54,2,"Sep 9, 1989",Sat,Miami (FL),51,@,Wisconsin,3,
54,55,2,"Sep 9, 1989",Sat,Mississippi,24,@,Florida,19,
55,56,2,"Sep 9, 1989",Sat,Mississippi State,26,@,Southern Mississippi,23,
56,57,2,"Sep 9, 1989",Sat,Missouri,14,,Texas Christian,10,
57,58,2,"Sep 9, 1989",Sat,Nebraska,48,,Northern Illinois,17,
58,59,2,"Sep 9, 1989",Sat,Nevada-Las Vegas,16,,Weber State,12,
59,60,2,"Sep 9, 1989",Sat,New Mexico,45,,New Mexico State,13,
60,61,2,"Sep 9, 1989",Sat,North Carolina,49,,Virginia Military Institute,7,
61,62,2,"Sep 9, 1989",Sat,North Carolina State,38,,Georgia Tech,28,
62,63,2,"Sep 9, 1989",Sat,Oklahoma,33,,Baylor,7,
63,64,2,"Sep 9, 1989",Sat,Oregon,35,,California,19,
64,65,2,"Sep 9, 1989",Sat,Oregon State,20,,Stanford,16,
65,66,2,"Sep 9, 1989",Sat,Pittsburgh,29,@,Boston College,10,
66,67,2,"Sep 9, 1989",Sat,Purdue,27,,Miami (OH),10,
67,68,2,"Sep 9, 1989",Sat,Syracuse,43,@,Temple,3,"Philadelphia, PA"
68,69,2,"Sep 9, 1989",Sat,Tennessee,24,@,UCLA,6,
69,70,2,"Sep 9, 1989",Sat,Texas Tech,24,,Arizona,14,
70,71,2,"Sep 9, 1989",Sat,Tulane,20,,Rice,19,
71,72,2,"Sep 9, 1989",Sat,Tulsa,20,,Oklahoma State,10,
72,73,2,"Sep 9, 1989",Sat,Utah,45,,Utah State,10,
73,74,2,"Sep 9, 1989",Sat,Virginia,14,@,Penn State,6,
74,75,2,"Sep 9, 1989",Sat,Virginia Tech,17,,South Carolina,17,
75,76,2,"Sep 9, 1989",Sat,Washington,19,,Texas A&M;,6,
76,77,2,"Sep 9, 1989",Sat,West Virginia,14,@,Maryland,10,
77,78,2,"Sep 9, 1989",Sat,Western Michigan,24,,Louisiana Tech,20,
78,79,2,"Sep 10, 1989",Sun,Air Force,45,,Wyoming,7,
79,80,3,"Sep 16, 1989",Sat,Air Force,48,@,Northwestern,31,
80,81,3,"Sep 16, 1989",Sat,Akron,27,@,Central Michigan,26,
81,82,3,"Sep 16, 1989",Sat,Alabama,35,,Memphis,7,"Birmingham, AL"
82,83,3,"Sep 16, 1989",Sat,Arizona,6,,Oklahoma,3,
83,84,3,"Sep 16, 1989",Sat,Arizona State,28,,San Jose State,21,
84,85,3,"Sep 16, 1989",Sat,Arkansas,26,,Tulsa,7,
85,86,3,"Sep 16, 1989",Sat,Auburn,24,,Southern Mississippi,3,
86,87,3,"Sep 16, 1989",Sat,Ball State,28,@,Bowling Green State,3,
87,88,3,"Sep 16, 1989",Sat,Brigham Young,31,@,Navy,10,
88,89,3,"Sep 16, 1989",Sat,Clemson,27,@,Virginia Tech,7,
89,90,3,"Sep 16, 1989",Sat,Colorado,38,,Illinois,7,
90,91,3,"Sep 16, 1989",Sat,Colorado State,42,,Cal State Fullerton,14,
91,92,3,"Sep 16, 1989",Sat,East Carolina,21,@,Cincinnati,14,
92,93,3,"Sep 16, 1989",Sat,Eastern Michigan,30,@,Ohio,25,
93,94,3,"Sep 16, 1989",Sat,Florida,34,,Louisiana Tech,7,
94,95,3,"Sep 16, 1989",Sat,Florida State,31,@,Louisiana State,21,
95,96,3,"Sep 16, 1989",Sat,Fresno State,27,@,Pacific,14,
96,97,3,"Sep 16, 1989",Sat,Georgia,15,,Baylor,3,
97,98,3,"Sep 16, 1989",Sat,Indiana,24,,Missouri,7,
98,99,3,"Sep 16, 1989",Sat,Kansas,28,,Kent State,21,
99,100,3,"Sep 16, 1989",Sat,Kentucky,13,,North Carolina,6,
100,101,3,"Sep 16, 1989",Sat,Long Beach State,17,@,Boise State,14,
101,102,3,"Sep 16, 1989",Sat,Maryland,23,,Western Michigan,0,
102,103,3,"Sep 16, 1989",Sat,Miami (FL),31,,California,3,
103,104,3,"Sep 16, 1989",Sat,Michigan State,49,,Miami (OH),0,
104,105,3,"Sep 16, 1989",Sat,Minnesota,30,@,Iowa State,20,
105,106,3,"Sep 16, 1989",Sat,Mississippi,34,,Arkansas State,31,
106,107,3,"Sep 16, 1989",Sat,Nebraska,42,,Utah,30,
107,108,3,"Sep 16, 1989",Sat,North Carolina State,27,@,Wake Forest,17,
108,109,3,"Sep 16, 1989",Sat,Northern Iowa,10,@,Kansas State,8,
109,110,3,"Sep 16, 1989",Sat,Notre Dame,24,@,Michigan,19,
110,111,3,"Sep 16, 1989",Sat,Ohio State,37,,Oklahoma State,13,
111,112,3,"Sep 16, 1989",Sat,Oregon,44,@,Iowa,6,
112,113,3,"Sep 16, 1989",Sat,Penn State,42,,Temple,3,
113,114,3,"Sep 16, 1989",Sat,Rutgers,9,,Boston College,7,"East Rutherford, NJ"
114,115,3,"Sep 16, 1989",Sat,Southern California,66,,Utah State,10,
115,116,3,"Sep 16, 1989",Sat,Southern Methodist,31,,Connecticut,30,
116,117,3,"Sep 16, 1989",Sat,Syracuse,10,,Army,7,
117,118,3,"Sep 16, 1989",Sat,Tennessee,28,,Duke,6,
118,119,3,"Sep 16, 1989",Sat,Texas A&M;,44,@,Texas Christian,7,
119,120,3,"Sep 16, 1989",Sat,Texas Tech,27,,New Mexico,20,
120,121,3,"Sep 16, 1989",Sat,Texas-El Paso,29,@,New Mexico State,27,
121,122,3,"Sep 16, 1989",Sat,Tulane,17,,Louisiana-Lafayette,10,
122,123,3,"Sep 16, 1989",Sat,UCLA,28,@,San Diego State,25,
123,124,3,"Sep 16, 1989",Sat,Virginia,17,@,Georgia Tech,10,
124,125,3,"Sep 16, 1989",Sat,Washington,38,,Purdue,9,
125,126,3,"Sep 16, 1989",Sat,Washington State,41,,Oregon State,3,
126,127,3,"Sep 16, 1989",Sat,West Virginia,45,,South Carolina,21,
127,128,3,"Sep 16, 1989",Sat,Wisconsin,23,,Toledo,10,
128,129,3,"Sep 16, 1989",Sat,Wyoming,20,,Hawaii,15,
129,130,4,"Sep 23, 1989",Sat,Air Force,43,,Texas-El Paso,26,
130,131,4,"Sep 23, 1989",Sat,Alabama,15,,Kentucky,3,
131,132,4,"Sep 23, 1989",Sat,Arizona,20,,Washington,17,
132,133,4,"Sep 23, 1989",Sat,Arkansas,24,@,Mississippi,17,"Jackson, MS"
133,134,4,"Sep 23, 1989",Sat,Army,14,,Wake Forest,10,
134,135,4,"Sep 23, 1989",Sat,Baylor,46,,Kansas,3,
135,136,4,"Sep 23, 1989",Sat,Bowling Green State,24,,Central Michigan,20,
136,137,4,"Sep 23, 1989",Sat,Cal State Fullerton,41,,San Diego State,41,
137,138,4,"Sep 23, 1989",Sat,California,20,,Wisconsin,14,
138,139,4,"Sep 23, 1989",Sat,Cincinnati,30,@,Miami (OH),14,
139,140,4,"Sep 23, 1989",Sat,Citadel,14,@,Navy,10,
140,141,4,"Sep 23, 1989",Sat,Clemson,31,,Maryland,7,
141,142,4,"Sep 23, 1989",Sat,East Carolina,56,,Illinois State,10,
142,143,4,"Sep 23, 1989",Sat,Eastern Michigan,35,,Colorado State,35,
143,144,4,"Sep 23, 1989",Sat,Florida,38,@,Memphis,13,
144,145,4,"Sep 23, 1989",Sat,Florida State,59,,Tulane,9,
145,146,4,"Sep 23, 1989",Sat,Fresno State,52,,Long Beach State,0,
146,147,4,"Sep 23, 1989",Sat,Georgia,23,,Mississippi State,6,
147,148,4,"Sep 23, 1989",Sat,Hawaii,67,,Utah,20,
148,149,4,"Sep 23, 1989",Sat,Houston,36,@,Arizona State,7,
149,150,4,"Sep 23, 1989",Sat,Illinois,41,,Utah State,2,
150,151,4,"Sep 23, 1989",Sat,Iowa,31,@,Iowa State,21,
151,152,4,"Sep 23, 1989",Sat,Louisiana-Lafayette,18,@,Rice,3,
152,153,4,"Sep 23, 1989",Sat,Miami (FL),38,@,Missouri,7,
153,154,4,"Sep 23, 1989",Sat,Michigan,24,@,UCLA,23,
154,155,4,"Sep 23, 1989",Sat,Nebraska,48,@,Minnesota,0,
155,156,4,"Sep 23, 1989",Sat,Nevada-Las Vegas,26,,New Mexico State,14,
156,157,4,"Sep 23, 1989",Sat,North Carolina State,40,,North Carolina,6,
157,158,4,"Sep 23, 1989",Sat,Northern Illinois,37,@,Kansas State,20,
158,159,4,"Sep 23, 1989",Sat,Notre Dame,21,,Michigan State,13,
159,160,4,"Sep 23, 1989",Sat,Oregon State,37,@,Boise State,30,
160,161,4,"Sep 23, 1989",Sat,Penn State,7,,Boston College,3,
161,162,4,"Sep 23, 1989",Sat,Pittsburgh,30,,Syracuse,23,
162,163,4,"Sep 23, 1989",Sat,Rutgers,38,@,Northwestern,27,
163,164,4,"Sep 23, 1989",Sat,San Jose State,41,,Pacific,32,
164,165,4,"Sep 23, 1989",Sat,South Carolina,21,,Georgia Tech,10,
165,166,4,"Sep 23, 1989",Sat,Southern California,42,,Ohio State,3,
166,167,4,"Sep 23, 1989",Sat,Stanford,18,,Oregon,17,
167,168,4,"Sep 23, 1989",Sat,Texas,45,@,Southern Methodist,13,
168,169,4,"Sep 23, 1989",Sat,Texas Christian,19,,Southern Mississippi,17,
169,170,4,"Sep 23, 1989",Sat,Texas Tech,31,@,Oklahoma State,15,
170,171,4,"Sep 23, 1989",Sat,Toledo,29,,Ball State,22,
171,172,4,"Sep 23, 1989",Sat,Tulsa,35,,New Mexico,33,
172,173,4,"Sep 23, 1989",Sat,Vanderbilt,54,,Ohio,10,
173,174,4,"Sep 23, 1989",Sat,Virginia,49,,Duke,28,
174,175,4,"Sep 23, 1989",Sat,Virginia Tech,23,,Temple,0,
175,176,4,"Sep 23, 1989",Sat,Washington State,29,@,Wyoming,23,
176,177,4,"Sep 23, 1989",Sat,West Virginia,30,@,Louisville,21,
177,178,4,"Sep 23, 1989",Sat,Western Michigan,26,@,Kent State,4,
178,179,4,"Sep 23, 1989",Sat,Youngstown State,20,,Akron,17,
179,180,5,"Sep 30, 1989",Sat,Air Force,46,@,Colorado State,21,
180,181,5,"Sep 30, 1989",Sat,Akron,38,@,Bowling Green State,24,
181,182,5,"Sep 30, 1989",Sat,Alabama,20,@,Vanderbilt,14,
182,183,5,"Sep 30, 1989",Sat,Arizona State,19,,Missouri,3,
183,184,5,"Sep 30, 1989",Sat,Arkansas,39,,Texas-El Paso,7,"Little Rock, AR"
184,185,5,"Sep 30, 1989",Sat,Army,56,,Harvard,28,
185,186,5,"Sep 30, 1989",Sat,Baylor,29,,Texas Tech,15,
186,187,5,"Sep 30, 1989",Sat,Brigham Young,37,@,Utah State,10,
187,188,5,"Sep 30, 1989",Sat,Cal State Fullerton,34,,Nevada-Las Vegas,20,
188,189,5,"Sep 30, 1989",Sat,Central Michigan,20,@,Miami (OH),7,
189,190,5,"Sep 30, 1989",Sat,Colorado,45,@,Washington,28,
190,191,5,"Sep 30, 1989",Sat,Duke,21,,Clemson,17,
191,192,5,"Sep 30, 1989",Sat,Eastern Michigan,21,@,Western Michigan,20,
192,193,5,"Sep 30, 1989",Sat,Florida,21,,Mississippi State,0,"Tampa, FL"
193,194,5,"Sep 30, 1989",Sat,Hawaii,60,,New Mexico,14,
194,195,5,"Sep 30, 1989",Sat,Houston,65,,Temple,7,
195,196,5,"Sep 30, 1989",Sat,Indiana,32,,Toledo,12,
196,197,5,"Sep 30, 1989",Sat,Iowa,30,,Tulsa,22,
197,198,5,"Sep 30, 1989",Sat,Iowa State,25,@,Tulane,24,
198,199,5,"Sep 30, 1989",Sat,Kansas State,20,,North Texas,17,
199,200,5,"Sep 30, 1989",Sat,Louisiana State,57,,Ohio,6,
200,201,5,"Sep 30, 1989",Sat,Louisiana Tech,29,,East Carolina,29,
201,202,5,"Sep 30, 1989",Sat,Louisiana-Lafayette,24,@,Louisiana-Monroe,10,
202,203,5,"Sep 30, 1989",Sat,Louisville,37,,Cincinnati,17,
203,204,5,"Sep 30, 1989",Sat,Miami (FL),26,@,Michigan State,20,
204,205,5,"Sep 30, 1989",Sat,Michigan,41,,Maryland,21,
205,206,5,"Sep 30, 1989",Sat,Minnesota,34,,Indiana State,14,
206,207,5,"Sep 30, 1989",Sat,Navy,12,@,North Carolina,7,
207,208,5,"Sep 30, 1989",Sat,Nebraska,35,,Oregon State,7,
208,209,5,"Sep 30, 1989",Sat,North Carolina State,42,,Kent State,22,
209,210,5,"Sep 30, 1989",Sat,Northern Illinois,34,,Western Illinois,27,
210,211,5,"Sep 30, 1989",Sat,Notre Dame,40,@,Purdue,7,
211,212,5,"Sep 30, 1989",Sat,Ohio State,34,,Boston College,29,
212,213,5,"Sep 30, 1989",Sat,Oklahoma,45,@,Kansas,6,
213,214,5,"Sep 30, 1989",Sat,Oklahoma State,27,,Wyoming,7,
214,215,5,"Sep 30, 1989",Sat,Oregon,16,,Arizona,10,
215,216,5,"Sep 30, 1989",Sat,Pacific,26,,Long Beach State,25,
216,217,5,"Sep 30, 1989",Sat,Penn State,16,@,Texas,12,
217,218,5,"Sep 30, 1989",Sat,Pittsburgh,31,,West Virginia,31,
218,219,5,"Sep 30, 1989",Sat,Rice,17,,Wake Forest,17,
219,220,5,"Sep 30, 1989",Sat,San Diego State,38,@,Utah,27,
220,221,5,"Sep 30, 1989",Sat,San Jose State,40,@,Stanford,33,
221,222,5,"Sep 30, 1989",Sat,South Carolina,24,@,Georgia,20,
222,223,5,"Sep 30, 1989",Sat,Southern California,18,@,Washington State,17,
223,224,5,"Sep 30, 1989",Sat,Tennessee,21,,Auburn,14,
224,225,5,"Sep 30, 1989",Sat,Texas A&M;,31,,Southern Mississippi,14,
225,226,5,"Sep 30, 1989",Sat,Texas Christian,28,,Southern Methodist,10,
226,227,5,"Sep 30, 1989",Sat,UCLA,24,,California,6,
227,228,5,"Sep 30, 1989",Sat,Virginia,24,,William & Mary,12,
228,229,6,"Oct 7, 1989",Sat,Air Force,35,@,Navy,7,
229,230,6,"Oct 7, 1989",Sat,Akron,31,,Louisiana Tech,24,
230,231,6,"Oct 7, 1989",Sat,Alabama,62,@,Mississippi,27,"Jackson, MS"
231,232,6,"Oct 7, 1989",Sat,Arkansas,41,@,Texas Christian,19,
232,233,6,"Oct 7, 1989",Sat,Auburn,24,@,Kentucky,12,
233,234,6,"Oct 7, 1989",Sat,Ball State,37,,Miami (OH),9,
234,235,6,"Oct 7, 1989",Sat,Bowling Green State,31,@,Ohio,28,
235,236,6,"Oct 7, 1989",Sat,Brigham Young,36,,Wyoming,20,
236,237,6,"Oct 7, 1989",Sat,California,26,,San Jose State,21,
237,238,6,"Oct 7, 1989",Sat,Central Michigan,38,,Kent State,0,
238,239,6,"Oct 7, 1989",Sat,Clemson,34,,Virginia,20,
239,240,6,"Oct 7, 1989",Sat,Colorado,49,,Missouri,3,
240,241,6,"Oct 7, 1989",Sat,Colorado State,34,@,New Mexico,20,
241,242,6,"Oct 7, 1989",Sat,Duke,35,,Army,29,
242,243,6,"Oct 7, 1989",Sat,Eastern Michigan,31,,Toledo,14,
243,244,6,"Oct 7, 1989",Sat,Florida,16,@,Louisiana State,13,
244,245,6,"Oct 7, 1989",Sat,Florida State,41,@,Syracuse,10,
245,246,6,"Oct 7, 1989",Sat,Fresno State,35,,Oregon State,18,
246,247,6,"Oct 7, 1989",Sat,Georgia Tech,28,,Maryland,24,
247,248,6,"Oct 7, 1989",Sat,Hawaii,31,,San Diego State,24,
248,249,6,"Oct 7, 1989",Sat,Houston,66,,Baylor,10,
249,250,6,"Oct 7, 1989",Sat,Illinois,34,,Ohio State,14,
250,251,6,"Oct 7, 1989",Sat,Indiana,43,,Northwestern,11,
251,252,6,"Oct 7, 1989",Sat,Iowa State,24,@,Kansas,20,
252,253,6,"Oct 7, 1989",Sat,Long Beach State,55,,New Mexico State,48,
253,254,6,"Oct 7, 1989",Sat,Louisiana-Lafayette,21,,Tulsa,13,
254,255,6,"Oct 7, 1989",Sat,Memphis,13,,Vanderbilt,10,
255,256,6,"Oct 7, 1989",Sat,Miami (FL),56,,Cincinnati,0,
256,257,6,"Oct 7, 1989",Sat,Michigan,24,,Wisconsin,0,
257,258,6,"Oct 7, 1989",Sat,Michigan State,17,@,Iowa,14,
258,259,6,"Oct 7, 1989",Sat,Minnesota,35,,Purdue,15,
259,260,6,"Oct 7, 1989",Sat,Mississippi State,28,,Louisiana-Monroe,14,
260,261,6,"Oct 7, 1989",Sat,Nebraska,58,,Kansas State,7,
261,262,6,"Oct 7, 1989",Sat,Nevada-Las Vegas,30,,Pacific,7,
262,263,6,"Oct 7, 1989",Sat,North Carolina State,35,,Middle Tennessee State,14,
263,264,6,"Oct 7, 1989",Sat,Northern Illinois,29,,Southern Illinois,24,
264,265,6,"Oct 7, 1989",Sat,Notre Dame,27,@,Stanford,17,
265,266,6,"Oct 7, 1989",Sat,Oklahoma,37,,Oklahoma State,15,
266,267,6,"Oct 7, 1989",Sat,Penn State,17,@,Rutgers,0,"East Rutherford, NJ"
267,268,6,"Oct 7, 1989",Sat,Pittsburgh,27,@,Temple,3,
268,269,6,"Oct 7, 1989",Sat,South Carolina,47,,East Carolina,14,
269,270,6,"Oct 7, 1989",Sat,Southern California,24,,Washington,16,
270,271,6,"Oct 7, 1989",Sat,Southern Mississippi,30,,Tulane,21,
271,272,6,"Oct 7, 1989",Sat,Tennessee,17,,Georgia,14,
272,273,6,"Oct 7, 1989",Sat,Texas,31,,Rice,30,
273,274,6,"Oct 7, 1989",Sat,Texas Tech,27,,Texas A&M;,24,
274,275,6,"Oct 7, 1989",Sat,UCLA,33,,Arizona State,14,
275,276,6,"Oct 7, 1989",Sat,Utah,50,@,Texas-El Paso,45,
276,277,6,"Oct 7, 1989",Sat,Utah State,34,,Cal State Fullerton,23,
277,278,6,"Oct 7, 1989",Sat,Virginia Tech,12,@,West Virginia,10,
278,279,6,"Oct 7, 1989",Sat,Wake Forest,17,@,North Carolina,16,
279,280,6,"Oct 7, 1989",Sat,Washington State,51,@,Oregon,38,
280,281,7,"Oct 14, 1989",Sat,Alabama,24,,Louisiana-Lafayette,17,
281,282,7,"Oct 14, 1989",Sat,Arizona,42,,UCLA,7,
282,283,7,"Oct 14, 1989",Sat,Arizona State,17,,Oregon State,17,
283,284,7,"Oct 14, 1989",Sat,Arkansas,45,@,Texas Tech,13,
284,285,7,"Oct 14, 1989",Sat,Army,45,,Holy Cross,9,
285,286,7,"Oct 14, 1989",Sat,Auburn,10,,Louisiana State,6,
286,287,7,"Oct 14, 1989",Sat,Ball State,23,@,Kent State,21,
287,288,7,"Oct 14, 1989",Sat,Baylor,49,@,Southern Methodist,3,
288,289,7,"Oct 14, 1989",Sat,Boston College,35,,Temple,14,
289,290,7,"Oct 14, 1989",Sat,Bowling Green State,27,,Toledo,23,
290,291,7,"Oct 14, 1989",Sat,Brigham Young,45,@,Colorado State,16,
291,292,7,"Oct 14, 1989",Sat,Cal State Fullerton,35,@,Pacific,26,
292,293,7,"Oct 14, 1989",Sat,Central Michigan,34,@,Western Michigan,6,
293,294,7,"Oct 14, 1989",Sat,Colorado,52,@,Iowa State,17,
294,295,7,"Oct 14, 1989",Sat,Eastern Illinois,21,,Akron,17,
295,296,7,"Oct 14, 1989",Sat,Florida,34,,Vanderbilt,11,
296,297,7,"Oct 14, 1989",Sat,Florida State,41,@,Virginia Tech,7,
297,298,7,"Oct 14, 1989",Sat,Fresno State,34,@,Utah State,7,
298,299,7,"Oct 14, 1989",Sat,Georgia Tech,30,@,Clemson,14,
299,300,7,"Oct 14, 1989",Sat,Illinois,14,@,Purdue,2,
300,301,7,"Oct 14, 1989",Sat,Iowa,31,@,Wisconsin,24,
301,302,7,"Oct 14, 1989",Sat,Kentucky,33,,Rutgers,26,
302,303,7,"Oct 14, 1989",Sat,Liberty,25,@,Eastern Michigan,24,
303,304,7,"Oct 14, 1989",Sat,Louisiana Tech,42,,Northern Illinois,21,
304,305,7,"Oct 14, 1989",Sat,Maryland,27,@,Wake Forest,7,
305,306,7,"Oct 14, 1989",Sat,Memphis,34,@,Cincinnati,17,
306,307,7,"Oct 14, 1989",Sat,Miami (FL),48,,San Jose State,16,
307,308,7,"Oct 14, 1989",Sat,Michigan,10,@,Michigan State,7,
308,309,7,"Oct 14, 1989",Sat,Minnesota,20,@,Northwestern,18,
309,310,7,"Oct 14, 1989",Sat,Mississippi,17,,Georgia,13,
310,311,7,"Oct 14, 1989",Sat,Nebraska,50,@,Missouri,7,
311,312,7,"Oct 14, 1989",Sat,Notre Dame,41,@,Air Force,27,
312,313,7,"Oct 14, 1989",Sat,Ohio,22,,Miami (OH),22,
313,314,7,"Oct 14, 1989",Sat,Ohio State,35,,Indiana,31,
314,315,7,"Oct 14, 1989",Sat,Oklahoma State,17,,Kansas State,13,
315,316,7,"Oct 14, 1989",Sat,Penn State,34,@,Syracuse,12,
316,317,7,"Oct 14, 1989",Sat,Pittsburgh,31,,Navy,14,
317,318,7,"Oct 14, 1989",Sat,San Diego State,30,,Long Beach State,26,
318,319,7,"Oct 14, 1989",Sat,Southern California,31,@,California,15,
319,320,7,"Oct 14, 1989",Sat,Southern Mississippi,16,@,Louisville,10,
320,321,7,"Oct 14, 1989",Sat,Texas,28,,Oklahoma,24,"Dallas, TX"
321,322,7,"Oct 14, 1989",Sat,Texas A&M;,17,,Houston,13,
322,323,7,"Oct 14, 1989",Sat,Texas Christian,30,@,Rice,16,
323,324,7,"Oct 14, 1989",Sat,Texas-El Paso,26,,New Mexico,7,
324,325,7,"Oct 14, 1989",Sat,Tulsa,34,,New Mexico State,13,
325,326,7,"Oct 14, 1989",Sat,Virginia,50,,North Carolina,17,
326,327,7,"Oct 14, 1989",Sat,Washington,20,,Oregon,14,
327,328,7,"Oct 14, 1989",Sat,Washington State,31,,Stanford,13,
328,329,7,"Oct 14, 1989",Sat,Wyoming,45,,Utah,24,
329,330,8,"Oct 21, 1989",Sat,Akron,31,,Murray State,31,
330,331,8,"Oct 21, 1989",Sat,Alabama,47,,Tennessee,30,"Birmingham, AL"
331,332,8,"Oct 21, 1989",Sat,Arizona,23,@,Washington State,21,
332,333,8,"Oct 21, 1989",Sat,Army,34,,Lafayette,20,
333,334,8,"Oct 21, 1989",Sat,Ball State,14,,Western Michigan,13,
334,335,8,"Oct 21, 1989",Sat,Brigham Young,49,,Texas-El Paso,24,
335,336,8,"Oct 21, 1989",Sat,Clemson,30,,North Carolina State,10,
336,337,8,"Oct 21, 1989",Sat,Colorado,49,,Kansas,17,
337,338,8,"Oct 21, 1989",Sat,Colorado State,31,,Hawaii,16,
338,339,8,"Oct 21, 1989",Sat,Duke,46,@,Maryland,25,
339,340,8,"Oct 21, 1989",Sat,East Carolina,14,,Virginia Tech,10,
340,341,8,"Oct 21, 1989",Sat,Eastern Michigan,21,,Bowling Green State,13,
341,342,8,"Oct 21, 1989",Sat,Florida,27,,New Mexico,21,
342,343,8,"Oct 21, 1989",Sat,Florida State,22,,Auburn,14,
343,344,8,"Oct 21, 1989",Sat,Fresno State,33,,Cal State Fullerton,19,
344,345,8,"Oct 21, 1989",Sat,Georgia,35,@,Vanderbilt,16,
345,346,8,"Oct 21, 1989",Sat,Georgia Tech,17,,North Carolina,14,
346,347,8,"Oct 21, 1989",Sat,Houston,95,,Southern Methodist,21,
347,348,8,"Oct 21, 1989",Sat,Illinois,14,@,Michigan State,10,
348,349,8,"Oct 21, 1989",Sat,Indiana,28,,Minnesota,18,
