,Rank,Week,Date,Day,Winner,Winner_Pts,At,Loser,Loser_Pts,Notes
0,1,1,"Aug 28, 1991",Wed,Penn State,34,,Georgia Tech,22,"Kick-off Classic (East Rutherford, NJ)"
1,2,1,"Aug 29, 1991",Thu,Florida State,44,,Brigham Young,28,"Pigskin Classic (Anaheim, CA)"
2,3,1,"Aug 31, 1991",Sat,Air Force,48,,Weber State,31,
3,4,1,"Aug 31, 1991",Sat,Auburn,32,,Georgia Southern,17,
4,5,1,"Aug 31, 1991",Sat,Bowling Green State,17,,Eastern Michigan,6,
5,6,1,"Aug 31, 1991",Sat,Central Michigan,17,,Ohio,17,
6,7,1,"Aug 31, 1991",Sat,Colorado State,38,,Arkansas State,24,
7,8,1,"Aug 31, 1991",Sat,Georgia,48,,Western Carolina,0,
8,9,1,"Aug 31, 1991",Sat,Hawaii,32,@,Wyoming,17,
9,10,1,"Aug 31, 1991",Sat,Houston,73,,Louisiana Tech,3,
10,11,1,"Aug 31, 1991",Sat,Illinois,38,,East Carolina,31,
11,12,1,"Aug 31, 1991",Sat,Louisiana-Monroe,21,@,Louisiana-Lafayette,10,
12,13,1,"Aug 31, 1991",Sat,Louisville,24,,Eastern Kentucky,14,
13,14,1,"Aug 31, 1991",Sat,Miami (FL),31,@,Arkansas,3,"Little Rock, AR"
14,15,1,"Aug 31, 1991",Sat,Miami (OH),15,,Ball State,7,
15,16,1,"Aug 31, 1991",Sat,Mississippi,22,@,Tulane,3,
16,17,1,"Aug 31, 1991",Sat,Mississippi State,47,,Cal State Fullerton,3,
17,18,1,"Aug 31, 1991",Sat,Pittsburgh,34,@,West Virginia,3,
18,19,1,"Aug 31, 1991",Sat,Rutgers,20,,Boston College,13,
19,20,1,"Aug 31, 1991",Sat,Sacramento State,43,@,Pacific,40,
20,21,1,"Aug 31, 1991",Sat,Southern Mississippi,25,,Delta State,7,
21,22,1,"Aug 31, 1991",Sat,Texas-El Paso,35,,New Mexico,19,
22,23,1,"Aug 31, 1991",Sat,Tulsa,34,,Missouri State,13,
23,24,1,"Aug 31, 1991",Sat,Utah,12,,Utah State,7,
24,25,1,"Aug 31, 1991",Sat,Virginia Tech,41,,James Madison,12,
25,26,1,"Aug 31, 1991",Sat,Western Michigan,13,,Kent State,10,
26,27,1,"Sep 2, 1991",Mon,Memphis,24,@,Southern California,10,
27,28,2,"Sep 5, 1991",Thu,Tennessee,28,@,Louisville,11,
28,29,2,"Sep 7, 1991",Sat,Air Force,31,@,Colorado State,26,
29,30,2,"Sep 7, 1991",Sat,Alabama,41,,Temple,3,"Birmingham, AL"
30,31,2,"Sep 7, 1991",Sat,Arkansas,17,,Southern Methodist,6,"Little Rock, AR"
31,32,2,"Sep 7, 1991",Sat,Ball State,33,@,Navy,10,
32,33,2,"Sep 7, 1991",Sat,Baylor,27,,Texas-El Paso,7,
33,34,2,"Sep 7, 1991",Sat,California,86,,Pacific,24,
34,35,2,"Sep 7, 1991",Sat,Central Michigan,27,,Louisiana-Lafayette,24,
35,36,2,"Sep 7, 1991",Sat,Clemson,34,,Appalachian State,0,
36,37,2,"Sep 7, 1991",Sat,Colorado,30,,Wyoming,13,
37,38,2,"Sep 7, 1991",Sat,Duke,24,,South Carolina,24,
38,39,2,"Sep 7, 1991",Sat,Florida,59,,San Jose State,21,
39,40,2,"Sep 7, 1991",Sat,Florida State,38,,Tulane,11,
40,41,2,"Sep 7, 1991",Sat,Fresno State,55,,Northern Illinois,7,
41,42,2,"Sep 7, 1991",Sat,Georgia,31,,Louisiana State,10,
42,43,2,"Sep 7, 1991",Sat,Iowa,53,,Hawaii,10,
43,44,2,"Sep 7, 1991",Sat,Iowa State,42,,Eastern Illinois,13,
44,45,2,"Sep 7, 1991",Sat,Kansas,30,@,Toledo,7,
45,46,2,"Sep 7, 1991",Sat,Kansas State,26,,Indiana State,25,
46,47,2,"Sep 7, 1991",Sat,Kentucky,23,,Miami (OH),20,
47,48,2,"Sep 7, 1991",Sat,Maryland,17,,Virginia,6,
48,49,2,"Sep 7, 1991",Sat,Michigan,35,@,Boston College,13,
49,50,2,"Sep 7, 1991",Sat,Mississippi,10,@,Memphis,0,
50,51,2,"Sep 7, 1991",Sat,Mississippi State,13,,Texas,6,
51,52,2,"Sep 7, 1991",Sat,Nebraska,59,,Utah State,28,
52,53,2,"Sep 7, 1991",Sat,Nevada,50,,Nevada-Las Vegas,8,
53,54,2,"Sep 7, 1991",Sat,North Carolina State,7,,Virginia Tech,0,
54,55,2,"Sep 7, 1991",Sat,Northwestern State,28,@,Arkansas State,3,
55,56,2,"Sep 7, 1991",Sat,Notre Dame,49,,Indiana,27,
56,57,2,"Sep 7, 1991",Sat,Ohio State,38,,Arizona,14,
57,58,2,"Sep 7, 1991",Sat,Oregon,40,,Washington State,14,
58,59,2,"Sep 7, 1991",Sat,Penn State,81,,Cincinnati,0,
59,60,2,"Sep 7, 1991",Sat,Pittsburgh,35,,Southern Mississippi,14,
60,61,2,"Sep 7, 1991",Sat,Purdue,49,,Eastern Michigan,3,
61,62,2,"Sep 7, 1991",Sat,Syracuse,37,,Vanderbilt,10,
62,63,2,"Sep 7, 1991",Sat,Texas Christian,60,,New Mexico,7,
63,64,2,"Sep 7, 1991",Sat,Texas Tech,41,,Cal State Fullerton,7,
64,65,2,"Sep 7, 1991",Sat,Tulsa,13,,Oklahoma State,7,
65,66,2,"Sep 7, 1991",Sat,UCLA,27,,Brigham Young,23,
66,67,2,"Sep 7, 1991",Sat,Utah,22,@,Oregon State,10,
67,68,2,"Sep 7, 1991",Sat,Washington,42,@,Stanford,7,
68,69,2,"Sep 7, 1991",Sat,West Virginia,24,,Bowling Green State,17,
69,70,2,"Sep 7, 1991",Sat,Western Michigan,35,,Akron,12,
70,71,2,"Sep 8, 1991",Sun,San Diego State,49,,Long Beach State,13,
71,72,3,"Sep 12, 1991",Thu,Miami (FL),40,,Houston,10,
72,73,3,"Sep 14, 1991",Sat,Air Force,24,@,Utah,21,
73,74,3,"Sep 14, 1991",Sat,Arizona,28,,Stanford,23,
74,75,3,"Sep 14, 1991",Sat,Arizona State,30,@,Oklahoma State,3,
75,76,3,"Sep 14, 1991",Sat,Army,51,,Colgate,22,
76,77,3,"Sep 14, 1991",Sat,Auburn,23,,Mississippi,13,
77,78,3,"Sep 14, 1991",Sat,Baylor,16,@,Colorado,14,
78,79,3,"Sep 14, 1991",Sat,Boise State,48,,Long Beach State,14,
79,80,3,"Sep 14, 1991",Sat,California,42,,Purdue,18,
80,81,3,"Sep 14, 1991",Sat,Central Michigan,20,@,Michigan State,3,
81,82,3,"Sep 14, 1991",Sat,Duke,42,,Rutgers,22,
82,83,3,"Sep 14, 1991",Sat,East Carolina,20,,Memphis,13,
83,84,3,"Sep 14, 1991",Sat,Florida,35,,Alabama,0,
84,85,3,"Sep 14, 1991",Sat,Florida State,58,,Western Michigan,0,
85,86,3,"Sep 14, 1991",Sat,Fresno State,34,@,Washington State,30,
86,87,3,"Sep 14, 1991",Sat,Georgia Tech,30,@,Boston College,14,
87,88,3,"Sep 14, 1991",Sat,Hawaii,35,,New Mexico,13,
88,89,3,"Sep 14, 1991",Sat,Illinois State,25,@,Akron,3,
89,90,3,"Sep 14, 1991",Sat,Iowa,29,@,Iowa State,10,
90,91,3,"Sep 14, 1991",Sat,Kansas,23,,Tulsa,17,
91,92,3,"Sep 14, 1991",Sat,Kansas State,41,,Idaho State,7,
92,93,3,"Sep 14, 1991",Sat,Louisiana Tech,21,,Montana,11,
93,94,3,"Sep 14, 1991",Sat,Miami (OH),29,,Eastern Michigan,3,
94,95,3,"Sep 14, 1991",Sat,Michigan,24,,Notre Dame,14,
95,96,3,"Sep 14, 1991",Sat,Minnesota,26,,San Jose State,20,
96,97,3,"Sep 14, 1991",Sat,Mississippi State,48,,Tulane,0,
97,98,3,"Sep 14, 1991",Sat,Missouri,23,,Illinois,19,
98,99,3,"Sep 14, 1991",Sat,Nebraska,71,,Colorado State,14,
99,100,3,"Sep 14, 1991",Sat,Nevada-Las Vegas,23,,Oregon State,9,
100,101,3,"Sep 14, 1991",Sat,North Carolina,51,,Cincinnati,16,
101,102,3,"Sep 14, 1991",Sat,North Carolina State,47,,Kent State,0,
102,103,3,"Sep 14, 1991",Sat,Northern Illinois,22,,Arkansas State,21,
103,104,3,"Sep 14, 1991",Sat,Ohio,35,,Tennessee Tech,14,
104,105,3,"Sep 14, 1991",Sat,Ohio State,23,,Louisville,15,
105,106,3,"Sep 14, 1991",Sat,Oklahoma,40,,North Texas,2,
106,107,3,"Sep 14, 1991",Sat,Oregon,28,@,Texas Tech,13,
107,108,3,"Sep 14, 1991",Sat,Pittsburgh,26,,Temple,7,
108,109,3,"Sep 14, 1991",Sat,Rice,36,@,Northwestern,7,
109,110,3,"Sep 14, 1991",Sat,San Diego State,55,,Pacific,34,
110,111,3,"Sep 14, 1991",Sat,Southern California,21,,Penn State,10,
111,112,3,"Sep 14, 1991",Sat,Syracuse,31,@,Maryland,17,
112,113,3,"Sep 14, 1991",Sat,Tennessee,30,,UCLA,16,
113,114,3,"Sep 14, 1991",Sat,Texas A&M;,45,,Louisiana State,7,
114,115,3,"Sep 14, 1991",Sat,Texas Christian,22,,Ball State,16,
115,116,3,"Sep 14, 1991",Sat,Texas-El Paso,22,@,New Mexico State,21,
116,117,3,"Sep 14, 1991",Sat,Vanderbilt,14,,Southern Methodist,11,
117,118,3,"Sep 14, 1991",Sat,Virginia,17,,Navy,10,
118,119,3,"Sep 14, 1991",Sat,Wake Forest,40,,Western Carolina,24,
119,120,3,"Sep 14, 1991",Sat,West Virginia,21,,South Carolina,16,
120,121,3,"Sep 14, 1991",Sat,Wisconsin,31,,Western Illinois,13,
