,Rank,Week,Date,Day,Winner,Winner_Pts,At,Loser,Loser_Pts,Notes
0,1,1,"Sep 13, 1958",Sat,Florida State,22,,Tennessee Tech,7,
1,2,1,"Sep 13, 1958",Sat,Kentucky,51,,Hawaii,0,"Louisville, KY"
2,3,1,"Sep 13, 1958",Sat,South Dakota State,12,,Drake,6,
3,4,1,"Sep 13, 1958",Sat,Trinity (Texas),20,@,New Mexico State,0,
4,5,2,"Sep 19, 1958",Fri,Catawba College,22,,Davidson,17,"Charlotte, NC"
5,6,2,"Sep 19, 1958",Fri,Detroit Mercy,21,,George Washington,6,
6,7,2,"Sep 19, 1958",Fri,Oklahoma State,31,@,Denver,14,
7,8,2,"Sep 19, 1958",Fri,Southern California,21,,Oregon State,0,
8,9,2,"Sep 20, 1958",Sat,Arizona,7,,Utah State,6,
9,10,2,"Sep 20, 1958",Sat,Arizona State,47,,Hawaii,6,
10,11,2,"Sep 20, 1958",Sat,Baylor,12,@,Arkansas,0,"Little Rock, AR"
11,12,2,"Sep 20, 1958",Sat,Boston College,48,,Scranton,0,
12,13,2,"Sep 20, 1958",Sat,Bowling Green State,20,@,Wichita State,14,
13,14,2,"Sep 20, 1958",Sat,Brigham Young,29,,Fresno State,7,
14,15,2,"Sep 20, 1958",Sat,Cincinnati,14,,Dayton,0,
15,16,2,"Sep 20, 1958",Sat,Clemson,20,,Virginia,15,
16,17,2,"Sep 20, 1958",Sat,Florida,34,,Tulane,14,
17,18,2,"Sep 20, 1958",Sat,Florida State,42,,Furman,6,
18,19,2,"Sep 20, 1958",Sat,Hardin-Simmons,14,@,Tulsa,0,
19,20,2,"Sep 20, 1958",Sat,Iowa State,33,,Drake,0,
20,21,2,"Sep 20, 1958",Sat,Kansas State,17,,Wyoming,14,
21,22,2,"Sep 20, 1958",Sat,Kentucky,13,,Georgia Tech,0,
22,23,2,"Sep 20, 1958",Sat,Louisiana State,26,@,Rice,6,
23,24,2,"Sep 20, 1958",Sat,Marquette,18,,South Dakota State,7,
