,Rank,Week,Date,Day,Winner,Winner_Pts,At,Loser,Loser_Pts,Notes
152,153,4,"Sep 13, 2003",Sat,Georgia,31,,South Carolina,7,
153,154,4,"Sep 13, 2003",Sat,Houston,21,@,Louisiana-Lafayette,14,
154,155,4,"Sep 13, 2003",Sat,Indiana,33,,Indiana State,3,
155,156,4,"Sep 13, 2003",Sat,Iowa,40,@,Iowa State,21,
156,157,4,"Sep 13, 2003",Sat,Kansas,42,@,Wyoming,35,
157,158,4,"Sep 13, 2003",Sat,Kansas State,38,,Massachusetts,7,
158,159,4,"Sep 13, 2003",Sat,Kent State,16,,Youngstown State,13,
159,160,4,"Sep 13, 2003",Sat,Louisiana State,35,,Western Illinois,7,
160,161,4,"Sep 13, 2003",Sat,Louisiana Tech,20,@,Michigan State,19,
161,162,4,"Sep 13, 2003",Sat,Louisville,30,@,Syracuse,20,
162,163,4,"Sep 13, 2003",Sat,Maryland,61,,Citadel,0,
163,164,4,"Sep 13, 2003",Sat,Miami (FL),38,,East Carolina,3,
164,165,4,"Sep 13, 2003",Sat,Miami (OH),44,@,Northwestern,14,
165,166,4,"Sep 13, 2003",Sat,Michigan,38,,Notre Dame,0,
166,167,4,"Sep 13, 2003",Sat,Minnesota,42,@,Ohio,20,
167,168,4,"Sep 13, 2003",Sat,Mississippi,59,,Louisiana-Monroe,14,
168,169,4,"Sep 13, 2003",Sat,Missouri,37,,Eastern Illinois,0,
169,170,4,"Sep 13, 2003",Sat,Nebraska,18,,Penn State,10,
170,171,4,"Sep 13, 2003",Sat,Nevada-Las Vegas,23,@,Wisconsin,5,
171,172,4,"Sep 13, 2003",Sat,Ohio State,44,,North Carolina State,38,
172,173,4,"Sep 13, 2003",Sat,Oklahoma,52,,Fresno State,28,
173,174,4,"Sep 13, 2003",Sat,Oklahoma State,42,,Missouri State,3,
174,175,4,"Sep 13, 2003",Sat,Oregon,48,@,Arizona,10,
175,176,4,"Sep 13, 2003",Sat,Oregon State,28,,New Mexico State,16,
176,177,4,"Sep 13, 2003",Sat,Pittsburgh,42,,Ball State,21,
177,178,4,"Sep 13, 2003",Sat,Purdue,16,@,Wake Forest,10,
178,179,4,"Sep 13, 2003",Sat,Rutgers,36,@,Army,21,
179,180,4,"Sep 13, 2003",Sat,San Diego State,34,@,Texas-El Paso,0,
180,181,4,"Sep 13, 2003",Sat,Southern California,61,,Hawaii,32,
181,182,4,"Sep 13, 2003",Sat,Southern Mississippi,23,,Memphis,6,
182,183,4,"Sep 13, 2003",Sat,Troy,20,@,Alabama-Birmingham,9,
183,184,4,"Sep 13, 2003",Sat,Tulane,31,,Mississippi State,28,
184,185,4,"Sep 13, 2003",Sat,Tulsa,41,,Texas State,15,
185,186,4,"Sep 13, 2003",Sat,UCLA,6,,Illinois,3,
186,187,4,"Sep 13, 2003",Sat,Virginia,59,@,Western Michigan,16,
187,188,4,"Sep 13, 2003",Sat,Washington State,47,@,Colorado,26,
188,189,5,"Sep 18, 2003",Thu,Nevada,42,@,San Jose State,30,
189,190,5,"Sep 18, 2003",Thu,Virginia Tech,35,,Texas A&M;,19,
190,191,5,"Sep 19, 2003",Fri,Nevada-Las Vegas,33,,Hawaii,22,
191,192,5,"Sep 20, 2003",Sat,Air Force,35,,Wyoming,29,
192,193,5,"Sep 20, 2003",Sat,Akron,65,,Howard,7,
193,194,5,"Sep 20, 2003",Sat,Arkansas,31,,North Texas,7,"Little Rock, AR"
194,195,5,"Sep 20, 2003",Sat,Ball State,27,,Central Michigan,14,
195,196,5,"Sep 20, 2003",Sat,Baylor,27,,Sam Houston State,6,
196,197,5,"Sep 20, 2003",Sat,California,31,@,Illinois,24,
197,198,5,"Sep 20, 2003",Sat,Cincinnati,30,,Temple,24,
198,199,5,"Sep 20, 2003",Sat,Clemson,39,@,Georgia Tech,3,
199,200,5,"Sep 20, 2003",Sat,Connecticut,38,@,Buffalo,7,
200,201,5,"Sep 20, 2003",Sat,Florida State,47,,Colorado,7,
201,202,5,"Sep 20, 2003",Sat,Fresno State,16,,Louisiana Tech,6,
202,203,5,"Sep 20, 2003",Sat,Houston,42,,Mississippi State,35,
203,204,5,"Sep 20, 2003",Sat,Iowa,21,,Arizona State,2,
204,205,5,"Sep 20, 2003",Sat,Kansas,41,,Jacksonville State,6,
205,206,5,"Sep 20, 2003",Sat,Kentucky,34,@,Indiana,17,
206,207,5,"Sep 20, 2003",Sat,Louisiana State,17,,Georgia,10,
207,208,5,"Sep 20, 2003",Sat,Louisville,42,,Texas-El Paso,14,
208,209,5,"Sep 20, 2003",Sat,Marshall,27,@,Kansas State,20,
209,210,5,"Sep 20, 2003",Sat,Maryland,34,,West Virginia,7,
210,211,5,"Sep 20, 2003",Sat,Miami (FL),33,@,Boston College,14,
211,212,5,"Sep 20, 2003",Sat,Miami (OH),41,@,Colorado State,21,
212,213,5,"Sep 20, 2003",Sat,Michigan State,22,@,Notre Dame,16,
213,214,5,"Sep 20, 2003",Sat,Minnesota,48,,Louisiana-Lafayette,14,
214,215,5,"Sep 20, 2003",Sat,Missouri,41,,Middle Tennessee State,40,
215,216,5,"Sep 20, 2003",Sat,Navy,39,,Eastern Michigan,7,
216,217,5,"Sep 20, 2003",Sat,North Carolina State,49,,Texas Tech,21,
217,218,5,"Sep 20, 2003",Sat,Northern Illinois,19,@,Alabama,16,
218,219,5,"Sep 20, 2003",Sat,Northwestern,28,@,Duke,10,
219,220,5,"Sep 20, 2003",Sat,Northwestern State,14,@,Louisiana-Monroe,10,
220,221,5,"Sep 20, 2003",Sat,Ohio State,24,,Bowling Green State,17,
221,222,5,"Sep 20, 2003",Sat,Oklahoma,59,,UCLA,24,
222,223,5,"Sep 20, 2003",Sat,Oklahoma State,52,@,Southern Methodist,6,
223,224,5,"Sep 20, 2003",Sat,Oregon,31,,Michigan,27,
224,225,5,"Sep 20, 2003",Sat,Oregon State,26,,Boise State,24,
225,226,5,"Sep 20, 2003",Sat,Penn State,32,,Kent State,10,
226,227,5,"Sep 20, 2003",Sat,Purdue,59,,Arizona,7,
227,228,5,"Sep 20, 2003",Sat,San Diego State,37,,Samford,17,
228,229,5,"Sep 20, 2003",Sat,South Carolina,42,,Alabama-Birmingham,10,
229,230,5,"Sep 20, 2003",Sat,Stanford,18,@,Brigham Young,14,
230,231,5,"Sep 20, 2003",Sat,Syracuse,38,,Central Florida,14,
231,232,5,"Sep 20, 2003",Sat,Tennessee,24,@,Florida,10,
232,233,5,"Sep 20, 2003",Sat,Texas,48,@,Rice,7,"Houston, TX"
233,234,5,"Sep 20, 2003",Sat,Texas Christian,30,,Vanderbilt,14,
234,235,5,"Sep 20, 2003",Sat,Toledo,35,,Pittsburgh,31,
235,236,5,"Sep 20, 2003",Sat,Troy,28,,Southeastern Louisiana,0,
236,237,5,"Sep 20, 2003",Sat,Tulane,50,@,Army,33,
237,238,5,"Sep 20, 2003",Sat,Tulsa,54,,Arkansas State,7,
238,239,5,"Sep 20, 2003",Sat,Wake Forest,34,,East Carolina,16,
239,240,5,"Sep 20, 2003",Sat,Washington,45,,Idaho,14,
240,241,5,"Sep 20, 2003",Sat,Washington State,23,,New Mexico,13,
241,242,5,"Sep 20, 2003",Sat,Wisconsin,38,,North Carolina,27,
242,243,6,"Sep 25, 2003",Thu,Nebraska,38,@,Southern Mississippi,14,
243,244,6,"Sep 27, 2003",Sat,Air Force,24,@,Brigham Young,10,
244,245,6,"Sep 27, 2003",Sat,Akron,38,@,Buffalo,21,
245,246,6,"Sep 27, 2003",Sat,Arkansas,34,@,Alabama,31,
246,247,6,"Sep 27, 2003",Sat,Auburn,48,,Western Kentucky,3,
247,248,6,"Sep 27, 2003",Sat,Boise State,33,,Wyoming,17,
248,249,6,"Sep 27, 2003",Sat,Boston College,53,,Ball State,29,
249,250,6,"Sep 27, 2003",Sat,California,34,,Southern California,31,
250,251,6,"Sep 27, 2003",Sat,Florida,24,@,Kentucky,21,
251,252,6,"Sep 27, 2003",Sat,Florida State,56,@,Duke,7,
252,253,6,"Sep 27, 2003",Sat,Fresno State,42,,Portland State,16,
253,254,6,"Sep 27, 2003",Sat,Georgia Tech,24,@,Vanderbilt,17,
254,255,6,"Sep 27, 2003",Sat,Hawaii,41,,Rice,21,
255,256,6,"Sep 27, 2003",Sat,Kansas,35,,Missouri,14,
256,257,6,"Sep 27, 2003",Sat,Kent State,36,,Central Florida,16,
257,258,6,"Sep 27, 2003",Sat,Louisiana State,41,@,Mississippi State,6,
258,259,6,"Sep 27, 2003",Sat,Louisville,21,,Temple,12,
259,260,6,"Sep 27, 2003",Sat,Maryland,37,@,Eastern Michigan,13,
260,261,6,"Sep 27, 2003",Sat,Memphis,38,,Arkansas State,16,
261,262,6,"Sep 27, 2003",Sat,Miami (OH),42,,Cincinnati,37,
262,263,6,"Sep 27, 2003",Sat,Michigan,31,,Indiana,17,
263,264,6,"Sep 27, 2003",Sat,Michigan State,20,,Iowa,10,
264,265,6,"Sep 27, 2003",Sat,Minnesota,20,@,Penn State,14,
265,266,6,"Sep 27, 2003",Sat,Montana,41,,Idaho,28,
266,267,6,"Sep 27, 2003",Sat,Nevada,12,,Southern Methodist,9,
267,268,6,"Sep 27, 2003",Sat,New Mexico,24,,New Mexico State,17,
268,269,6,"Sep 27, 2003",Sat,North Carolina State,47,,North Carolina,34,
269,270,6,"Sep 27, 2003",Sat,North Texas,44,,Louisiana-Lafayette,23,
270,271,6,"Sep 27, 2003",Sat,Northern Illinois,24,,Iowa State,16,
271,272,6,"Sep 27, 2003",Sat,Ohio State,20,,Northwestern,0,
272,273,6,"Sep 27, 2003",Sat,Oregon State,45,,Arizona State,17,
273,274,6,"Sep 27, 2003",Sat,Pittsburgh,37,@,Texas A&M;,26,
274,275,6,"Sep 27, 2003",Sat,Purdue,23,,Notre Dame,10,
275,276,6,"Sep 27, 2003",Sat,Rutgers,48,,Navy,27,
276,277,6,"Sep 27, 2003",Sat,South Florida,28,@,Army,0,
277,278,6,"Sep 27, 2003",Sat,Syracuse,34,,Toledo,7,
278,279,6,"Sep 27, 2003",Sat,Tennessee,23,,South Carolina,20,
279,280,6,"Sep 27, 2003",Sat,Texas,63,,Tulane,18,
280,281,6,"Sep 27, 2003",Sat,Texas Christian,13,@,Arizona,10,
281,282,6,"Sep 27, 2003",Sat,Texas Tech,49,@,Mississippi,45,
282,283,6,"Sep 27, 2003",Sat,Texas-El Paso,59,,Sam Houston State,14,
283,284,6,"Sep 27, 2003",Sat,Troy,33,,Marshall,24,
284,285,6,"Sep 27, 2003",Sat,UCLA,20,,San Diego State,10,
285,286,6,"Sep 27, 2003",Sat,Utah,28,@,Colorado State,21,
286,287,6,"Sep 27, 2003",Sat,Utah State,28,,Louisiana-Monroe,10,
287,288,6,"Sep 27, 2003",Sat,Virginia,27,,Wake Forest,24,
288,289,6,"Sep 27, 2003",Sat,Virginia Tech,47,,Connecticut,13,
289,290,6,"Sep 27, 2003",Sat,Washington,28,,Stanford,17,
290,291,6,"Sep 27, 2003",Sat,Washington State,55,@,Oregon,16,
291,292,6,"Sep 27, 2003",Sat,Western Michigan,39,@,Ohio,32,
292,293,6,"Sep 27, 2003",Sat,Wisconsin,38,@,Illinois,20,
293,294,7,"Sep 30, 2003",Tue,Houston,27,@,East Carolina,13,
294,295,7,"Oct 2, 2003",Thu,Miami (FL),22,,West Virginia,20,
295,296,7,"Oct 3, 2003",Fri,Utah,17,,Oregon,13,
296,297,7,"Oct 4, 2003",Sat,Alabama-Birmingham,24,@,Memphis,10,
297,298,7,"Oct 4, 2003",Sat,Arkansas State,44,,Louisiana-Monroe,41,
298,299,7,"Oct 4, 2003",Sat,Auburn,28,,Tennessee,21,
299,300,7,"Oct 4, 2003",Sat,Ball State,34,@,Kent State,17,
300,301,7,"Oct 4, 2003",Sat,Baylor,42,,Colorado,30,
301,302,7,"Oct 4, 2003",Sat,Boise State,43,@,Louisiana Tech,37,
302,303,7,"Oct 4, 2003",Sat,Bowling Green State,23,,Central Michigan,3,
303,304,7,"Oct 4, 2003",Sat,Brigham Young,44,@,San Diego State,36,
304,305,7,"Oct 4, 2003",Sat,Central Florida,19,,Buffalo,10,
305,306,7,"Oct 4, 2003",Sat,Colorado State,34,,Fresno State,10,
306,307,7,"Oct 4, 2003",Sat,Connecticut,35,,Lehigh,17,
307,308,7,"Oct 4, 2003",Sat,Georgia,37,,Alabama,23,
308,309,7,"Oct 4, 2003",Sat,Georgia Tech,29,,North Carolina State,21,
309,310,7,"Oct 4, 2003",Sat,Idaho,35,@,New Mexico State,31,
310,311,7,"Oct 4, 2003",Sat,Iowa,30,,Michigan,27,
311,312,7,"Oct 4, 2003",Sat,Maryland,21,,Clemson,7,
312,313,7,"Oct 4, 2003",Sat,Miami (OH),45,,Akron,20,
313,314,7,"Oct 4, 2003",Sat,Michigan State,31,,Indiana,3,
314,315,7,"Oct 4, 2003",Sat,Minnesota,42,@,Northwestern,17,
315,316,7,"Oct 4, 2003",Sat,Mississippi,20,@,Florida,17,
316,317,7,"Oct 4, 2003",Sat,Mississippi State,30,,Vanderbilt,21,
317,318,7,"Oct 4, 2003",Sat,Navy,28,,Air Force,25,"Landover, MD"
318,319,7,"Oct 4, 2003",Sat,Nebraska,30,,Troy,0,
319,320,7,"Oct 4, 2003",Sat,Nevada-Las Vegas,16,@,Nevada,12,
320,321,7,"Oct 4, 2003",Sat,New Mexico,34,,Utah State,7,
321,322,7,"Oct 4, 2003",Sat,Northern Illinois,30,,Ohio,23,
322,323,7,"Oct 4, 2003",Sat,Oklahoma,53,@,Iowa State,7,
323,324,7,"Oct 4, 2003",Sat,Oklahoma State,56,,Louisiana-Lafayette,3,
324,325,7,"Oct 4, 2003",Sat,Oregon State,35,@,California,21,
325,326,7,"Oct 4, 2003",Sat,Purdue,43,,Illinois,10,
326,327,7,"Oct 4, 2003",Sat,Rice,28,,San Jose State,24,
327,328,7,"Oct 4, 2003",Sat,South Florida,31,,Louisville,28,
328,329,7,"Oct 4, 2003",Sat,Southern California,37,@,Arizona State,17,
329,330,7,"Oct 4, 2003",Sat,Southern Mississippi,22,@,Cincinnati,20,
330,331,7,"Oct 4, 2003",Sat,Temple,44,@,Middle Tennessee State,36,
331,332,7,"Oct 4, 2003",Sat,Texas,24,,Kansas State,20,
332,333,7,"Oct 4, 2003",Sat,Texas Christian,27,,Army,0,
333,334,7,"Oct 4, 2003",Sat,Texas Tech,59,,Texas A&M;,28,
334,335,7,"Oct 4, 2003",Sat,Texas-El Paso,21,@,Southern Methodist,19,
335,336,7,"Oct 4, 2003",Sat,Tulsa,27,,Hawaii,16,
336,337,7,"Oct 4, 2003",Sat,UCLA,46,,Washington,16,
337,338,7,"Oct 4, 2003",Sat,Virginia,38,@,North Carolina,13,
338,339,7,"Oct 4, 2003",Sat,Virginia Tech,48,@,Rutgers,22,
339,340,7,"Oct 4, 2003",Sat,Washington State,30,,Arizona,7,
340,341,7,"Oct 4, 2003",Sat,Western Michigan,31,@,Eastern Michigan,3,
341,342,7,"Oct 4, 2003",Sat,Wisconsin,30,@,Penn State,23,
342,343,8,"Oct 9, 2003",Thu,Colorado State,58,@,Brigham Young,13,
343,344,8,"Oct 9, 2003",Thu,South Carolina,27,,Kentucky,21,
344,345,8,"Oct 10, 2003",Fri,Michigan,38,@,Minnesota,35,
345,346,8,"Oct 10, 2003",Fri,Texas Christian,13,@,South Florida,10,
346,347,8,"Oct 11, 2003",Sat,Air Force,24,,Nevada-Las Vegas,7,
347,348,8,"Oct 11, 2003",Sat,Akron,45,,Cal Poly,14,
348,349,8,"Oct 11, 2003",Sat,Alabama,17,,Southern Mississippi,3,
