,Rank,Week,Date,Day,Winner,Winner_Pts,At,Loser,Loser_Pts,Notes
0,1,1,"Sep 1, 1979",Sat,Arizona,33,,Colorado State,17,
1,2,1,"Sep 1, 1979",Sat,East Carolina,31,,Western Carolina,6,
2,3,1,"Sep 1, 1979",Sat,Eastern Michigan,21,,Northern Michigan,7,
3,4,1,"Sep 1, 1979",Sat,Indiana State,19,,Drake,12,
4,5,1,"Sep 1, 1979",Sat,Louisiana-Lafayette,17,,Louisiana-Monroe,13,
5,6,1,"Sep 1, 1979",Sat,McNeese State,6,@,Tulsa,3,
6,7,1,"Sep 1, 1979",Sat,New Mexico,34,,Louisiana Tech,0,
7,8,1,"Sep 1, 1979",Sat,New Mexico State,23,,Wichita State,13,
8,9,1,"Sep 1, 1979",Sat,North Texas,35,,Texas-El Paso,0,
9,10,1,"Sep 1, 1979",Sat,Utah,34,,Long Beach State,10,
10,11,1,"Sep 1, 1979",Sat,West Texas A&M;,14,,Southern Illinois,0,
11,12,2,"Sep 8, 1979",Sat,Alabama,30,@,Georgia Tech,6,
12,13,2,"Sep 8, 1979",Sat,Arizona,22,@,Washington State,7,"Spokane, WA"
13,14,2,"Sep 8, 1979",Sat,Arkansas State,24,,Texas A&M-Commerce;,14,
14,15,2,"Sep 8, 1979",Sat,Baylor,20,,Lamar,7,
15,16,2,"Sep 8, 1979",Sat,Bowling Green State,32,,Eastern Michigan,6,
16,17,2,"Sep 8, 1979",Sat,Brigham Young,18,@,Texas A&M;,17,"Houston, TX"
17,18,2,"Sep 8, 1979",Sat,California,17,@,Arizona State,9,
18,19,2,"Sep 8, 1979",Sat,Central Michigan,10,,Western Michigan,0,
19,20,2,"Sep 8, 1979",Sat,Chattanooga,41,,Western Kentucky,28,
20,21,2,"Sep 8, 1979",Sat,Clemson,21,,Furman,0,
21,22,2,"Sep 8, 1979",Sat,Drake,14,,New Mexico State,13,
22,23,2,"Sep 8, 1979",Sat,East Tennessee State,31,,James Madison,0,
23,24,2,"Sep 8, 1979",Sat,Eastern Kentucky,17,@,Kent State,14,
24,25,2,"Sep 8, 1979",Sat,Florida State,17,,Southern Mississippi,14,
25,26,2,"Sep 8, 1979",Sat,Fresno State,30,,Idaho,10,
26,27,2,"Sep 8, 1979",Sat,Houston,24,@,UCLA,16,
27,28,2,"Sep 8, 1979",Sat,Indiana,30,@,Iowa,26,
28,29,2,"Sep 8, 1979",Sat,Indiana State,28,@,Wichita State,9,
29,30,2,"Sep 8, 1979",Sat,Marshall,31,,Toledo,14,
30,31,2,"Sep 8, 1979",Sat,Maryland,24,,Villanova,20,
31,32,2,"Sep 8, 1979",Sat,McNeese State,10,,Southeastern Louisiana,3,
32,33,2,"Sep 8, 1979",Sat,Memphis,14,@,Mississippi State,13,"Jackson, MS"
33,34,2,"Sep 8, 1979",Sat,Miami (OH),27,,Ball State,3,
