,Rank,Week,Date,Day,Winner,Winner_Pts,At,Loser,Loser_Pts,Notes
0,1,1,"Aug 27, 1984",Mon,Miami (FL),20,,Auburn,18,"Kick-off Classic (East Rutherford, NJ)"
1,2,2,"Sep 1, 1984",Sat,Air Force,34,,San Diego State,16,
2,3,2,"Sep 1, 1984",Sat,Boston College,44,,Western Carolina,24,
3,4,2,"Sep 1, 1984",Sat,Brigham Young,20,@,Pittsburgh,14,
4,5,2,"Sep 1, 1984",Sat,Cal State Fullerton,27,@,Boise State,25,
5,6,2,"Sep 1, 1984",Sat,Central Michigan,45,,Northern Michigan,22,
6,7,2,"Sep 1, 1984",Sat,Chattanooga,9,,Louisiana-Lafayette,7,
7,8,2,"Sep 1, 1984",Sat,Clemson,40,,Appalachian State,7,
8,9,2,"Sep 1, 1984",Sat,Florida State,48,,East Carolina,17,
9,10,2,"Sep 1, 1984",Sat,Fresno State,27,@,Arizona,22,
10,11,2,"Sep 1, 1984",Sat,Illinois,24,,Northwestern,16,
11,12,2,"Sep 1, 1984",Sat,Illinois State,54,,Lincoln,0,
12,13,2,"Sep 1, 1984",Sat,Indiana State,42,,Wayne State,6,
13,14,2,"Sep 1, 1984",Sat,Kent State,24,,Akron,17,
14,15,2,"Sep 1, 1984",Sat,Massachusetts,26,,Ball State,10,
15,16,2,"Sep 1, 1984",Sat,Memphis,17,,Arkansas State,2,
16,17,2,"Sep 1, 1984",Sat,Miami (FL),32,,Florida,20,"Tampa, FL"
17,18,2,"Sep 1, 1984",Sat,Mississippi State,30,@,Tulane,3,
18,19,2,"Sep 1, 1984",Sat,Missouri State,17,@,Drake,12,
19,20,2,"Sep 1, 1984",Sat,Murray State,26,@,Louisville,23,
20,21,2,"Sep 1, 1984",Sat,Northern Illinois,40,,West Texas A&M;,33,
21,22,2,"Sep 1, 1984",Sat,San Jose State,14,,New Mexico State,0,
22,23,2,"Sep 1, 1984",Sat,Tennessee,34,,Washington State,27,
23,24,2,"Sep 1, 1984",Sat,Texas A&M;,20,,Texas-El Paso,17,
24,25,2,"Sep 1, 1984",Sat,Texas State,38,@,Wichita State,31,
25,26,2,"Sep 1, 1984",Sat,Tulsa,23,,Southern Illinois,10,
26,27,2,"Sep 1, 1984",Sat,Utah,52,,Weber State,16,
27,28,2,"Sep 1, 1984",Sat,West Virginia,38,,Ohio,0,
28,29,2,"Sep 1, 1984",Sat,Wyoming,31,,South Dakota,13,
29,30,2,"Sep 1, 1984",Sat,Youngstown State,31,,Eastern Michigan,7,
30,31,3,"Sep 8, 1984",Sat,Air Force,75,,Northern Colorado,7,
31,32,3,"Sep 8, 1984",Sat,Arizona,23,,California,13,
