,Rank,Week,Date,Day,Winner,Winner_Pts,At,Loser,Loser_Pts,Notes
0,1,1,"Sep 10, 1971",Fri,Alabama,17,@,Southern California,10,
1,2,1,"Sep 10, 1971",Fri,Brigham Young,41,@,North Texas,13,"Dallas, TX"
2,3,1,"Sep 11, 1971",Sat,Appalachian State,0,,Furman,0,
3,4,1,"Sep 11, 1971",Sat,Arkansas,51,,California,20,"Little Rock, AR"
4,5,1,"Sep 11, 1971",Sat,Boise State,42,@,Idaho,14,
5,6,1,"Sep 11, 1971",Sat,Colorado,31,@,Louisiana State,21,
6,7,1,"Sep 11, 1971",Sat,Dayton,16,,Cincinnati,3,
7,8,1,"Sep 11, 1971",Sat,Duke,12,@,Florida,6,"Tampa, FL"
8,9,1,"Sep 11, 1971",Sat,Florida State,24,,Southern Mississippi,9,"Mobile, AL"
9,10,1,"Sep 11, 1971",Sat,Georgia,56,,Oregon State,25,
10,11,1,"Sep 11, 1971",Sat,Hayward State,18,,Fresno State,14,
11,12,1,"Sep 11, 1971",Sat,Houston,23,@,Rice,21,
12,13,1,"Sep 11, 1971",Sat,Kansas,34,,Washington State,0,
13,14,1,"Sep 11, 1971",Sat,Kent State,23,@,North Carolina State,21,
14,15,1,"Sep 11, 1971",Sat,Kentucky,13,@,Clemson,10,
15,16,1,"Sep 11, 1971",Sat,Louisiana Tech,28,,Tampa,20,
16,17,1,"Sep 11, 1971",Sat,Memphis,30,,West Texas A&M;,0,
17,18,1,"Sep 11, 1971",Sat,Miami (OH),17,@,Pacific,10,
18,19,1,"Sep 11, 1971",Sat,Michigan,21,@,Northwestern,6,
19,20,1,"Sep 11, 1971",Sat,Michigan State,10,,Illinois,0,
20,21,1,"Sep 11, 1971",Sat,Minnesota,28,,Indiana,0,
21,22,1,"Sep 11, 1971",Sat,Mississippi,29,,Long Beach State,13,"Jackson, MS"
22,23,1,"Sep 11, 1971",Sat,Navy,10,@,Virginia,6,
23,24,1,"Sep 11, 1971",Sat,Nebraska,34,,Oregon,7,
24,25,1,"Sep 11, 1971",Sat,New Mexico State,7,,Drake,3,
25,26,1,"Sep 11, 1971",Sat,North Carolina,28,@,Richmond,0,
26,27,1,"Sep 11, 1971",Sat,Ohio State,52,,Iowa,21,
27,28,1,"Sep 11, 1971",Sat,Oklahoma State,26,,Mississippi State,7,
28,29,1,"Sep 11, 1971",Sat,Pittsburgh,29,@,UCLA,25,
29,30,1,"Sep 11, 1971",Sat,South Carolina,24,,Georgia Tech,7,
30,31,1,"Sep 11, 1971",Sat,Stanford,19,@,Missouri,0,
31,32,1,"Sep 11, 1971",Sat,Texas A&M;,41,,Wichita State,7,
32,33,1,"Sep 11, 1971",Sat,Texas-El Paso,38,,Texas-Arlington,9,
33,34,1,"Sep 11, 1971",Sat,Toledo,45,@,East Carolina,0,
34,35,1,"Sep 11, 1971",Sat,Tulane,15,,Texas Tech,9,
35,36,1,"Sep 11, 1971",Sat,Utah State,10,@,Kansas State,7,
36,37,1,"Sep 11, 1971",Sat,Vanderbilt,20,,Chattanooga,19,
37,38,1,"Sep 11, 1971",Sat,Villanova,28,@,Maryland,13,
38,39,1,"Sep 11, 1971",Sat,Wake Forest,27,,Davidson,7,
39,40,1,"Sep 11, 1971",Sat,Washington,65,,California-Santa Barbara,7,
40,41,1,"Sep 11, 1971",Sat,West Virginia,45,,Boston College,14,
41,42,1,"Sep 11, 1971",Sat,Western Michigan,35,,Illinois State,7,
42,43,1,"Sep 11, 1971",Sat,William & Mary,35,@,Citadel,28,
43,44,1,"Sep 11, 1971",Sat,Wisconsin,31,,Northern Illinois,0,
44,45,1,"Sep 11, 1971",Sat,Wyoming,42,,South Dakota,28,
45,46,2,"Sep 18, 1971",Sat,Air Force,7,,Missouri,6,
46,47,2,"Sep 18, 1971",Sat,Alabama,42,,Southern Mississippi,6,
47,48,2,"Sep 18, 1971",Sat,Arizona,39,@,Washington State,28,"Spokane, WA"
48,49,2,"Sep 18, 1971",Sat,Arizona State,18,,Houston,17,
49,50,2,"Sep 18, 1971",Sat,Arkansas,31,,Oklahoma State,10,"Little Rock, AR"
50,51,2,"Sep 18, 1971",Sat,Arkansas State,16,@,Wichita State,14,
51,52,2,"Sep 18, 1971",Sat,Auburn,60,,Chattanooga,7,
52,53,2,"Sep 18, 1971",Sat,Boston College,17,@,Temple,3,
53,54,2,"Sep 18, 1971",Sat,Bowling Green State,20,@,Ohio,19,
54,55,2,"Sep 18, 1971",Sat,Brigham Young,54,,Colorado State,14,
55,56,2,"Sep 18, 1971",Sat,California,20,,West Virginia,10,
56,57,2,"Sep 18, 1971",Sat,Cincinnati,42,,Kent State,20,
57,58,2,"Sep 18, 1971",Sat,Citadel,38,@,Bucknell,35,
58,59,2,"Sep 18, 1971",Sat,Colgate,27,,Boston University,21,
59,60,2,"Sep 18, 1971",Sat,Colorado,56,,Wyoming,13,
60,61,2,"Sep 18, 1971",Sat,Drake,34,,Abilene Christian,17,
61,62,2,"Sep 18, 1971",Sat,Duke,28,,South Carolina,12,
62,63,2,"Sep 18, 1971",Sat,Florida State,20,@,Miami (FL),17,
63,64,2,"Sep 18, 1971",Sat,Fresno State,14,,San Jose State,7,
64,65,2,"Sep 18, 1971",Sat,Georgia,17,,Tulane,7,
65,66,2,"Sep 18, 1971",Sat,Georgia Tech,10,,Michigan State,0,
66,67,2,"Sep 18, 1971",Sat,Indiana,26,,Kentucky,8,
67,68,2,"Sep 18, 1971",Sat,Iowa State,24,,Idaho,7,
68,69,2,"Sep 18, 1971",Sat,Kansas,22,,Baylor,0,
69,70,2,"Sep 18, 1971",Sat,Kansas State,19,@,Tulsa,10,
70,71,2,"Sep 18, 1971",Sat,Lafayette,13,,Rutgers,7,
71,72,2,"Sep 18, 1971",Sat,Louisiana State,37,,Texas A&M;,0,
72,73,2,"Sep 18, 1971",Sat,Louisville,0,,Vanderbilt,0,
73,74,2,"Sep 18, 1971",Sat,Maryland,35,,North Carolina State,7,
74,75,2,"Sep 18, 1971",Sat,Miami (OH),17,@,Xavier,7,
75,76,2,"Sep 18, 1971",Sat,Michigan,56,,Virginia,0,
76,77,2,"Sep 18, 1971",Sat,Mississippi,49,@,Memphis,21,
77,78,2,"Sep 18, 1971",Sat,Mississippi State,13,,Florida,10,"Jackson, MS"
78,79,2,"Sep 18, 1971",Sat,Morehead State,29,,Marshall,6,
