,Rank,Week,Date,Day,Winner,Winner_Pts,At,Loser,Loser_Pts,Notes
0,1,1,"Sep 14, 1957",Sat,Furman,13,,East Tennessee State,7,
1,2,1,"Sep 14, 1957",Sat,Richmond,40,,East Carolina,7,"Portsmouth, VA"
2,3,1,"Sep 14, 1957",Sat,Utah State,26,,Hawaii,12,
3,4,1,"Sep 14, 1957",Sat,West Texas A&M;,20,,McMurry,7,
4,5,2,"Sep 20, 1957",Fri,Davidson,26,,Catawba College,7,"Charlotte, NC"
5,6,2,"Sep 20, 1957",Fri,UCLA,47,,Air Force,0,
6,7,2,"Sep 20, 1957",Fri,Virginia Tech,14,@,Tulane,13,
7,8,2,"Sep 21, 1957",Sat,Arizona State,28,@,Wichita State,0,
8,9,2,"Sep 21, 1957",Sat,Arkansas,12,,Oklahoma State,0,"Little Rock, AR"
9,10,2,"Sep 21, 1957",Sat,Baylor,7,,Villanova,0,
10,11,2,"Sep 21, 1957",Sat,Brigham Young,14,,Arizona,14,
11,12,2,"Sep 21, 1957",Sat,Clemson,66,,Presbyterian,0,
12,13,2,"Sep 21, 1957",Sat,Colorado,6,,Washington,6,
13,14,2,"Sep 21, 1957",Sat,Dayton,13,,Cincinnati,13,
14,15,2,"Sep 21, 1957",Sat,Detroit Mercy,14,,Marquette,0,
15,16,2,"Sep 21, 1957",Sat,Drake,34,,Northern Iowa,12,
16,17,2,"Sep 21, 1957",Sat,Duke,26,@,South Carolina,14,
17,18,2,"Sep 21, 1957",Sat,Florida State,27,,Furman,7,
18,19,2,"Sep 21, 1957",Sat,George Washington,7,@,William & Mary,0,
19,20,2,"Sep 21, 1957",Sat,Georgia Tech,13,,Kentucky,0,
20,21,2,"Sep 21, 1957",Sat,Hardin-Simmons,14,@,Tulsa,0,
21,22,2,"Sep 21, 1957",Sat,Houston,7,,Miami (FL),0,
22,23,2,"Sep 21, 1957",Sat,Iowa State,10,,Denver,0,
23,24,2,"Sep 21, 1957",Sat,Kansas,13,,Texas Christian,13,
24,25,2,"Sep 21, 1957",Sat,Mississippi,44,@,Trinity (Texas),0,
25,26,2,"Sep 21, 1957",Sat,Missouri,7,,Vanderbilt,7,
26,27,2,"Sep 21, 1957",Sat,Navy,46,@,Boston College,6,
27,28,2,"Sep 21, 1957",Sat,New Mexico,25,,New Mexico State,7,
28,29,2,"Sep 21, 1957",Sat,Newberry,0,,Citadel,0,
29,30,2,"Sep 21, 1957",Sat,North Carolina State,7,@,North Carolina,0,
30,31,2,"Sep 21, 1957",Sat,Oklahoma,26,@,Pittsburgh,0,
31,32,2,"Sep 21, 1957",Sat,Oregon,9,@,Idaho,6,
32,33,2,"Sep 21, 1957",Sat,Oregon State,20,,Southern California,0,"Portland, OR"
33,34,2,"Sep 21, 1957",Sat,Pacific,32,@,San Diego State,6,
34,35,2,"Sep 21, 1957",Sat,Rice,20,@,Louisiana State,14,
35,36,2,"Sep 21, 1957",Sat,Richmond,40,,Randolph-Macon,0,
36,37,2,"Sep 21, 1957",Sat,Southern Methodist,13,@,California,6,
37,38,2,"Sep 21, 1957",Sat,Stanford,46,,San Jose State,7,
38,39,2,"Sep 21, 1957",Sat,Texas,26,@,Georgia,7,"Atlanta, GA"
39,40,2,"Sep 21, 1957",Sat,Texas A&M;,21,,Maryland,13,"Dallas, TX"
40,41,2,"Sep 21, 1957",Sat,Texas-El Paso,14,,North Texas,13,
41,42,2,"Sep 21, 1957",Sat,Utah,32,,Montana,13,
42,43,2,"Sep 21, 1957",Sat,Virginia,6,,West Virginia,6,
43,44,2,"Sep 21, 1957",Sat,Virginia Military Institute,7,@,Tampa,0,
44,45,2,"Sep 21, 1957",Sat,Washington State,34,@,Nebraska,12,
45,46,2,"Sep 21, 1957",Sat,West Texas A&M;,19,@,Texas Tech,0,
46,47,2,"Sep 21, 1957",Sat,Wyoming,12,,Kansas State,7,
47,48,3,"Sep 27, 1957",Fri,Citadel,13,@,George Washington,6,
48,49,3,"Sep 27, 1957",Fri,San Jose State,27,@,Denver,20,
49,50,3,"Sep 27, 1957",Fri,UCLA,16,,Illinois,6,
50,51,3,"Sep 28, 1957",Sat,Air Force,40,,Occidental,6,
51,52,3,"Sep 28, 1957",Sat,Arizona State,19,,Idaho,7,
52,53,3,"Sep 28, 1957",Sat,Arkansas,41,,Tulsa,14,
53,54,3,"Sep 28, 1957",Sat,Army,42,,Nebraska,0,
54,55,3,"Sep 28, 1957",Sat,Auburn,7,@,Tennessee,0,
55,56,3,"Sep 28, 1957",Sat,Baylor,14,,Houston,6,
56,57,3,"Sep 28, 1957",Sat,Boston College,20,,Florida State,7,
57,58,3,"Sep 28, 1957",Sat,Boston University,66,,Massachusetts,6,
58,59,3,"Sep 28, 1957",Sat,Cal Poly,10,@,New Mexico State,8,
