,Rank,Week,Date,Day,Winner,Winner_Pts,At,Loser,Loser_Pts,Notes
0,1,1,"Sep 10, 1966",Sat,Baylor,35,,Syracuse,12,
1,2,1,"Sep 10, 1966",Sat,New Mexico State,35,,Howard Payne,7,
2,3,2,"Sep 17, 1966",Sat,Arizona State,30,,Texas-El Paso,26,
3,4,2,"Sep 17, 1966",Sat,Arkansas,14,,Oklahoma State,10,"Little Rock, AR"
4,5,2,"Sep 17, 1966",Sat,Army,21,,Kansas State,6,
5,6,2,"Sep 17, 1966",Sat,Auburn,20,,Chattanooga,6,
6,7,2,"Sep 17, 1966",Sat,Buffalo,27,@,Kent State,23,
7,8,2,"Sep 17, 1966",Sat,California,21,@,Washington State,6,"Spokane, WA"
8,9,2,"Sep 17, 1966",Sat,Colgate,34,,Boston University,0,
9,10,2,"Sep 17, 1966",Sat,Davidson,13,,George Washington,9,
10,11,2,"Sep 17, 1966",Sat,Dayton,23,,Richmond,0,
11,12,2,"Sep 17, 1966",Sat,Duke,34,,West Virginia,15,
12,13,2,"Sep 17, 1966",Sat,East Carolina,7,,William & Mary,7,
13,14,2,"Sep 17, 1966",Sat,Florida,43,,Northwestern,7,
14,15,2,"Sep 17, 1966",Sat,Georgia,20,@,Mississippi State,17,"Jackson, MS"
15,16,2,"Sep 17, 1966",Sat,Georgia Tech,38,,Texas A&M;,3,
16,17,2,"Sep 17, 1966",Sat,Houston,21,@,Florida State,13,
17,18,2,"Sep 17, 1966",Sat,Iowa,31,,Arizona,20,
18,19,2,"Sep 17, 1966",Sat,Kentucky,10,,North Carolina,0,
19,20,2,"Sep 17, 1966",Sat,Louisiana State,28,,South Carolina,12,
20,21,2,"Sep 17, 1966",Sat,Marshall,27,,Morehead State,20,
21,22,2,"Sep 17, 1966",Sat,Miami (FL),24,@,Colorado,3,
22,23,2,"Sep 17, 1966",Sat,Miami (OH),20,@,Indiana,10,
23,24,2,"Sep 17, 1966",Sat,Michigan,41,,Oregon State,0,
24,25,2,"Sep 17, 1966",Sat,Michigan State,28,,North Carolina State,10,
25,26,2,"Sep 17, 1966",Sat,Mississippi,13,@,Memphis,0,
26,27,2,"Sep 17, 1966",Sat,Missouri,24,,Minnesota,0,
27,28,2,"Sep 17, 1966",Sat,Navy,27,,Boston College,7,
28,29,2,"Sep 17, 1966",Sat,Nebraska,14,,Texas Christian,10,
29,30,2,"Sep 17, 1966",Sat,New Mexico,17,,Utah State,8,
30,31,2,"Sep 17, 1966",Sat,North Texas,25,,New Mexico State,21,
31,32,2,"Sep 17, 1966",Sat,Oklahoma,17,,Oregon,0,
32,33,2,"Sep 17, 1966",Sat,Pacific,30,,Cal State Los Angeles,7,
33,34,2,"Sep 17, 1966",Sat,Parsons,20,@,Furman,6,
34,35,2,"Sep 17, 1966",Sat,Penn State,15,,Maryland,7,
35,36,2,"Sep 17, 1966",Sat,Purdue,42,,Ohio,3,
36,37,2,"Sep 17, 1966",Sat,Southern California,10,@,Texas,6,
37,38,2,"Sep 17, 1966",Sat,Southern Illinois,17,,Wichita State,7,
38,39,2,"Sep 17, 1966",Sat,Southern Methodist,26,,Illinois,7,
39,40,2,"Sep 17, 1966",Sat,Southern Mississippi,14,,Louisiana Tech,0,
40,41,2,"Sep 17, 1966",Sat,Stanford,25,,San Jose State,21,
41,42,2,"Sep 17, 1966",Sat,Texas Tech,23,@,Kansas,7,
42,43,2,"Sep 17, 1966",Sat,Toledo,9,,Xavier,0,
43,44,2,"Sep 17, 1966",Sat,Tulane,13,,Virginia Tech,0,
44,45,2,"Sep 17, 1966",Sat,Tulsa,57,,Tampa,11,
45,46,2,"Sep 17, 1966",Sat,UCLA,57,,Pittsburgh,14,
46,47,2,"Sep 17, 1966",Sat,Vanderbilt,24,,Citadel,0,
47,48,2,"Sep 17, 1966",Sat,Virginia,24,,Wake Forest,10,
48,49,2,"Sep 17, 1966",Sat,Virginia Military Institute,14,@,Villanova,13,
49,50,2,"Sep 17, 1966",Sat,Washington,19,,Idaho,7,
50,51,2,"Sep 17, 1966",Sat,West Texas A&M;,38,,Texas-Arlington,6,
51,52,2,"Sep 17, 1966",Sat,Western Michigan,16,,Lamar,14,
52,53,2,"Sep 17, 1966",Sat,Wisconsin,20,,Iowa State,10,
53,54,2,"Sep 17, 1966",Sat,Wyoming,13,@,Air Force,0,
54,55,3,"Sep 23, 1966",Fri,Houston,21,,Washington State,7,
55,56,3,"Sep 24, 1966",Sat,Air Force,10,@,Washington,0,
56,57,3,"Sep 24, 1966",Sat,Alabama,34,,Louisiana Tech,0,"Birmingham, AL"
57,58,3,"Sep 24, 1966",Sat,Arkansas,27,,Tulsa,8,
58,59,3,"Sep 24, 1966",Sat,Army,14,,Holy Cross,0,
59,60,3,"Sep 24, 1966",Sat,Brigham Young,19,@,San Jose State,9,
60,61,3,"Sep 24, 1966",Sat,Brown,40,,Rhode Island,27,
61,62,3,"Sep 24, 1966",Sat,Citadel,24,,Richmond,6,
62,63,3,"Sep 24, 1966",Sat,Clemson,40,,Virginia,35,
63,64,3,"Sep 24, 1966",Sat,Colgate,38,@,Columbia,0,
64,65,3,"Sep 24, 1966",Sat,Colorado,13,@,Baylor,7,
65,66,3,"Sep 24, 1966",Sat,Colorado State,45,@,South Dakota State,14,
66,67,3,"Sep 24, 1966",Sat,Cornell,28,@,Buffalo,21,
67,68,3,"Sep 24, 1966",Sat,Dartmouth,17,,Massachusetts,7,
68,69,3,"Sep 24, 1966",Sat,Dayton,23,@,Cincinnati,7,
69,70,3,"Sep 24, 1966",Sat,Duke,14,@,Pittsburgh,7,
70,71,3,"Sep 24, 1966",Sat,Eastern Kentucky,26,@,Marshall,6,
71,72,3,"Sep 24, 1966",Sat,Florida,28,,Mississippi State,7,
72,73,3,"Sep 24, 1966",Sat,Florida State,23,@,Miami (FL),20,
73,74,3,"Sep 24, 1966",Sat,Furman,28,,Davidson,26,"Charlotte, NC"
74,75,3,"Sep 24, 1966",Sat,Georgia,43,@,Virginia Military Institute,7,"Roanoke, VA"
75,76,3,"Sep 24, 1966",Sat,Georgia Tech,42,,Vanderbilt,0,
76,77,3,"Sep 24, 1966",Sat,Harvard,30,,Lafayette,7,
77,78,3,"Sep 24, 1966",Sat,Indiana,26,@,Northwestern,14,
78,79,3,"Sep 24, 1966",Sat,Kansas,35,@,Arizona,13,
79,80,3,"Sep 24, 1966",Sat,Kent State,26,@,Northern Illinois,7,
80,81,3,"Sep 24, 1966",Sat,Louisiana-Monroe,21,@,East Carolina,14,
81,82,3,"Sep 24, 1966",Sat,Louisville,16,@,Southern Illinois,7,
82,83,3,"Sep 24, 1966",Sat,Maryland,34,,Wake Forest,7,
83,84,3,"Sep 24, 1966",Sat,Memphis,16,@,South Carolina,7,
84,85,3,"Sep 24, 1966",Sat,Miami (OH),27,@,Xavier,3,
85,86,3,"Sep 24, 1966",Sat,Michigan,17,@,California,7,
86,87,3,"Sep 24, 1966",Sat,Michigan State,42,,Penn State,8,
87,88,3,"Sep 24, 1966",Sat,Minnesota,35,,Stanford,21,
88,89,3,"Sep 24, 1966",Sat,Mississippi,17,,Kentucky,0,"Jackson, MS"
89,90,3,"Sep 24, 1966",Sat,Missouri,21,@,Illinois,14,
90,91,3,"Sep 24, 1966",Sat,Montana State,24,,Idaho,10,
91,92,3,"Sep 24, 1966",Sat,Nebraska,28,,Utah State,7,
92,93,3,"Sep 24, 1966",Sat,New Mexico,28,@,Kansas State,8,
93,94,3,"Sep 24, 1966",Sat,New Mexico State,23,,Texas-Arlington,10,
94,95,3,"Sep 24, 1966",Sat,North Carolina,10,,North Carolina State,7,
95,96,3,"Sep 24, 1966",Sat,North Texas,12,,Texas-El Paso,9,
96,97,3,"Sep 24, 1966",Sat,Notre Dame,26,,Purdue,14,
97,98,3,"Sep 24, 1966",Sat,Ohio,23,@,Boston College,14,
98,99,3,"Sep 24, 1966",Sat,Ohio State,14,,Texas Christian,7,
99,100,3,"Sep 24, 1966",Sat,Oklahoma,33,@,Iowa State,11,
100,101,3,"Sep 24, 1966",Sat,Oregon State,17,@,Iowa,3,
101,102,3,"Sep 24, 1966",Sat,Pennsylvania,38,,Lehigh,28,
102,103,3,"Sep 24, 1966",Sat,Princeton,16,,Rutgers,12,
103,104,3,"Sep 24, 1966",Sat,Rice,17,,Louisiana State,15,
104,105,3,"Sep 24, 1966",Sat,Southern California,38,,Wisconsin,3,
105,106,3,"Sep 24, 1966",Sat,Southern Methodist,21,,Navy,3,
106,107,3,"Sep 24, 1966",Sat,Southern Mississippi,15,@,Southeastern Louisiana,13,
107,108,3,"Sep 24, 1966",Sat,Tampa,20,,Bowling Green State,13,
108,109,3,"Sep 24, 1966",Sat,Tennessee,28,@,Auburn,0,"Birmingham, AL"
109,110,3,"Sep 24, 1966",Sat,Texas,31,@,Texas Tech,21,
110,111,3,"Sep 24, 1966",Sat,Tulane,21,,Texas A&M;,13,
111,112,3,"Sep 24, 1966",Sat,UCLA,31,@,Syracuse,12,
112,113,3,"Sep 24, 1966",Sat,Utah,17,@,Oregon,14,
113,114,3,"Sep 24, 1966",Sat,Villanova,20,,Toledo,11,
114,115,3,"Sep 24, 1966",Sat,Virginia Tech,49,,George Washington,0,
115,116,3,"Sep 24, 1966",Sat,West Texas A&M;,49,@,Pacific,7,
116,117,3,"Sep 24, 1966",Sat,West Virginia,24,,William & Mary,13,
117,118,3,"Sep 24, 1966",Sat,Western Michigan,31,,Central Michigan,14,
118,119,3,"Sep 24, 1966",Sat,Wyoming,23,,Arizona State,6,
119,120,3,"Sep 24, 1966",Sat,Yale,16,,Connecticut,0,
120,121,4,"Sep 30, 1966",Fri,Brigham Young,27,,Colorado State,24,
121,122,4,"Oct 1, 1966",Sat,Air Force,15,,Navy,7,
122,123,4,"Oct 1, 1966",Sat,Alabama,17,@,Mississippi,7,"Jackson, MS"
123,124,4,"Oct 1, 1966",Sat,Arkansas,21,@,Texas Christian,0,
124,125,4,"Oct 1, 1966",Sat,Army,11,,Penn State,0,
