,Rank,Week,Date,Day,Winner,Winner_Pts,At,Loser,Loser_Pts,Notes
34,35,1,"Sep 2, 2006",Sat,Maryland,27,,William & Mary,14,
35,36,1,"Sep 2, 2006",Sat,Michigan,27,,Vanderbilt,7,
36,37,1,"Sep 2, 2006",Sat,Michigan State,27,,Idaho,17,
37,38,1,"Sep 2, 2006",Sat,Missouri,47,,Murray State,7,
38,39,1,"Sep 2, 2006",Sat,Montana State,19,@,Colorado,10,
39,40,1,"Sep 2, 2006",Sat,Navy,28,,East Carolina,23,
40,41,1,"Sep 2, 2006",Sat,Nebraska,49,,Louisiana Tech,10,
41,42,1,"Sep 2, 2006",Sat,Nevada-Las Vegas,54,,Idaho State,10,
42,43,1,"Sep 2, 2006",Sat,North Carolina State,23,,Appalachian State,10,
43,44,1,"Sep 2, 2006",Sat,Notre Dame,14,@,Georgia Tech,10,
44,45,1,"Sep 2, 2006",Sat,Ohio,29,,Tennessee-Martin,3,
45,46,1,"Sep 2, 2006",Sat,Ohio State,35,,Northern Illinois,12,
46,47,1,"Sep 2, 2006",Sat,Oklahoma,24,,Alabama-Birmingham,17,
47,48,1,"Sep 2, 2006",Sat,Oklahoma State,52,,Missouri State,10,
48,49,1,"Sep 2, 2006",Sat,Oregon,48,,Stanford,10,
49,50,1,"Sep 2, 2006",Sat,Penn State,34,,Akron,16,
50,51,1,"Sep 2, 2006",Sat,Pittsburgh,38,,Virginia,13,
51,52,1,"Sep 2, 2006",Sat,Portland State,17,@,New Mexico,6,
52,53,1,"Sep 2, 2006",Sat,Purdue,60,,Indiana State,35,
53,54,1,"Sep 2, 2006",Sat,Richmond,13,@,Duke,0,
54,55,1,"Sep 2, 2006",Sat,Rutgers,21,@,North Carolina,16,
55,56,1,"Sep 2, 2006",Sat,South Florida,41,,McNeese State,10,
56,57,1,"Sep 2, 2006",Sat,Southern California,50,@,Arkansas,14,
57,58,1,"Sep 2, 2006",Sat,Tennessee,35,,California,18,
58,59,1,"Sep 2, 2006",Sat,Texas,56,,North Texas,7,
59,60,1,"Sep 2, 2006",Sat,Texas A&M;,35,,Citadel,3,
60,61,1,"Sep 2, 2006",Sat,Texas Tech,35,,Southern Methodist,3,
61,62,1,"Sep 2, 2006",Sat,Troy,38,,Alabama State,0,
62,63,1,"Sep 2, 2006",Sat,UCLA,31,,Utah,10,
63,64,1,"Sep 2, 2006",Sat,Virginia Tech,38,,Northeastern,0,
64,65,1,"Sep 2, 2006",Sat,Wake Forest,20,,Syracuse,10,
65,66,1,"Sep 2, 2006",Sat,Washington,35,,San Jose State,29,
66,67,1,"Sep 2, 2006",Sat,West Virginia,42,,Marshall,10,
67,68,1,"Sep 2, 2006",Sat,Wisconsin,35,@,Bowling Green State,14,"Cleveland, OH"
68,69,1,"Sep 2, 2006",Sat,Wyoming,38,,Utah State,7,
69,70,1,"Sep 3, 2006",Sun,Louisville,59,,Kentucky,28,
70,71,1,"Sep 3, 2006",Sun,Mississippi,28,,Memphis,25,
71,72,1,"Sep 3, 2006",Sun,Texas Christian,17,@,Baylor,7,
72,73,1,"Sep 4, 2006",Mon,Florida State,13,@,Miami (FL),10,
73,74,2,"Sep 7, 2006",Thu,Boise State,42,,Oregon State,14,
74,75,2,"Sep 8, 2006",Fri,Pittsburgh,33,@,Cincinnati,15,
75,76,2,"Sep 9, 2006",Sat,Akron,20,@,North Carolina State,17,
76,77,2,"Sep 9, 2006",Sat,Alabama,13,,Vanderbilt,10,
77,78,2,"Sep 9, 2006",Sat,Alabama-Birmingham,17,,East Carolina,12,
78,79,2,"Sep 9, 2006",Sat,Arizona State,52,,Nevada,21,
79,80,2,"Sep 9, 2006",Sat,Arkansas,20,,Utah State,0,
80,81,2,"Sep 9, 2006",Sat,Army,17,,Kent State,14,
81,82,2,"Sep 9, 2006",Sat,Auburn,34,@,Mississippi State,0,
82,83,2,"Sep 9, 2006",Sat,Baylor,47,,Northwestern State,10,
83,84,2,"Sep 9, 2006",Sat,Boston College,34,,Clemson,33,
84,85,2,"Sep 9, 2006",Sat,Bowling Green State,48,,Buffalo,40,
85,86,2,"Sep 9, 2006",Sat,Brigham Young,49,,Tulsa,24,
86,87,2,"Sep 9, 2006",Sat,California,42,,Minnesota,17,
87,88,2,"Sep 9, 2006",Sat,Colorado State,14,,Colorado,10,"Denver, CO"
88,89,2,"Sep 9, 2006",Sat,Florida,42,,Central Florida,0,
89,90,2,"Sep 9, 2006",Sat,Florida State,24,,Troy,17,
90,91,2,"Sep 9, 2006",Sat,Georgia,18,@,South Carolina,0,
91,92,2,"Sep 9, 2006",Sat,Georgia Tech,38,,Samford,6,
92,93,2,"Sep 9, 2006",Sat,Houston,45,,Tulane,7,
93,94,2,"Sep 9, 2006",Sat,Indiana,24,@,Ball State,23,
94,95,2,"Sep 9, 2006",Sat,Iowa,20,@,Syracuse,13,
95,96,2,"Sep 9, 2006",Sat,Iowa State,16,,Nevada-Las Vegas,10,
96,97,2,"Sep 9, 2006",Sat,Kansas,21,,Louisiana-Monroe,19,
97,98,2,"Sep 9, 2006",Sat,Kansas State,45,,Florida Atlantic,0,
98,99,2,"Sep 9, 2006",Sat,Kentucky,41,,Texas State,7,
99,100,2,"Sep 9, 2006",Sat,Louisiana State,45,,Arizona,3,
100,101,2,"Sep 9, 2006",Sat,Louisville,62,@,Temple,0,
101,102,2,"Sep 9, 2006",Sat,Marshall,54,,Hofstra,31,
102,103,2,"Sep 9, 2006",Sat,Maryland,24,,Middle Tennessee State,10,
103,104,2,"Sep 9, 2006",Sat,Memphis,33,,Chattanooga,14,
104,105,2,"Sep 9, 2006",Sat,Miami (FL),51,,Florida A&M;,10,
105,106,2,"Sep 9, 2006",Sat,Michigan,41,,Central Michigan,17,
106,107,2,"Sep 9, 2006",Sat,Michigan State,52,,Eastern Michigan,20,
107,108,2,"Sep 9, 2006",Sat,Missouri,34,,Mississippi,7,
108,109,2,"Sep 9, 2006",Sat,Navy,21,,Massachusetts,20,
109,110,2,"Sep 9, 2006",Sat,Nebraska,56,,Nicholls State,7,
110,111,2,"Sep 9, 2006",Sat,New Hampshire,34,@,Northwestern,17,
111,112,2,"Sep 9, 2006",Sat,New Mexico,34,@,New Mexico State,28,
112,113,2,"Sep 9, 2006",Sat,North Texas,24,,Southern Methodist,6,
113,114,2,"Sep 9, 2006",Sat,Notre Dame,41,,Penn State,17,
114,115,2,"Sep 9, 2006",Sat,Ohio,35,@,Northern Illinois,23,
115,116,2,"Sep 9, 2006",Sat,Ohio State,24,@,Texas,7,
116,117,2,"Sep 9, 2006",Sat,Oklahoma,37,,Washington,20,
117,118,2,"Sep 9, 2006",Sat,Oklahoma State,35,@,Arkansas State,7,"Little Rock, AR"
118,119,2,"Sep 9, 2006",Sat,Oregon,31,@,Fresno State,24,
119,120,2,"Sep 9, 2006",Sat,Purdue,38,,Miami (OH),31,
120,121,2,"Sep 9, 2006",Sat,Rutgers,33,,Illinois,0,
121,122,2,"Sep 9, 2006",Sat,San Jose State,35,,Stanford,34,
122,123,2,"Sep 9, 2006",Sat,South Florida,21,,Florida International,20,
123,124,2,"Sep 9, 2006",Sat,Southern Mississippi,45,,Southeastern Louisiana,0,
124,125,2,"Sep 9, 2006",Sat,Tennessee,31,,Air Force,30,
125,126,2,"Sep 9, 2006",Sat,Texas A&M;,51,,Louisiana-Lafayette,7,
126,127,2,"Sep 9, 2006",Sat,Texas Christian,46,,California-Davis,13,
127,128,2,"Sep 9, 2006",Sat,Texas Tech,38,@,Texas-El Paso,35,
128,129,2,"Sep 9, 2006",Sat,UCLA,26,,Rice,16,
129,130,2,"Sep 9, 2006",Sat,Utah,45,,Northern Arizona,7,
130,131,2,"Sep 9, 2006",Sat,Virginia,13,,Wyoming,12,
131,132,2,"Sep 9, 2006",Sat,Virginia Tech,35,@,North Carolina,10,
132,133,2,"Sep 9, 2006",Sat,Wake Forest,14,,Duke,13,
133,134,2,"Sep 9, 2006",Sat,Washington State,56,,Idaho,10,
134,135,2,"Sep 9, 2006",Sat,West Virginia,52,,Eastern Washington,3,
135,136,2,"Sep 9, 2006",Sat,Western Michigan,31,,Toledo,10,
136,137,2,"Sep 9, 2006",Sat,Wisconsin,34,,Western Illinois,10,
137,138,3,"Sep 14, 2006",Thu,Middle Tennessee State,44,,Tennessee Tech,0,
138,139,3,"Sep 14, 2006",Thu,West Virginia,45,,Maryland,24,
139,140,3,"Sep 15, 2006",Fri,Toledo,37,,Kansas,31,
140,141,3,"Sep 16, 2006",Sat,Alabama,41,,Louisiana-Monroe,7,
141,142,3,"Sep 16, 2006",Sat,Arizona,28,,Stephen F. Austin,10,
142,143,3,"Sep 16, 2006",Sat,Arizona State,21,@,Colorado,3,
143,144,3,"Sep 16, 2006",Sat,Arkansas,21,@,Vanderbilt,19,
144,145,3,"Sep 16, 2006",Sat,Auburn,7,,Louisiana State,3,
145,146,3,"Sep 16, 2006",Sat,Boise State,17,@,Wyoming,10,
146,147,3,"Sep 16, 2006",Sat,Boston College,30,,Brigham Young,23,
147,148,3,"Sep 16, 2006",Sat,Bowling Green State,33,@,Florida International,28,
148,149,3,"Sep 16, 2006",Sat,California,42,,Portland State,16,
149,150,3,"Sep 16, 2006",Sat,Central Michigan,24,,Akron,21,
150,151,3,"Sep 16, 2006",Sat,Clemson,27,@,Florida State,20,
151,152,3,"Sep 16, 2006",Sat,East Carolina,35,,Memphis,20,
152,153,3,"Sep 16, 2006",Sat,Florida,21,@,Tennessee,20,
153,154,3,"Sep 16, 2006",Sat,Georgia,34,,Alabama-Birmingham,0,
154,155,3,"Sep 16, 2006",Sat,Georgia Tech,35,,Troy,20,
155,156,3,"Sep 16, 2006",Sat,Hawaii,42,,Nevada-Las Vegas,13,
156,157,3,"Sep 16, 2006",Sat,Houston,42,,Grambling State,22,
157,158,3,"Sep 16, 2006",Sat,Idaho,27,,Idaho State,24,
158,159,3,"Sep 16, 2006",Sat,Iowa,27,,Iowa State,17,
159,160,3,"Sep 16, 2006",Sat,Kansas State,23,,Marshall,7,
160,161,3,"Sep 16, 2006",Sat,Kent State,16,@,Miami (OH),14,
161,162,3,"Sep 16, 2006",Sat,Kentucky,31,,Mississippi,14,
162,163,3,"Sep 16, 2006",Sat,Louisiana Tech,31,,Nicholls State,21,
163,164,3,"Sep 16, 2006",Sat,Louisville,31,,Miami (FL),7,
164,165,3,"Sep 16, 2006",Sat,Michigan,47,@,Notre Dame,21,
165,166,3,"Sep 16, 2006",Sat,Michigan State,38,@,Pittsburgh,23,
166,167,3,"Sep 16, 2006",Sat,Minnesota,62,,Temple,0,
167,168,3,"Sep 16, 2006",Sat,Missouri,27,@,New Mexico,17,
168,169,3,"Sep 16, 2006",Sat,Navy,37,@,Stanford,9,
169,170,3,"Sep 16, 2006",Sat,Nevada,28,,Colorado State,10,
170,171,3,"Sep 16, 2006",Sat,New Mexico State,48,,Texas Southern,14,
171,172,3,"Sep 16, 2006",Sat,North Carolina,45,,Furman,42,
172,173,3,"Sep 16, 2006",Sat,Northern Illinois,31,,Buffalo,13,
173,174,3,"Sep 16, 2006",Sat,Northwestern,14,,Eastern Michigan,6,
174,175,3,"Sep 16, 2006",Sat,Ohio State,37,,Cincinnati,7,
175,176,3,"Sep 16, 2006",Sat,Oklahoma State,48,,Florida Atlantic,8,
176,177,3,"Sep 16, 2006",Sat,Oregon,34,,Oklahoma,33,
177,178,3,"Sep 16, 2006",Sat,Penn State,37,,Youngstown State,3,
178,179,3,"Sep 16, 2006",Sat,Purdue,38,,Ball State,28,
179,180,3,"Sep 16, 2006",Sat,Rutgers,24,,Ohio,7,
180,181,3,"Sep 16, 2006",Sat,South Carolina,27,,Wofford,20,
181,182,3,"Sep 16, 2006",Sat,South Florida,24,@,Central Florida,17,
182,183,3,"Sep 16, 2006",Sat,Southern California,28,,Nebraska,10,
183,184,3,"Sep 16, 2006",Sat,Southern Illinois,35,@,Indiana,28,
184,185,3,"Sep 16, 2006",Sat,Southern Methodist,45,,Sam Houston State,14,
185,186,3,"Sep 16, 2006",Sat,Southern Mississippi,37,,North Carolina State,17,
186,187,3,"Sep 16, 2006",Sat,Syracuse,31,@,Illinois,21,
187,188,3,"Sep 16, 2006",Sat,Texas,52,@,Rice,7,"Houston, TX"
188,189,3,"Sep 16, 2006",Sat,Texas A&M;,28,,Army,24,"San Antonio, TX"
189,190,3,"Sep 16, 2006",Sat,Texas Christian,12,,Texas Tech,3,
190,191,3,"Sep 16, 2006",Sat,Tulane,32,@,Mississippi State,29,
191,192,3,"Sep 16, 2006",Sat,Tulsa,28,,North Texas,3,
192,193,3,"Sep 16, 2006",Sat,Utah,48,@,Utah State,0,
193,194,3,"Sep 16, 2006",Sat,Virginia Tech,36,,Duke,0,
194,195,3,"Sep 16, 2006",Sat,Wake Forest,24,@,Connecticut,13,
195,196,3,"Sep 16, 2006",Sat,Washington,21,,Fresno State,20,
196,197,3,"Sep 16, 2006",Sat,Washington State,17,,Baylor,15,"Seattle, WA"
197,198,3,"Sep 16, 2006",Sat,Western Michigan,17,@,Virginia,10,
198,199,3,"Sep 16, 2006",Sat,Wisconsin,14,,San Diego State,0,
199,200,4,"Sep 21, 2006",Thu,Georgia Tech,24,,Virginia,7,
200,201,4,"Sep 22, 2006",Fri,Nevada,31,,Northwestern,21,
201,202,4,"Sep 23, 2006",Sat,Air Force,31,@,Wyoming,24,
202,203,4,"Sep 23, 2006",Sat,Akron,33,,North Texas,13,
203,204,4,"Sep 23, 2006",Sat,Arkansas,24,,Alabama,23,
204,205,4,"Sep 23, 2006",Sat,Army,27,@,Baylor,20,
205,206,4,"Sep 23, 2006",Sat,Auburn,38,,Buffalo,7,
206,207,4,"Sep 23, 2006",Sat,Boise State,41,,Hawaii,34,
207,208,4,"Sep 23, 2006",Sat,Brigham Young,38,,Utah State,0,
208,209,4,"Sep 23, 2006",Sat,California,49,,Arizona State,21,
209,210,4,"Sep 23, 2006",Sat,Central Michigan,24,@,Eastern Michigan,17,
210,211,4,"Sep 23, 2006",Sat,Clemson,52,,North Carolina,7,
211,212,4,"Sep 23, 2006",Sat,Connecticut,14,@,Indiana,7,
212,213,4,"Sep 23, 2006",Sat,Florida,26,,Kentucky,7,
213,214,4,"Sep 23, 2006",Sat,Florida State,55,,Rice,7,
214,215,4,"Sep 23, 2006",Sat,Georgia,14,,Colorado,13,
215,216,4,"Sep 23, 2006",Sat,Houston,34,,Oklahoma State,25,
216,217,4,"Sep 23, 2006",Sat,Iowa,24,@,Illinois,7,
217,218,4,"Sep 23, 2006",Sat,Kansas,13,,South Florida,7,
218,219,4,"Sep 23, 2006",Sat,Kent State,38,@,Bowling Green State,3,
219,220,4,"Sep 23, 2006",Sat,Louisiana State,49,,Tulane,7,
220,221,4,"Sep 23, 2006",Sat,Louisiana-Lafayette,48,,North Carolina A&T;,7,
221,222,4,"Sep 23, 2006",Sat,Louisville,24,@,Kansas State,6,
222,223,4,"Sep 23, 2006",Sat,Maryland,14,,Florida International,10,
223,224,4,"Sep 23, 2006",Sat,Michigan,27,,Wisconsin,13,
224,225,4,"Sep 23, 2006",Sat,Mississippi State,16,@,Alabama-Birmingham,10,
225,226,4,"Sep 23, 2006",Sat,Missouri,31,,Ohio,6,
226,227,4,"Sep 23, 2006",Sat,Nebraska,56,,Troy,0,
227,228,4,"Sep 23, 2006",Sat,New Mexico,26,,Texas-El Paso,13,
228,229,4,"Sep 23, 2006",Sat,North Carolina State,17,,Boston College,15,
229,230,4,"Sep 23, 2006",Sat,North Dakota State,29,@,Ball State,24,
230,231,4,"Sep 23, 2006",Sat,Northern Illinois,48,,Indiana State,14,
231,232,4,"Sep 23, 2006",Sat,Notre Dame,40,@,Michigan State,37,
232,233,4,"Sep 23, 2006",Sat,Ohio State,28,,Penn State,6,
233,234,4,"Sep 23, 2006",Sat,Oklahoma,59,,Middle Tennessee State,0,
234,235,4,"Sep 23, 2006",Sat,Oregon State,38,,Idaho,0,
235,236,4,"Sep 23, 2006",Sat,Pittsburgh,51,,Citadel,6,
236,237,4,"Sep 23, 2006",Sat,Purdue,27,,Minnesota,21,
237,238,4,"Sep 23, 2006",Sat,Rutgers,56,,Howard,7,
238,239,4,"Sep 23, 2006",Sat,San Jose State,17,,Cal Poly,7,
239,240,4,"Sep 23, 2006",Sat,South Carolina,45,,Florida Atlantic,6,
240,241,4,"Sep 23, 2006",Sat,Southern California,20,@,Arizona,3,
241,242,4,"Sep 23, 2006",Sat,Southern Methodist,55,,Arkansas State,9,
242,243,4,"Sep 23, 2006",Sat,Syracuse,34,,Miami (OH),14,
243,244,4,"Sep 23, 2006",Sat,Tennessee,33,,Marshall,7,
244,245,4,"Sep 23, 2006",Sat,Texas,37,,Iowa State,14,
245,246,4,"Sep 23, 2006",Sat,Texas A&M;,45,,Louisiana Tech,14,
246,247,4,"Sep 23, 2006",Sat,Texas Tech,62,,Southeastern Louisiana,0,
247,248,4,"Sep 23, 2006",Sat,Toledo,41,,McNeese State,7,
248,249,4,"Sep 23, 2006",Sat,Tulsa,24,@,Navy,23,
249,250,4,"Sep 23, 2006",Sat,Utah,38,@,San Diego State,7,
250,251,4,"Sep 23, 2006",Sat,Vanderbilt,38,,Tennessee State,9,
251,252,4,"Sep 23, 2006",Sat,Virginia Tech,29,,Cincinnati,13,
252,253,4,"Sep 23, 2006",Sat,Wake Forest,27,@,Mississippi,3,
253,254,4,"Sep 23, 2006",Sat,Washington,29,,UCLA,19,
254,255,4,"Sep 23, 2006",Sat,Washington State,36,@,Stanford,10,
255,256,4,"Sep 23, 2006",Sat,West Virginia,27,@,East Carolina,10,
256,257,4,"Sep 23, 2006",Sat,Western Michigan,41,,Temple,7,
257,258,5,"Sep 26, 2006",Tue,Southern Mississippi,19,@,Central Florida,14,
258,259,5,"Sep 28, 2006",Thu,Auburn,24,@,South Carolina,17,
259,260,5,"Sep 28, 2006",Thu,Brigham Young,31,@,Texas Christian,17,
260,261,5,"Sep 29, 2006",Fri,Rutgers,22,@,South Florida,20,
261,262,5,"Sep 30, 2006",Sat,Air Force,24,,New Mexico,7,
262,263,5,"Sep 30, 2006",Sat,Alabama-Birmingham,21,,Troy,3,
263,264,5,"Sep 30, 2006",Sat,Arkansas State,31,@,Florida International,6,
264,265,5,"Sep 30, 2006",Sat,Baylor,17,,Kansas State,3,
265,266,5,"Sep 30, 2006",Sat,Boise State,36,@,Utah,3,
266,267,5,"Sep 30, 2006",Sat,Boston College,22,,Maine,0,
267,268,5,"Sep 30, 2006",Sat,Bowling Green State,21,@,Ohio,9,
268,269,5,"Sep 30, 2006",Sat,California,41,@,Oregon State,13,
269,270,5,"Sep 30, 2006",Sat,Cincinnati,24,,Miami (OH),10,
270,271,5,"Sep 30, 2006",Sat,Clemson,51,,Louisiana Tech,0,
271,272,5,"Sep 30, 2006",Sat,Colorado State,35,@,Fresno State,23,
272,273,5,"Sep 30, 2006",Sat,Florida,28,,Alabama,13,
273,274,5,"Sep 30, 2006",Sat,Florida Atlantic,21,@,Louisiana-Monroe,19,
274,275,5,"Sep 30, 2006",Sat,Georgia,14,@,Mississippi,9,
275,276,5,"Sep 30, 2006",Sat,Georgia Tech,38,@,Virginia Tech,27,
276,277,5,"Sep 30, 2006",Sat,Hawaii,44,,Eastern Illinois,9,
277,278,5,"Sep 30, 2006",Sat,Idaho,41,@,Utah State,21,
278,279,5,"Sep 30, 2006",Sat,Illinois,23,@,Michigan State,20,
279,280,5,"Sep 30, 2006",Sat,Iowa State,28,,Northern Iowa,27,
280,281,5,"Sep 30, 2006",Sat,Kent State,37,,Akron,15,
281,282,5,"Sep 30, 2006",Sat,Kentucky,45,,Central Michigan,36,
282,283,5,"Sep 30, 2006",Sat,Louisiana State,48,,Mississippi State,17,
283,284,5,"Sep 30, 2006",Sat,Louisiana-Lafayette,33,,Eastern Michigan,14,
284,285,5,"Sep 30, 2006",Sat,Miami (FL),14,,Houston,13,
285,286,5,"Sep 30, 2006",Sat,Michigan,28,@,Minnesota,14,
286,287,5,"Sep 30, 2006",Sat,Middle Tennessee State,35,@,North Texas,0,
287,288,5,"Sep 30, 2006",Sat,Missouri,28,,Colorado,13,
288,289,5,"Sep 30, 2006",Sat,Navy,41,@,Connecticut,17,
289,290,5,"Sep 30, 2006",Sat,Nebraska,39,,Kansas,32,
290,291,5,"Sep 30, 2006",Sat,Nevada,31,@,Nevada-Las Vegas,3,
291,292,5,"Sep 30, 2006",Sat,Northern Illinois,40,@,Ball State,28,
292,293,5,"Sep 30, 2006",Sat,Notre Dame,35,,Purdue,21,
293,294,5,"Sep 30, 2006",Sat,Ohio State,38,@,Iowa,17,
294,295,5,"Sep 30, 2006",Sat,Oregon,48,@,Arizona State,13,
295,296,5,"Sep 30, 2006",Sat,Penn State,33,,Northwestern,7,
296,297,5,"Sep 30, 2006",Sat,Pittsburgh,45,,Toledo,3,
297,298,5,"Sep 30, 2006",Sat,Rice,48,@,Army,14,
298,299,5,"Sep 30, 2006",Sat,San Jose State,31,,San Diego State,10,
299,300,5,"Sep 30, 2006",Sat,Southern California,28,@,Washington State,22,
300,301,5,"Sep 30, 2006",Sat,Southern Methodist,33,@,Tulane,28,
301,302,5,"Sep 30, 2006",Sat,Syracuse,40,,Wyoming,34,
302,303,5,"Sep 30, 2006",Sat,Tennessee,41,@,Memphis,7,
303,304,5,"Sep 30, 2006",Sat,Texas,56,,Sam Houston State,3,
304,305,5,"Sep 30, 2006",Sat,Texas Tech,31,@,Texas A&M;,27,
305,306,5,"Sep 30, 2006",Sat,Texas-El Paso,44,,New Mexico State,38,
306,307,5,"Sep 30, 2006",Sat,UCLA,31,,Stanford,0,
307,308,5,"Sep 30, 2006",Sat,Vanderbilt,43,,Temple,14,
308,309,5,"Sep 30, 2006",Sat,Virginia,37,@,Duke,0,
309,310,5,"Sep 30, 2006",Sat,Wake Forest,34,,Liberty,14,
310,311,5,"Sep 30, 2006",Sat,Washington,21,@,Arizona,10,
311,312,5,"Sep 30, 2006",Sat,Wisconsin,52,@,Indiana,17,
312,313,6,"Oct 3, 2006",Tue,Tulsa,20,,Southern Mississippi,6,
313,314,6,"Oct 4, 2006",Wed,Central Florida,23,@,Marshall,22,
314,315,6,"Oct 5, 2006",Thu,North Carolina State,24,,Florida State,20,
315,316,6,"Oct 5, 2006",Thu,Utah,20,,Texas Christian,7,
316,317,6,"Oct 6, 2006",Fri,Louisville,44,@,Middle Tennessee State,17,"Nashville, TN"
317,318,6,"Oct 7, 2006",Sat,Alabama,30,,Duke,14,
318,319,6,"Oct 7, 2006",Sat,Alabama-Birmingham,35,,Memphis,29,
319,320,6,"Oct 7, 2006",Sat,Arkansas,27,@,Auburn,10,
320,321,6,"Oct 7, 2006",Sat,Arkansas State,10,,Louisiana-Monroe,6,
321,322,6,"Oct 7, 2006",Sat,Army,62,,Virginia Military Institute,7,
322,323,6,"Oct 7, 2006",Sat,Ball State,55,@,Buffalo,25,
323,324,6,"Oct 7, 2006",Sat,Baylor,34,@,Colorado,31,
324,325,6,"Oct 7, 2006",Sat,Boise State,55,,Louisiana Tech,14,
325,326,6,"Oct 7, 2006",Sat,Brigham Young,47,,San Diego State,17,
326,327,6,"Oct 7, 2006",Sat,California,45,,Oregon,24,
327,328,6,"Oct 7, 2006",Sat,Central Michigan,42,@,Toledo,20,
328,329,6,"Oct 7, 2006",Sat,Cincinnati,20,,Akron,14,
329,330,6,"Oct 7, 2006",Sat,Clemson,27,@,Wake Forest,17,
330,331,6,"Oct 7, 2006",Sat,Colorado State,28,,Nevada-Las Vegas,7,
331,332,6,"Oct 7, 2006",Sat,East Carolina,31,,Virginia,21,
332,333,6,"Oct 7, 2006",Sat,Florida,23,,Louisiana State,10,
333,334,6,"Oct 7, 2006",Sat,Georgia Tech,27,,Maryland,23,
334,335,6,"Oct 7, 2006",Sat,Hawaii,41,,Nevada,34,
335,336,6,"Oct 7, 2006",Sat,Idaho,28,,New Mexico State,20,
336,337,6,"Oct 7, 2006",Sat,Indiana,34,@,Illinois,32,
337,338,6,"Oct 7, 2006",Sat,Iowa,47,,Purdue,17,
338,339,6,"Oct 7, 2006",Sat,Kansas State,31,,Oklahoma State,27,
339,340,6,"Oct 7, 2006",Sat,Kent State,28,@,Temple,17,
340,341,6,"Oct 7, 2006",Sat,Louisiana-Lafayette,31,@,Houston,28,
341,342,6,"Oct 7, 2006",Sat,Miami (FL),27,,North Carolina,7,
342,343,6,"Oct 7, 2006",Sat,Michigan,31,,Michigan State,13,
343,344,6,"Oct 7, 2006",Sat,Mississippi,17,,Vanderbilt,10,
344,345,6,"Oct 7, 2006",Sat,Missouri,38,@,Texas Tech,21,
345,346,6,"Oct 7, 2006",Sat,Navy,24,@,Air Force,17,
346,347,6,"Oct 7, 2006",Sat,Nebraska,28,@,Iowa State,14,
347,348,6,"Oct 7, 2006",Sat,North Texas,25,,Florida International,22,
348,349,6,"Oct 7, 2006",Sat,Notre Dame,31,,Stanford,10,
349,350,6,"Oct 7, 2006",Sat,Ohio,27,,Western Michigan,20,
