,Rank,Week,Date,Day,Winner,Winner_Pts,At,Loser,Loser_Pts,Notes
47,48,2,"Sep 10, 1977",Sat,Louisville,38,,Northern Illinois,0,
48,49,2,"Sep 10, 1977",Sat,Maryland,21,@,Clemson,14,
49,50,2,"Sep 10, 1977",Sat,McNeese State,25,,Indiana State,7,
50,51,2,"Sep 10, 1977",Sat,Memphis,27,,Tulane,9,
51,52,2,"Sep 10, 1977",Sat,Miami (OH),26,@,Dayton,23,
52,53,2,"Sep 10, 1977",Sat,Michigan,37,@,Illinois,9,
53,54,2,"Sep 10, 1977",Sat,Michigan State,19,,Purdue,14,
54,55,2,"Sep 10, 1977",Sat,Minnesota,10,,Western Michigan,0,
55,56,2,"Sep 10, 1977",Sat,Mississippi State,27,@,Washington,18,
56,57,2,"Sep 10, 1977",Sat,Mississippi Valley State,55,@,Lincoln,0,
57,58,2,"Sep 10, 1977",Sat,Navy,21,,Citadel,2,
58,59,2,"Sep 10, 1977",Sat,New Hampshire,27,,Holy Cross,14,
59,60,2,"Sep 10, 1977",Sat,New Mexico,35,@,Hawaii,26,
60,61,2,"Sep 10, 1977",Sat,North Carolina State,14,,Virginia,0,
61,62,2,"Sep 10, 1977",Sat,North Texas,41,@,Texas-El Paso,10,
62,63,2,"Sep 10, 1977",Sat,Notre Dame,19,@,Pittsburgh,9,
63,64,2,"Sep 10, 1977",Sat,Ohio,49,@,Marshall,27,
64,65,2,"Sep 10, 1977",Sat,Ohio State,10,,Miami (FL),0,
65,66,2,"Sep 10, 1977",Sat,Oklahoma,25,,Vanderbilt,23,
66,67,2,"Sep 10, 1977",Sat,Oklahoma State,34,@,Tulsa,17,
67,68,2,"Sep 10, 1977",Sat,Oregon State,24,,Syracuse,12,
68,69,2,"Sep 10, 1977",Sat,Rice,31,,Idaho,10,
69,70,2,"Sep 10, 1977",Sat,San Diego State,34,,Cal State Fullerton,17,
70,71,2,"Sep 10, 1977",Sat,South Carolina,17,,Georgia Tech,0,
71,72,2,"Sep 10, 1977",Sat,Southern California,27,@,Missouri,10,
72,73,2,"Sep 10, 1977",Sat,Southern Illinois,24,@,Temple,20,
73,74,2,"Sep 10, 1977",Sat,Southern Methodist,45,@,Texas Christian,21,
74,75,2,"Sep 10, 1977",Sat,Tennessee State,17,@,Jackson State,7,
75,76,2,"Sep 10, 1977",Sat,Tennessee Tech,41,,Western Carolina,21,
76,77,2,"Sep 10, 1977",Sat,Texas,44,,Boston College,0,
77,78,2,"Sep 10, 1977",Sat,Texas A&M;,28,,Kansas,14,
78,79,2,"Sep 10, 1977",Sat,Texas A&M-Commerce;,38,@,Prairie View A&M;,10,
79,80,2,"Sep 10, 1977",Sat,Texas Southern,14,,Southern,14,
80,81,2,"Sep 10, 1977",Sat,Texas Tech,17,@,Baylor,7,
81,82,2,"Sep 10, 1977",Sat,Utah State,22,,San Jose State,10,
82,83,2,"Sep 10, 1977",Sat,Virginia Military Institute,23,,William & Mary,13,
83,84,2,"Sep 10, 1977",Sat,Wake Forest,24,,Furman,13,
84,85,2,"Sep 10, 1977",Sat,Washington State,19,@,Nebraska,10,
85,86,2,"Sep 10, 1977",Sat,West Virginia,36,,Richmond,0,
86,87,2,"Sep 10, 1977",Sat,Wisconsin,30,@,Indiana,14,
87,88,2,"Sep 10, 1977",Sat,Youngstown State,13,@,Villanova,10,
88,89,2,"Sep 12, 1977",Mon,Houston,17,,UCLA,13,
89,90,3,"Sep 17, 1977",Sat,Alcorn State,15,,Alabama State,7,
90,91,3,"Sep 17, 1977",Sat,Arizona State,35,,Northwestern,3,
91,92,3,"Sep 17, 1977",Sat,Arkansas,28,,Oklahoma State,6,"Little Rock, AR"
92,93,3,"Sep 17, 1977",Sat,Army,27,,Virginia Military Institute,14,
93,94,3,"Sep 17, 1977",Sat,Baylor,21,,Kentucky,6,
94,95,3,"Sep 17, 1977",Sat,California,24,,Air Force,14,
95,96,3,"Sep 17, 1977",Sat,Central Michigan,28,@,Illinois State,7,
96,97,3,"Sep 17, 1977",Sat,Chattanooga,14,@,Appalachian State,7,
97,98,3,"Sep 17, 1977",Sat,Cincinnati,17,,Louisville,17,
98,99,3,"Sep 17, 1977",Sat,Citadel,20,,Western Carolina,0,
99,100,3,"Sep 17, 1977",Sat,Clemson,7,@,Georgia,6,
100,101,3,"Sep 17, 1977",Sat,Colgate,38,,Lafayette,12,
101,102,3,"Sep 17, 1977",Sat,Colorado,42,,Kent State,0,
102,103,3,"Sep 17, 1977",Sat,Colorado State,20,@,Hawaii,16,
103,104,3,"Sep 17, 1977",Sat,Dartmouth,14,,Princeton,11,
104,105,3,"Sep 17, 1977",Sat,East Carolina,22,@,Toledo,9,
105,106,3,"Sep 17, 1977",Sat,Eastern Michigan,16,,Bowling Green State,6,
106,107,3,"Sep 17, 1977",Sat,Florida,48,@,Rice,3,
107,108,3,"Sep 17, 1977",Sat,Florida State,18,@,Kansas State,10,
108,109,3,"Sep 17, 1977",Sat,Fresno State,42,,Boise State,7,
109,110,3,"Sep 17, 1977",Sat,Furman,42,,East Tennessee State,12,
110,111,3,"Sep 17, 1977",Sat,Georgia Tech,10,,Miami (FL),6,
111,112,3,"Sep 17, 1977",Sat,Grambling State,35,,Morgan State,19,
112,113,3,"Sep 17, 1977",Sat,Harvard,21,@,Columbia,7,
113,114,3,"Sep 17, 1977",Sat,Illinois,11,,Missouri,7,
114,115,3,"Sep 17, 1977",Sat,Indiana,24,,Louisiana State,21,
115,116,3,"Sep 17, 1977",Sat,Indiana State,14,@,Southern Illinois,9,
116,117,3,"Sep 17, 1977",Sat,Iowa,12,,Iowa State,10,
117,118,3,"Sep 17, 1977",Sat,Jackson State,27,@,Prairie View A&M;,2,
118,119,3,"Sep 17, 1977",Sat,Long Beach State,50,,Cal State Fullerton,31,
119,120,3,"Sep 17, 1977",Sat,Louisiana Tech,56,,Sacramento State,0,
120,121,3,"Sep 17, 1977",Sat,Louisiana-Lafayette,10,@,Lamar,6,
121,122,3,"Sep 17, 1977",Sat,Marshall,38,,Morehead State,26,
122,123,3,"Sep 17, 1977",Sat,McNeese State,20,,West Texas A&M;,8,
123,124,3,"Sep 17, 1977",Sat,Memphis,31,,Utah State,26,
124,125,3,"Sep 17, 1977",Sat,Michigan,21,,Duke,9,
125,126,3,"Sep 17, 1977",Sat,Mississippi,20,,Notre Dame,13,"Jackson, MS"
126,127,3,"Sep 17, 1977",Sat,Mississippi Valley State,12,,Arkansas-Pine Bluff,9,
127,128,3,"Sep 17, 1977",Sat,Navy,38,,Connecticut,7,
128,129,3,"Sep 17, 1977",Sat,Nebraska,31,,Alabama,24,
129,130,3,"Sep 17, 1977",Sat,New Mexico State,24,,Wichita State,12,
130,131,3,"Sep 17, 1977",Sat,North Carolina,31,,Richmond,0,
131,132,3,"Sep 17, 1977",Sat,North Carolina State,38,@,Syracuse,0,
132,133,3,"Sep 17, 1977",Sat,North Texas,24,,Southern Methodist,13,"Irving, TX"
133,134,3,"Sep 17, 1977",Sat,Northwestern State,30,,Arkansas State,7,
134,135,3,"Sep 17, 1977",Sat,Ohio State,38,,Minnesota,7,
135,136,3,"Sep 17, 1977",Sat,Oklahoma,62,,Utah,24,
136,137,3,"Sep 17, 1977",Sat,Oregon,29,@,Texas Christian,24,
137,138,3,"Sep 17, 1977",Sat,Pacific,31,@,Idaho,21,
138,139,3,"Sep 17, 1977",Sat,Penn State,31,,Houston,14,
139,140,3,"Sep 17, 1977",Sat,Pennsylvania,17,,Cornell,7,
140,141,3,"Sep 17, 1977",Sat,Pittsburgh,28,,William & Mary,6,
141,142,3,"Sep 17, 1977",Sat,Purdue,44,,Ohio,7,
142,143,3,"Sep 17, 1977",Sat,Rhode Island,14,,Holy Cross,0,
143,144,3,"Sep 17, 1977",Sat,Rutgers,36,,Bucknell,14,
144,145,3,"Sep 17, 1977",Sat,San Diego State,21,@,Arizona,14,
145,146,3,"Sep 17, 1977",Sat,South Carolina,42,,Miami (OH),19,
146,147,3,"Sep 17, 1977",Sat,Southern California,17,@,Oregon State,10,
147,148,3,"Sep 17, 1977",Sat,Southern Mississippi,24,@,Auburn,13,
148,149,3,"Sep 17, 1977",Sat,Stanford,21,@,Tulane,17,
149,150,3,"Sep 17, 1977",Sat,Temple,42,,Drake,0,
150,151,3,"Sep 17, 1977",Sat,Tennessee,24,,Boston College,18,
151,152,3,"Sep 17, 1977",Sat,Tennessee State,23,@,Alabama A&M;,10,
152,153,3,"Sep 17, 1977",Sat,Texas,68,,Virginia,0,
153,154,3,"Sep 17, 1977",Sat,Texas A&M;,27,@,Virginia Tech,6,
154,155,3,"Sep 17, 1977",Sat,Texas Tech,29,,New Mexico,14,
155,156,3,"Sep 17, 1977",Sat,Texas-Arlington,17,@,Western Michigan,10,
156,157,3,"Sep 17, 1977",Sat,Tulsa,37,,Louisiana-Monroe,35,
157,158,3,"Sep 17, 1977",Sat,UCLA,17,,Kansas,7,
158,159,3,"Sep 17, 1977",Sat,Vanderbilt,3,@,Wake Forest,0,
159,160,3,"Sep 17, 1977",Sat,Villanova,38,,Ball State,16,
160,161,3,"Sep 17, 1977",Sat,Washington,24,,San Jose State,3,
161,162,3,"Sep 17, 1977",Sat,Washington State,23,@,Michigan State,21,
162,163,3,"Sep 17, 1977",Sat,West Virginia,24,@,Maryland,16,
163,164,3,"Sep 17, 1977",Sat,Wisconsin,14,,Northern Illinois,3,
164,165,3,"Sep 17, 1977",Sat,Wyoming,27,,Texas-El Paso,17,
165,166,3,"Sep 17, 1977",Sat,Yale,10,,Brown,9,
166,167,4,"Sep 21, 1977",Wed,Richmond,21,,Appalachian State,13,
167,168,4,"Sep 24, 1977",Sat,Air Force,15,,Pacific,13,
168,169,4,"Sep 24, 1977",Sat,Alabama,24,@,Vanderbilt,12,
169,170,4,"Sep 24, 1977",Sat,Arizona,41,@,Iowa,7,
170,171,4,"Sep 24, 1977",Sat,Arizona State,33,,Oregon State,31,
171,172,4,"Sep 24, 1977",Sat,Arkansas,37,,Tulsa,3,
172,173,4,"Sep 24, 1977",Sat,Arkansas State,21,,Southern Illinois,6,
173,174,4,"Sep 24, 1977",Sat,Auburn,14,@,Tennessee,12,
174,175,4,"Sep 24, 1977",Sat,Boston College,49,,Army,28,
175,176,4,"Sep 24, 1977",Sat,Brigham Young,65,@,Utah State,6,
176,177,4,"Sep 24, 1977",Sat,Brown,28,,Rhode Island,10,
177,178,4,"Sep 24, 1977",Sat,California,28,@,Missouri,21,
178,179,4,"Sep 24, 1977",Sat,Central Michigan,31,@,Ohio,14,
179,180,4,"Sep 24, 1977",Sat,Cincinnati,63,,Louisiana-Monroe,0,
180,181,4,"Sep 24, 1977",Sat,Clemson,31,,Georgia Tech,14,
181,182,4,"Sep 24, 1977",Sat,Colgate,28,@,Cornell,22,
182,183,4,"Sep 24, 1977",Sat,Colorado,42,,New Mexico,7,
183,184,4,"Sep 24, 1977",Sat,Colorado State,48,,Northern Colorado,10,
184,185,4,"Sep 24, 1977",Sat,Columbia,21,,Lafayette,10,
185,186,4,"Sep 24, 1977",Sat,Dartmouth,17,,Holy Cross,14,
186,187,4,"Sep 24, 1977",Sat,Dayton,21,@,Villanova,17,
187,188,4,"Sep 24, 1977",Sat,Duke,31,@,Virginia,7,
188,189,4,"Sep 24, 1977",Sat,East Carolina,14,,Virginia Military Institute,13,
189,190,4,"Sep 24, 1977",Sat,Eastern Michigan,9,,McNeese State,7,
190,191,4,"Sep 24, 1977",Sat,Florida,24,@,Mississippi State,22,"Jackson, MS"
191,192,4,"Sep 24, 1977",Sat,Florida A&M;,28,,Alcorn State,7,
192,193,4,"Sep 24, 1977",Sat,Furman,17,@,Chattanooga,7,
193,194,4,"Sep 24, 1977",Sat,Georgia,15,@,South Carolina,13,
194,195,4,"Sep 24, 1977",Sat,Hawaii,45,,Idaho,26,
195,196,4,"Sep 24, 1977",Sat,Houston,34,@,Utah,16,
196,197,4,"Sep 24, 1977",Sat,Iowa State,35,@,Bowling Green State,21,
197,198,4,"Sep 24, 1977",Sat,Jackson State,37,@,Mississippi Valley State,13,
198,199,4,"Sep 24, 1977",Sat,Kansas,14,,Washington State,12,
199,200,4,"Sep 24, 1977",Sat,Kansas State,21,@,Wichita State,14,
200,201,4,"Sep 24, 1977",Sat,Kent State,13,,Ball State,12,
201,202,4,"Sep 24, 1977",Sat,Kentucky,28,,West Virginia,13,
202,203,4,"Sep 24, 1977",Sat,Lehigh,19,,Pennsylvania,7,
203,204,4,"Sep 24, 1977",Sat,Long Beach State,21,,Lamar,7,
204,205,4,"Sep 24, 1977",Sat,Louisiana State,77,,Rice,0,
205,206,4,"Sep 24, 1977",Sat,Louisiana Tech,21,,Illinois State,21,
206,207,4,"Sep 24, 1977",Sat,Louisiana-Lafayette,30,,Texas-Arlington,20,
207,208,4,"Sep 24, 1977",Sat,Marshall,24,,Toledo,0,
208,209,4,"Sep 24, 1977",Sat,Massachusetts,17,@,Harvard,0,
209,210,4,"Sep 24, 1977",Sat,Memphis,21,,Virginia Tech,20,
210,211,4,"Sep 24, 1977",Sat,Miami (FL),23,@,Florida State,17,
211,212,4,"Sep 24, 1977",Sat,Miami (OH),21,@,Indiana,20,
212,213,4,"Sep 24, 1977",Sat,Michigan,14,,Navy,7,
213,214,4,"Sep 24, 1977",Sat,Michigan State,34,,Wyoming,16,
214,215,4,"Sep 24, 1977",Sat,Minnesota,27,,UCLA,13,
215,216,4,"Sep 24, 1977",Sat,Montana State,24,,Fresno State,14,
216,217,4,"Sep 24, 1977",Sat,Nebraska,31,,Baylor,10,
217,218,4,"Sep 24, 1977",Sat,New Mexico State,35,,Drake,9,
218,219,4,"Sep 24, 1977",Sat,North Carolina,41,@,Northwestern,7,
219,220,4,"Sep 24, 1977",Sat,North Carolina State,41,,Wake Forest,14,
220,221,4,"Sep 24, 1977",Sat,North Texas,31,,West Texas A&M;,20,
221,222,4,"Sep 24, 1977",Sat,Northwestern State,20,@,Stephen F. Austin,6,
222,223,4,"Sep 24, 1977",Sat,Notre Dame,31,@,Purdue,24,
223,224,4,"Sep 24, 1977",Sat,Oklahoma,29,@,Ohio State,28,
224,225,4,"Sep 24, 1977",Sat,Oklahoma State,54,,Texas-El Paso,0,
225,226,4,"Sep 24, 1977",Sat,Penn State,27,,Maryland,9,
226,227,4,"Sep 24, 1977",Sat,Pittsburgh,76,@,Temple,0,
227,228,4,"Sep 24, 1977",Sat,Rutgers,10,@,Princeton,6,
228,229,4,"Sep 24, 1977",Sat,San Jose State,23,,Cal State Fullerton,12,
229,230,4,"Sep 24, 1977",Sat,Southern,46,@,Prairie View A&M;,6,
230,231,4,"Sep 24, 1977",Sat,Southern California,51,,Texas Christian,0,
231,232,4,"Sep 24, 1977",Sat,Southern Methodist,28,,Tulane,23,
232,233,4,"Sep 24, 1977",Sat,Southern Mississippi,27,@,Mississippi,19,
233,234,4,"Sep 24, 1977",Sat,Stanford,37,,Illinois,24,
234,235,4,"Sep 24, 1977",Sat,Syracuse,22,,Washington,20,
235,236,4,"Sep 24, 1977",Sat,Tennessee State,23,,Texas Southern,7,
236,237,4,"Sep 24, 1977",Sat,Texas A&M;,33,@,Texas Tech,17,
237,238,4,"Sep 24, 1977",Sat,Western Carolina,15,@,Indiana State,14,
238,239,4,"Sep 24, 1977",Sat,Western Michigan,49,,Northern Illinois,21,
239,240,4,"Sep 24, 1977",Sat,William & Mary,21,@,Louisville,7,
240,241,4,"Sep 24, 1977",Sat,Wisconsin,22,@,Oregon,10,
241,242,4,"Sep 24, 1977",Sat,Yale,23,,Connecticut,12,
242,243,5,"Sep 30, 1977",Fri,Brigham Young,54,,New Mexico,19,
243,244,5,"Sep 30, 1977",Fri,Southern California,41,,Washington State,7,
244,245,5,"Oct 1, 1977",Sat,Akron,20,,Indiana State,3,
245,246,5,"Oct 1, 1977",Sat,Alabama,18,,Georgia,10,
246,247,5,"Oct 1, 1977",Sat,Appalachian State,28,,Marshall,20,
247,248,5,"Oct 1, 1977",Sat,Arkansas,42,@,Texas Christian,6,
248,249,5,"Oct 1, 1977",Sat,Arkansas State,18,,Texas A&M-Commerce;,17,
249,250,5,"Oct 1, 1977",Sat,Auburn,21,,Mississippi,15,
250,251,5,"Oct 1, 1977",Sat,Ball State,28,,Central Michigan,12,
251,252,5,"Oct 1, 1977",Sat,Bowling Green State,34,,Western Michigan,14,
252,253,5,"Oct 1, 1977",Sat,Brown,10,,Princeton,7,
253,254,5,"Oct 1, 1977",Sat,Cal State Fullerton,45,,Cal State Northridge,14,
254,255,5,"Oct 1, 1977",Sat,California,52,,San Jose State,3,
255,256,5,"Oct 1, 1977",Sat,Chattanooga,38,,Middle Tennessee State,7,
256,257,5,"Oct 1, 1977",Sat,Cincinnati,17,,Southern Mississippi,6,
257,258,5,"Oct 1, 1977",Sat,Citadel,13,,Presbyterian,7,
258,259,5,"Oct 1, 1977",Sat,Clemson,31,@,Virginia Tech,13,
259,260,5,"Oct 1, 1977",Sat,Colgate,38,@,Harvard,21,
260,261,5,"Oct 1, 1977",Sat,Colorado,31,@,Army,0,
261,262,5,"Oct 1, 1977",Sat,Colorado State,44,,Utah,3,
262,263,5,"Oct 1, 1977",Sat,Columbia,30,,Pennsylvania,18,
263,264,5,"Oct 1, 1977",Sat,Dartmouth,38,@,Boston University,0,
264,265,5,"Oct 1, 1977",Sat,Duke,28,,Navy,16,
265,266,5,"Oct 1, 1977",Sat,Eastern Michigan,17,,Toledo,7,
266,267,5,"Oct 1, 1977",Sat,Florida State,25,@,Oklahoma State,17,
267,268,5,"Oct 1, 1977",Sat,Fresno State,52,@,Cal Poly,3,
268,269,5,"Oct 1, 1977",Sat,Georgia Tech,30,,Air Force,3,
269,270,5,"Oct 1, 1977",Sat,Grambling State,70,,Prairie View A&M;,7,
270,271,5,"Oct 1, 1977",Sat,Hawaii,20,,Louisiana-Lafayette,6,
271,272,5,"Oct 1, 1977",Sat,Houston,28,,Baylor,24,
272,273,5,"Oct 1, 1977",Sat,Illinois State,16,,Northern Illinois,7,
273,274,5,"Oct 1, 1977",Sat,Iowa State,17,,Dayton,13,
274,275,5,"Oct 1, 1977",Sat,Jackson State,31,@,Arkansas-Pine Bluff,0,
275,276,5,"Oct 1, 1977",Sat,Kent State,44,@,Ohio,23,
276,277,5,"Oct 1, 1977",Sat,Kentucky,24,@,Penn State,20,
277,278,5,"Oct 1, 1977",Sat,Long Beach State,27,@,Drake,10,
278,279,5,"Oct 1, 1977",Sat,Louisiana State,36,,Florida,14,
279,280,5,"Oct 1, 1977",Sat,Louisiana Tech,14,@,McNeese State,7,
280,281,5,"Oct 1, 1977",Sat,Louisville,14,@,Memphis,13,
281,282,5,"Oct 1, 1977",Sat,Miami (FL),24,,Pacific,3,
282,283,5,"Oct 1, 1977",Sat,Miami (OH),28,@,Yale,14,
283,284,5,"Oct 1, 1977",Sat,Michigan,41,,Texas A&M;,3,
284,285,5,"Oct 1, 1977",Sat,Minnesota,19,,Washington,17,
285,286,5,"Oct 1, 1977",Sat,Mississippi State,24,@,Kansas State,21,
286,287,5,"Oct 1, 1977",Sat,Mississippi Valley State,35,,Southern,13,
287,288,5,"Oct 1, 1977",Sat,Missouri,15,@,Arizona State,0,
288,289,5,"Oct 1, 1977",Sat,Nebraska,31,,Indiana,13,
289,290,5,"Oct 1, 1977",Sat,North Carolina State,24,,Maryland,20,
290,291,5,"Oct 1, 1977",Sat,North Texas,47,@,Richmond,14,
291,292,5,"Oct 1, 1977",Sat,Northwestern State,13,@,Louisiana-Monroe,0,
292,293,5,"Oct 1, 1977",Sat,Notre Dame,16,,Michigan State,6,
293,294,5,"Oct 1, 1977",Sat,Ohio State,35,@,Southern Methodist,7,
294,295,5,"Oct 1, 1977",Sat,Oklahoma,24,,Kansas,9,
295,296,5,"Oct 1, 1977",Sat,Pittsburgh,45,@,Boston College,7,
296,297,5,"Oct 1, 1977",Sat,Purdue,26,,Wake Forest,17,
297,298,5,"Oct 1, 1977",Sat,Rutgers,30,@,Cornell,14,
298,299,5,"Oct 1, 1977",Sat,San Diego State,19,,Utah State,0,
299,300,5,"Oct 1, 1977",Sat,South Carolina,19,,East Carolina,16,
300,301,5,"Oct 1, 1977",Sat,South Carolina State,31,@,Alcorn State,7,
301,302,5,"Oct 1, 1977",Sat,Southern Illinois,9,,Lamar,5,
302,303,5,"Oct 1, 1977",Sat,Stanford,20,,Oregon,10,
303,304,5,"Oct 1, 1977",Sat,Syracuse,30,@,Illinois,20,
304,305,5,"Oct 1, 1977",Sat,Temple,6,@,Delaware,3,
305,306,5,"Oct 1, 1977",Sat,Tennessee,41,,Oregon State,10,
306,307,5,"Oct 1, 1977",Sat,Tennessee State,17,,Central State,0,
307,308,5,"Oct 1, 1977",Sat,Texas,72,,Rice,15,
308,309,5,"Oct 1, 1977",Sat,Texas A&M-Kingsville;,28,@,Texas Southern,13,
309,310,5,"Oct 1, 1977",Sat,Texas Tech,10,@,North Carolina,7,
310,311,5,"Oct 1, 1977",Sat,Texas-Arlington,17,@,West Texas A&M;,13,
311,312,5,"Oct 1, 1977",Sat,Texas-El Paso,23,,New Mexico State,21,
312,313,5,"Oct 1, 1977",Sat,Tulane,36,,Vanderbilt,7,
313,314,5,"Oct 1, 1977",Sat,UCLA,34,,Iowa,16,
314,315,5,"Oct 1, 1977",Sat,West Virginia,13,@,Virginia,0,
315,316,5,"Oct 1, 1977",Sat,Western Carolina,24,,Furman,24,
316,317,5,"Oct 1, 1977",Sat,Wichita State,38,@,Tulsa,26,
317,318,5,"Oct 1, 1977",Sat,William & Mary,28,,Villanova,8,
318,319,5,"Oct 1, 1977",Sat,Wisconsin,19,,Northwestern,7,
319,320,5,"Oct 1, 1977",Sat,Wyoming,13,,Arizona,12,
320,321,6,"Oct 8, 1977",Sat,Alabama,21,@,Southern California,20,
321,322,6,"Oct 8, 1977",Sat,Arizona State,45,@,New Mexico,24,
322,323,6,"Oct 8, 1977",Sat,Arkansas State,10,@,Lamar,6,
323,324,6,"Oct 8, 1977",Sat,Army,34,,Villanova,32,
324,325,6,"Oct 8, 1977",Sat,Ball State,27,,Illinois State,16,
325,326,6,"Oct 8, 1977",Sat,Baylor,9,,Southern Methodist,6,
326,327,6,"Oct 8, 1977",Sat,Boston College,30,,Tulane,28,
327,328,6,"Oct 8, 1977",Sat,Bowling Green State,21,,Toledo,13,
328,329,6,"Oct 8, 1977",Sat,Cal State Fullerton,31,@,Louisiana-Monroe,10,
329,330,6,"Oct 8, 1977",Sat,Central Michigan,25,@,Northern Illinois,21,
330,331,6,"Oct 8, 1977",Sat,Chattanooga,21,@,Western Carolina,10,
331,332,6,"Oct 8, 1977",Sat,Clemson,31,,Virginia,0,
332,333,6,"Oct 8, 1977",Sat,Colgate,31,@,Holy Cross,14,
333,334,6,"Oct 8, 1977",Sat,Colorado,29,,Oklahoma State,13,
334,335,6,"Oct 8, 1977",Sat,Colorado State,31,@,Texas-El Paso,14,
335,336,6,"Oct 8, 1977",Sat,Dartmouth,3,@,Yale,0,
336,337,6,"Oct 8, 1977",Sat,Delaware,23,,Citadel,7,
337,338,6,"Oct 8, 1977",Sat,Duke,25,@,South Carolina,21,
338,339,6,"Oct 8, 1977",Sat,East Carolina,33,,Southern Illinois,0,
339,340,6,"Oct 8, 1977",Sat,East Tennessee State,38,,Appalachian State,20,
340,341,6,"Oct 8, 1977",Sat,Eastern Michigan,31,,Ohio,14,
341,342,6,"Oct 8, 1977",Sat,Florida State,14,,Cincinnati,0,
342,343,6,"Oct 8, 1977",Sat,Fresno State,34,,San Diego State,14,
343,344,6,"Oct 8, 1977",Sat,Georgia,14,,Mississippi,13,
344,345,6,"Oct 8, 1977",Sat,Georgia Tech,24,@,Tennessee,8,
345,346,6,"Oct 8, 1977",Sat,Harvard,17,@,Cornell,7,
