,Rank,Week,Date,Day,Winner,Winner_Pts,At,Loser,Loser_Pts,Notes
0,1,1,"Sep 1, 1978",Fri,Penn State,10,@,Temple,7,
1,2,1,"Sep 2, 1978",Sat,Alabama,20,,Nebraska,3,"Birmingham, AL"
2,3,1,"Sep 2, 1978",Sat,Drake,25,,Texas-Arlington,23,
3,4,1,"Sep 2, 1978",Sat,East Carolina,14,@,Western Carolina,6,
4,5,1,"Sep 2, 1978",Sat,Mississippi State,28,,West Texas A&M;,0,"Jackson, MS"
5,6,1,"Sep 2, 1978",Sat,North Texas,49,,Texas-El Paso,0,
6,7,1,"Sep 2, 1978",Sat,Northern Michigan,30,,Eastern Michigan,3,
7,8,1,"Sep 2, 1978",Sat,Southern Mississippi,10,@,Richmond,7,
8,9,1,"Sep 2, 1978",Sat,Tulsa,21,,Arkansas State,20,
9,10,1,"Sep 3, 1978",Sun,Utah State,10,,Idaho State,0,"Osaka, Japan"
10,11,2,"Sep 9, 1978",Sat,Air Force,34,@,Texas-El Paso,25,
11,12,2,"Sep 9, 1978",Sat,Appalachian State,35,,Wofford,14,
12,13,2,"Sep 9, 1978",Sat,Arizona,31,,Kansas State,0,
13,14,2,"Sep 9, 1978",Sat,Arizona State,42,,Pacific,7,
14,15,2,"Sep 9, 1978",Sat,Ball State,38,,Miami (OH),14,
15,16,2,"Sep 9, 1978",Sat,Boise State,42,,Cal State Fullerton,12,
16,17,2,"Sep 9, 1978",Sat,Brigham Young,10,@,Oregon State,6,
17,18,2,"Sep 9, 1978",Sat,Central Michigan,41,,Kent State,0,
18,19,2,"Sep 9, 1978",Sat,Chattanooga,42,@,Western Kentucky,15,
19,20,2,"Sep 9, 1978",Sat,Citadel,28,,Presbyterian,17,
20,21,2,"Sep 9, 1978",Sat,Colorado,24,,Oregon,7,
21,22,2,"Sep 9, 1978",Sat,Drake,38,,Southern Illinois,14,
22,23,2,"Sep 9, 1978",Sat,Duke,28,,Georgia Tech,10,
23,24,2,"Sep 9, 1978",Sat,Florida State,28,@,Syracuse,0,
24,25,2,"Sep 9, 1978",Sat,Hawaii,22,,New Mexico,16,
25,26,2,"Sep 9, 1978",Sat,Holy Cross,19,,New Hampshire,14,
26,27,2,"Sep 9, 1978",Sat,Iowa State,23,@,Rice,19,
27,28,2,"Sep 9, 1978",Sat,Long Beach State,10,@,Louisiana-Lafayette,0,
28,29,2,"Sep 9, 1978",Sat,Louisiana-Monroe,3,,Nicholls State,0,
29,30,2,"Sep 9, 1978",Sat,Louisville,54,,South Dakota State,7,
30,31,2,"Sep 9, 1978",Sat,Marshall,17,@,Toledo,0,
31,32,2,"Sep 9, 1978",Sat,Maryland,31,,Tulane,7,
32,33,2,"Sep 9, 1978",Sat,McNeese State,21,,Fresno State,16,
33,34,2,"Sep 9, 1978",Sat,Mississippi,14,,Memphis,7,"Jackson, MS"
34,35,2,"Sep 9, 1978",Sat,Mississippi State,17,@,North Texas,5,"Irving, TX"
35,36,2,"Sep 9, 1978",Sat,Missouri,3,@,Notre Dame,0,
36,37,2,"Sep 9, 1978",Sat,Nebraska,36,,California,26,
37,38,2,"Sep 9, 1978",Sat,New Mexico State,14,@,Indiana State,9,
38,39,2,"Sep 9, 1978",Sat,North Carolina State,29,,East Carolina,13,
39,40,2,"Sep 9, 1978",Sat,Northwestern,0,,Illinois,0,
40,41,2,"Sep 9, 1978",Sat,Northwestern State,21,,Lamar,17,
41,42,2,"Sep 9, 1978",Sat,Ohio,23,,Eastern Michigan,22,
42,43,2,"Sep 9, 1978",Sat,Oklahoma,35,@,Stanford,29,
43,44,2,"Sep 9, 1978",Sat,Penn State,26,,Rutgers,10,
44,45,2,"Sep 9, 1978",Sat,San Jose State,31,,Idaho,14,
45,46,2,"Sep 9, 1978",Sat,South Carolina,45,,Furman,10,
46,47,2,"Sep 9, 1978",Sat,Southern California,17,,Texas Tech,9,
47,48,2,"Sep 9, 1978",Sat,Southern Methodist,45,,Texas Christian,14,
48,49,2,"Sep 9, 1978",Sat,Southern Mississippi,21,@,Arkansas State,6,"Little Rock, AR"
49,50,2,"Sep 9, 1978",Sat,Tennessee Tech,22,@,Western Carolina,20,
50,51,2,"Sep 9, 1978",Sat,Texas A&M;,37,@,Kansas,10,
51,52,2,"Sep 9, 1978",Sat,Tulsa,35,@,Virginia Tech,33,
52,53,2,"Sep 9, 1978",Sat,UCLA,10,@,Washington,7,
53,54,2,"Sep 9, 1978",Sat,Utah,56,,Idaho State,0,
54,55,2,"Sep 9, 1978",Sat,Villanova,35,,Bowling Green State,28,
55,56,2,"Sep 9, 1978",Sat,Wake Forest,14,,Virginia,0,
56,57,2,"Sep 9, 1978",Sat,Washington State,34,,Nevada-Las Vegas,7,"Spokane, WA"
57,58,2,"Sep 9, 1978",Sat,West Texas A&M;,18,@,Texas-Arlington,10,
58,59,2,"Sep 9, 1978",Sat,West Virginia,14,,Richmond,12,
59,60,2,"Sep 9, 1978",Sat,Western Michigan,27,,Illinois State,17,
60,61,2,"Sep 9, 1978",Sat,Wichita State,20,,Oklahoma State,10,
61,62,2,"Sep 9, 1978",Sat,William & Mary,10,,Virginia Military Institute,3,
62,63,3,"Sep 16, 1978",Sat,Air Force,18,@,Boston College,7,
63,64,3,"Sep 16, 1978",Sat,Alabama,38,@,Missouri,20,
64,65,3,"Sep 16, 1978",Sat,Appalachian State,28,@,Marshall,7,
65,66,3,"Sep 16, 1978",Sat,Arizona,21,,Oregon State,7,
66,67,3,"Sep 16, 1978",Sat,Arizona State,24,,Brigham Young,17,
67,68,3,"Sep 16, 1978",Sat,Arkansas,48,,Vanderbilt,17,"Little Rock, AR"
68,69,3,"Sep 16, 1978",Sat,Army,24,,Lafayette,14,
69,70,3,"Sep 16, 1978",Sat,Auburn,45,@,Kansas State,32,
70,71,3,"Sep 16, 1978",Sat,Ball State,27,,Kent State,3,
71,72,3,"Sep 16, 1978",Sat,Boise State,19,,Long Beach State,13,
72,73,3,"Sep 16, 1978",Sat,Bowling Green State,43,@,Eastern Michigan,6,
73,74,3,"Sep 16, 1978",Sat,Cal State Fullerton,35,,Santa Clara,20,
74,75,3,"Sep 16, 1978",Sat,California,34,@,Georgia Tech,22,
75,76,3,"Sep 16, 1978",Sat,California-Davis,31,@,Pacific,14,
76,77,3,"Sep 16, 1978",Sat,Central Michigan,37,@,Miami (OH),18,
77,78,3,"Sep 16, 1978",Sat,Chattanooga,12,@,Louisiana Tech,7,
78,79,3,"Sep 16, 1978",Sat,Cincinnati,26,,Southern Mississippi,14,
79,80,3,"Sep 16, 1978",Sat,Clemson,58,,Citadel,3,
80,81,3,"Sep 16, 1978",Sat,Colorado,17,,Miami (FL),7,
81,82,3,"Sep 16, 1978",Sat,East Tennessee State,21,,Western Carolina,14,
82,83,3,"Sep 16, 1978",Sat,Florida State,38,,Oklahoma State,20,
83,84,3,"Sep 16, 1978",Sat,Fresno State,55,@,Weber State,14,
84,85,3,"Sep 16, 1978",Sat,Furman,31,,Carson-Newman,14,
85,86,3,"Sep 16, 1978",Sat,Georgia,16,,Baylor,14,
86,87,3,"Sep 16, 1978",Sat,Holy Cross,27,@,Colgate,14,
87,88,3,"Sep 16, 1978",Sat,Indiana State,31,,Western Illinois,20,
88,89,3,"Sep 16, 1978",Sat,Iowa,20,,Northwestern,3,
89,90,3,"Sep 16, 1978",Sat,Iowa State,14,,San Diego State,13,
90,91,3,"Sep 16, 1978",Sat,Kentucky,14,,South Carolina,14,
91,92,3,"Sep 16, 1978",Sat,Louisiana State,24,,Indiana,17,
92,93,3,"Sep 16, 1978",Sat,Louisiana-Monroe,21,,Arkansas State,13,
93,94,3,"Sep 16, 1978",Sat,Maryland,24,@,Louisville,17,
94,95,3,"Sep 16, 1978",Sat,McNeese State,45,@,West Texas A&M;,13,
95,96,3,"Sep 16, 1978",Sat,Memphis,17,,Houston,3,
96,97,3,"Sep 16, 1978",Sat,Michigan,31,,Illinois,0,
97,98,3,"Sep 16, 1978",Sat,Minnesota,38,,Toledo,12,
98,99,3,"Sep 16, 1978",Sat,Navy,32,@,Virginia,0,
99,100,3,"Sep 16, 1978",Sat,Nebraska,56,,Hawaii,10,
100,101,3,"Sep 16, 1978",Sat,Nevada,23,@,Nevada-Las Vegas,14,
101,102,3,"Sep 16, 1978",Sat,New Mexico,16,@,Wichita State,14,
102,103,3,"Sep 16, 1978",Sat,New Mexico State,35,,Texas-El Paso,32,
103,104,3,"Sep 16, 1978",Sat,North Carolina,14,,East Carolina,10,
104,105,3,"Sep 16, 1978",Sat,North Carolina State,27,,Syracuse,19,
105,106,3,"Sep 16, 1978",Sat,North Texas,28,,Texas-Arlington,23,"Irving, TX"
106,107,3,"Sep 16, 1978",Sat,Northwestern State,21,@,Stephen F. Austin,14,
107,108,3,"Sep 16, 1978",Sat,Oklahoma,52,,West Virginia,10,
108,109,3,"Sep 16, 1978",Sat,Penn State,19,@,Ohio State,0,
109,110,3,"Sep 16, 1978",Sat,Pittsburgh,24,@,Tulane,6,
110,111,3,"Sep 16, 1978",Sat,Purdue,21,,Michigan State,14,
111,112,3,"Sep 16, 1978",Sat,Southern California,37,@,Oregon,10,
112,113,3,"Sep 16, 1978",Sat,Southern Illinois,22,@,Lamar,20,
113,114,3,"Sep 16, 1978",Sat,Southern Methodist,35,@,Florida,25,"Orlando, FL"
114,115,3,"Sep 16, 1978",Sat,Stanford,38,,San Jose State,9,
115,116,3,"Sep 16, 1978",Sat,Temple,36,@,Drake,29,
116,117,3,"Sep 16, 1978",Sat,Texas,34,@,Rice,0,
117,118,3,"Sep 16, 1978",Sat,Tulsa,10,,Louisiana-Lafayette,3,
118,119,3,"Sep 16, 1978",Sat,UCLA,13,@,Tennessee,0,
119,120,3,"Sep 16, 1978",Sat,Utah State,21,@,Colorado State,20,
120,121,3,"Sep 16, 1978",Sat,Villanova,25,@,Massachusetts,21,
121,122,3,"Sep 16, 1978",Sat,Virginia Military Institute,25,,Bucknell,14,
122,123,3,"Sep 16, 1978",Sat,Virginia Tech,28,@,Wake Forest,6,
123,124,3,"Sep 16, 1978",Sat,Washington,31,,Kansas,2,
124,125,3,"Sep 16, 1978",Sat,Washington State,28,,Idaho,0,
125,126,3,"Sep 16, 1978",Sat,Western Kentucky,28,@,Illinois State,6,
126,127,3,"Sep 16, 1978",Sat,Western Michigan,44,@,Northern Illinois,30,
127,128,3,"Sep 16, 1978",Sat,William & Mary,27,@,Connecticut,3,
128,129,3,"Sep 16, 1978",Sat,Wisconsin,7,,Richmond,6,
129,130,3,"Sep 16, 1978",Sat,Wyoming,30,,South Dakota,11,
130,131,4,"Sep 23, 1978",Sat,Alcorn State,24,,Central Michigan,16,
131,132,4,"Sep 23, 1978",Sat,Appalachian State,24,,Richmond,19,
132,133,4,"Sep 23, 1978",Sat,Arkansas,19,@,Oklahoma State,7,
133,134,4,"Sep 23, 1978",Sat,Arkansas State,10,,Drake,0,
134,135,4,"Sep 23, 1978",Sat,Auburn,18,@,Virginia Tech,7,
135,136,4,"Sep 23, 1978",Sat,Ball State,20,,Toledo,0,
136,137,4,"Sep 23, 1978",Sat,Bowling Green State,49,,Grand Valley State,3,
137,138,4,"Sep 23, 1978",Sat,Brigham Young,32,,Colorado State,6,
138,139,4,"Sep 23, 1978",Sat,Cal Poly,41,,Cal State Fullerton,27,
139,140,4,"Sep 23, 1978",Sat,California,24,,Pacific,6,
140,141,4,"Sep 23, 1978",Sat,Chattanooga,27,@,Marshall,23,
141,142,4,"Sep 23, 1978",Sat,Citadel,14,,Virginia Military Institute,3,
142,143,4,"Sep 23, 1978",Sat,Colorado,22,,San Jose State,7,
143,144,4,"Sep 23, 1978",Sat,Columbia,21,@,Harvard,19,
144,145,4,"Sep 23, 1978",Sat,Dartmouth,31,,Pennsylvania,21,
145,146,4,"Sep 23, 1978",Sat,Duke,16,,South Carolina,12,
146,147,4,"Sep 23, 1978",Sat,East Carolina,38,@,Louisiana-Lafayette,9,
147,148,4,"Sep 23, 1978",Sat,Eastern Michigan,27,,Indiana State,8,
148,149,4,"Sep 23, 1978",Sat,Florida State,31,@,Miami (FL),21,
149,150,4,"Sep 23, 1978",Sat,Georgia,12,,Clemson,0,
150,151,4,"Sep 23, 1978",Sat,Georgia Tech,27,,Tulane,17,
151,152,4,"Sep 23, 1978",Sat,Holy Cross,35,@,Air Force,18,
152,153,4,"Sep 23, 1978",Sat,Houston,42,,Utah,25,
153,154,4,"Sep 23, 1978",Sat,Indiana,14,,Washington,7,
154,155,4,"Sep 23, 1978",Sat,Iowa State,31,@,Iowa,0,
155,156,4,"Sep 23, 1978",Sat,Kansas,28,,UCLA,24,
156,157,4,"Sep 23, 1978",Sat,Kent State,34,,Illinois State,3,
157,158,4,"Sep 23, 1978",Sat,Kentucky,25,,Baylor,21,
158,159,4,"Sep 23, 1978",Sat,Lamar,20,,Stephen F. Austin,18,
159,160,4,"Sep 23, 1978",Sat,Lehigh,38,,Colgate,7,
160,161,4,"Sep 23, 1978",Sat,Louisiana State,13,,Wake Forest,11,
161,162,4,"Sep 23, 1978",Sat,Louisiana Tech,28,@,Texas-Arlington,21,
162,163,4,"Sep 23, 1978",Sat,Louisiana-Monroe,27,,Northern Illinois,10,
163,164,4,"Sep 23, 1978",Sat,Louisville,28,@,Cincinnati,14,
164,165,4,"Sep 23, 1978",Sat,Maryland,21,@,North Carolina,20,
165,166,4,"Sep 23, 1978",Sat,Miami (OH),7,,Western Michigan,3,
166,167,4,"Sep 23, 1978",Sat,Michigan,28,@,Notre Dame,14,
167,168,4,"Sep 23, 1978",Sat,Michigan State,49,,Syracuse,21,
168,169,4,"Sep 23, 1978",Sat,Mississippi State,44,@,Memphis,14,
169,170,4,"Sep 23, 1978",Sat,Missouri,45,,Mississippi,14,
170,171,4,"Sep 23, 1978",Sat,Navy,30,@,Connecticut,0,
171,172,4,"Sep 23, 1978",Sat,New Mexico,24,,Nevada-Las Vegas,0,
172,173,4,"Sep 23, 1978",Sat,North Carolina State,29,,West Virginia,15,
173,174,4,"Sep 23, 1978",Sat,North Texas,22,@,New Mexico State,21,
174,175,4,"Sep 23, 1978",Sat,Northwestern State,10,,McNeese State,7,
175,176,4,"Sep 23, 1978",Sat,Ohio State,27,@,Minnesota,10,
176,177,4,"Sep 23, 1978",Sat,Oklahoma,66,,Rice,7,
177,178,4,"Sep 23, 1978",Sat,Oregon State,13,,Tennessee,13,
178,179,4,"Sep 23, 1978",Sat,Penn State,26,,Southern Methodist,21,
179,180,4,"Sep 23, 1978",Sat,Pittsburgh,20,,Temple,12,
180,181,4,"Sep 23, 1978",Sat,Princeton,14,,Cornell,14,
181,182,4,"Sep 23, 1978",Sat,Purdue,24,,Ohio,0,
182,183,4,"Sep 23, 1978",Sat,Rutgers,27,@,Bucknell,13,
183,184,4,"Sep 23, 1978",Sat,Southern California,24,@,Alabama,14,"Birmingham, AL"
184,185,4,"Sep 23, 1978",Sat,Southern Illinois,17,,West Texas A&M;,3,
185,186,4,"Sep 23, 1978",Sat,Stanford,35,@,Illinois,10,
186,187,4,"Sep 23, 1978",Sat,Texas,17,,Wyoming,3,
187,188,4,"Sep 23, 1978",Sat,Texas A&M;,37,@,Boston College,2,
188,189,4,"Sep 23, 1978",Sat,Texas Christian,14,@,Oregon,10,
189,190,4,"Sep 23, 1978",Sat,Texas Tech,41,,Arizona,26,
190,191,4,"Sep 23, 1978",Sat,Texas-El Paso,31,,San Diego State,24,
191,192,4,"Sep 23, 1978",Sat,Tulsa,24,,Kansas State,14,
192,193,4,"Sep 23, 1978",Sat,Utah State,45,,Fresno State,22,
193,194,4,"Sep 23, 1978",Sat,Vanderbilt,17,,Furman,10,
194,195,4,"Sep 23, 1978",Sat,Virginia,21,@,Army,17,
195,196,4,"Sep 23, 1978",Sat,Washington State,51,,Arizona State,26,"Spokane, WA"
196,197,4,"Sep 23, 1978",Sat,Western Carolina,17,,Elon,7,
197,198,4,"Sep 23, 1978",Sat,Wichita State,28,,Idaho,6,
198,199,4,"Sep 23, 1978",Sat,William & Mary,21,@,Villanova,17,
199,200,4,"Sep 23, 1978",Sat,Wisconsin,28,@,Northwestern,7,
200,201,4,"Sep 23, 1978",Sat,Yale,21,@,Brown,0,
201,202,5,"Sep 29, 1978",Fri,Pennsylvania,21,,Lehigh,13,
202,203,5,"Sep 29, 1978",Fri,Southern California,30,,Michigan State,9,
203,204,5,"Sep 30, 1978",Sat,Alabama,51,,Vanderbilt,28,
204,205,5,"Sep 30, 1978",Sat,Arizona,23,,Iowa,3,
205,206,5,"Sep 30, 1978",Sat,Arizona State,27,,Texas-El Paso,0,
206,207,5,"Sep 30, 1978",Sat,Arkansas,21,,Tulsa,13,
207,208,5,"Sep 30, 1978",Sat,Auburn,29,,Tennessee,10,"Birmingham, AL"
208,209,5,"Sep 30, 1978",Sat,Ball State,27,@,Central Michigan,0,
209,210,5,"Sep 30, 1978",Sat,Brigham Young,27,@,New Mexico,23,
210,211,5,"Sep 30, 1978",Sat,Cal Poly,24,@,Fresno State,12,
211,212,5,"Sep 30, 1978",Sat,California,28,@,West Virginia,21,
212,213,5,"Sep 30, 1978",Sat,Chattanooga,14,,Middle Tennessee State,14,
213,214,5,"Sep 30, 1978",Sat,Clemson,31,,Villanova,0,
214,215,5,"Sep 30, 1978",Sat,Colorado,55,,Northwestern,7,
215,216,5,"Sep 30, 1978",Sat,Columbia,21,,Lafayette,0,
216,217,5,"Sep 30, 1978",Sat,Cornell,21,@,Colgate,12,
217,218,5,"Sep 30, 1978",Sat,Dayton,10,,Miami (OH),10,
218,219,5,"Sep 30, 1978",Sat,East Carolina,23,@,Texas-Arlington,17,
219,220,5,"Sep 30, 1978",Sat,Eastern Michigan,17,@,Toledo,12,
220,221,5,"Sep 30, 1978",Sat,Florida,34,,Mississippi State,0,
221,222,5,"Sep 30, 1978",Sat,Furman,52,@,Appalachian State,34,
222,223,5,"Sep 30, 1978",Sat,Georgia Tech,28,,Citadel,0,
223,224,5,"Sep 30, 1978",Sat,Harvard,10,,Massachusetts,0,
224,225,5,"Sep 30, 1978",Sat,Hawaii,42,,Cal State Fullerton,33,
225,226,5,"Sep 30, 1978",Sat,Holy Cross,35,,Dartmouth,0,
226,227,5,"Sep 30, 1978",Sat,Houston,27,@,Florida State,21,
227,228,5,"Sep 30, 1978",Sat,Illinois,28,@,Syracuse,14,
228,229,5,"Sep 30, 1978",Sat,Iowa State,35,,Drake,7,
229,230,5,"Sep 30, 1978",Sat,Kansas State,34,,Air Force,21,
