,Rank,Week,Date,Day,Winner,Winner_Pts,At,Loser,Loser_Pts,Notes
0,1,1,"Aug 28, 2008",Thu,Ball State,48,,Northeastern,14,
1,2,1,"Aug 28, 2008",Thu,Buffalo,42,,Texas-El Paso,17,
2,3,1,"Aug 28, 2008",Thu,Central Michigan,31,,Eastern Illinois,12,
3,4,1,"Aug 28, 2008",Thu,Cincinnati,40,,Eastern Kentucky,7,
4,5,1,"Aug 28, 2008",Thu,Connecticut,35,,Hofstra,3,
5,6,1,"Aug 28, 2008",Thu,Eastern Michigan,52,,Indiana State,0,
6,7,1,"Aug 28, 2008",Thu,Georgia Tech,41,,Jacksonville State,14,
7,8,1,"Aug 28, 2008",Thu,Iowa State,44,,South Dakota State,17,
8,9,1,"Aug 28, 2008",Thu,Miami (FL),52,,Charleston Southern,7,
9,10,1,"Aug 28, 2008",Thu,South Carolina,34,,North Carolina State,0,
10,11,1,"Aug 28, 2008",Thu,Stanford,36,,Oregon State,28,
11,12,1,"Aug 28, 2008",Thu,Troy,31,@,Middle Tennessee State,17,
12,13,1,"Aug 28, 2008",Thu,Vanderbilt,34,@,Miami (OH),13,
13,14,1,"Aug 28, 2008",Thu,Wake Forest,41,@,Baylor,13,
14,15,1,"Aug 29, 2008",Fri,Rice,56,,Southern Methodist,27,
15,16,1,"Aug 29, 2008",Fri,Temple,35,@,Army,7,
16,17,1,"Aug 30, 2008",Sat,Air Force,41,,Southern Utah,7,
17,18,1,"Aug 30, 2008",Sat,Alabama,34,,Clemson,10,"Atlanta, GA"
18,19,1,"Aug 30, 2008",Sat,Arizona,70,,Idaho,0,
19,20,1,"Aug 30, 2008",Sat,Arizona State,30,,Northern Arizona,13,
20,21,1,"Aug 30, 2008",Sat,Arkansas,28,,Western Illinois,24,
21,22,1,"Aug 30, 2008",Sat,Arkansas State,18,@,Texas A&M;,14,
22,23,1,"Aug 30, 2008",Sat,Auburn,34,,Louisiana-Monroe,0,
23,24,1,"Aug 30, 2008",Sat,Boise State,49,,Idaho State,7,
24,25,1,"Aug 30, 2008",Sat,Boston College,21,@,Kent State,0,"Cleveland, OH"
25,26,1,"Aug 30, 2008",Sat,Bowling Green State,27,@,Pittsburgh,17,
26,27,1,"Aug 30, 2008",Sat,Brigham Young,41,,Northern Iowa,17,
27,28,1,"Aug 30, 2008",Sat,Cal Poly,29,@,San Diego State,27,
28,29,1,"Aug 30, 2008",Sat,California,38,,Michigan State,31,
29,30,1,"Aug 30, 2008",Sat,Central Florida,17,,South Carolina State,0,
30,31,1,"Aug 30, 2008",Sat,Duke,31,,James Madison,7,
31,32,1,"Aug 30, 2008",Sat,East Carolina,27,,Virginia Tech,22,"Charlotte, NC"
32,33,1,"Aug 30, 2008",Sat,Florida,56,,Hawaii,10,
33,34,1,"Aug 30, 2008",Sat,Georgia,45,,Georgia Southern,21,
34,35,1,"Aug 30, 2008",Sat,Houston,55,,Southern,3,
35,36,1,"Aug 30, 2008",Sat,Indiana,31,,Western Kentucky,13,
36,37,1,"Aug 30, 2008",Sat,Iowa,46,,Maine,3,
37,38,1,"Aug 30, 2008",Sat,Kansas,40,,Florida International,10,
38,39,1,"Aug 30, 2008",Sat,Kansas State,45,,North Texas,6,
39,40,1,"Aug 30, 2008",Sat,Louisiana State,41,,Appalachian State,13,
40,41,1,"Aug 30, 2008",Sat,Louisiana Tech,22,,Mississippi State,14,
41,42,1,"Aug 30, 2008",Sat,Marshall,35,,Illinois State,10,
42,43,1,"Aug 30, 2008",Sat,Maryland,14,,Delaware,7,
43,44,1,"Aug 30, 2008",Sat,Minnesota,31,,Northern Illinois,27,
44,45,1,"Aug 30, 2008",Sat,Mississippi,41,,Memphis,24,
45,46,1,"Aug 30, 2008",Sat,Missouri,52,,Illinois,42,"St. Louis, MO"
46,47,1,"Aug 30, 2008",Sat,Navy,41,,Towson,13,
47,48,1,"Aug 30, 2008",Sat,Nebraska,47,,Western Michigan,24,
48,49,1,"Aug 30, 2008",Sat,Nevada,49,,Grambling State,13,
49,50,1,"Aug 30, 2008",Sat,Nevada-Las Vegas,27,,Utah State,17,
50,51,1,"Aug 30, 2008",Sat,North Carolina,35,,McNeese State,27,
51,52,1,"Aug 30, 2008",Sat,Northwestern,30,,Syracuse,10,
52,53,1,"Aug 30, 2008",Sat,Ohio State,43,,Youngstown State,0,
53,54,1,"Aug 30, 2008",Sat,Oklahoma,57,,Chattanooga,2,
54,55,1,"Aug 30, 2008",Sat,Oklahoma State,39,@,Washington State,13,"Seattle, WA"
55,56,1,"Aug 30, 2008",Sat,Oregon,44,,Washington,10,
56,57,1,"Aug 30, 2008",Sat,Penn State,66,,Coastal Carolina,10,
57,58,1,"Aug 30, 2008",Sat,San Jose State,13,,California-Davis,10,
58,59,1,"Aug 30, 2008",Sat,South Florida,56,,Tennessee-Martin,7,
59,60,1,"Aug 30, 2008",Sat,Southern California,52,@,Virginia,7,
60,61,1,"Aug 30, 2008",Sat,Southern Mississippi,51,,Louisiana-Lafayette,21,
61,62,1,"Aug 30, 2008",Sat,Texas,52,,Florida Atlantic,10,
62,63,1,"Aug 30, 2008",Sat,Texas Christian,26,@,New Mexico,3,
63,64,1,"Aug 30, 2008",Sat,Texas Tech,49,,Eastern Washington,24,
64,65,1,"Aug 30, 2008",Sat,Tulsa,45,@,Alabama-Birmingham,22,
65,66,1,"Aug 30, 2008",Sat,Utah,25,@,Michigan,23,
66,67,1,"Aug 30, 2008",Sat,West Virginia,48,,Villanova,21,
67,68,1,"Aug 30, 2008",Sat,Wisconsin,38,,Akron,17,
68,69,1,"Aug 30, 2008",Sat,Wyoming,21,,Ohio,20,
69,70,1,"Aug 31, 2008",Sun,Colorado,38,,Colorado State,17,"Denver, CO"
70,71,1,"Aug 31, 2008",Sun,Kentucky,27,@,Louisville,2,
71,72,1,"Sep 1, 2008",Mon,Fresno State,24,@,Rutgers,7,
72,73,1,"Sep 1, 2008",Mon,UCLA,27,,Tennessee,24,
73,74,2,"Sep 4, 2008",Thu,Vanderbilt,24,,South Carolina,17,
74,75,2,"Sep 5, 2008",Fri,Ball State,35,,Navy,23,
75,76,2,"Sep 6, 2008",Sat,Air Force,23,@,Wyoming,3,
76,77,2,"Sep 6, 2008",Sat,Akron,42,@,Syracuse,28,
77,78,2,"Sep 6, 2008",Sat,Alabama,20,,Tulane,6,
78,79,2,"Sep 6, 2008",Sat,Arizona,41,,Toledo,16,
79,80,2,"Sep 6, 2008",Sat,Arizona State,41,,Stanford,17,
80,81,2,"Sep 6, 2008",Sat,Arkansas,28,,Louisiana-Monroe,27,"Little Rock, AR"
81,82,2,"Sep 6, 2008",Sat,Arkansas State,83,,Texas Southern,10,
82,83,2,"Sep 6, 2008",Sat,Auburn,27,,Southern Mississippi,13,
83,84,2,"Sep 6, 2008",Sat,Baylor,51,,Northwestern State,6,
84,85,2,"Sep 6, 2008",Sat,Brigham Young,28,@,Washington,27,
85,86,2,"Sep 6, 2008",Sat,California,66,@,Washington State,3,
86,87,2,"Sep 6, 2008",Sat,Clemson,45,,Citadel,17,
87,88,2,"Sep 6, 2008",Sat,Colorado,31,,Eastern Washington,24,
88,89,2,"Sep 6, 2008",Sat,Colorado State,23,,Sacramento State,20,
89,90,2,"Sep 6, 2008",Sat,Connecticut,12,@,Temple,9,
90,91,2,"Sep 6, 2008",Sat,East Carolina,24,,West Virginia,3,
91,92,2,"Sep 6, 2008",Sat,Florida,26,,Miami (FL),3,
92,93,2,"Sep 6, 2008",Sat,Florida Atlantic,49,,Alabama-Birmingham,34,
93,94,2,"Sep 6, 2008",Sat,Florida State,69,,Western Carolina,0,
94,95,2,"Sep 6, 2008",Sat,Georgia,56,,Central Michigan,17,
95,96,2,"Sep 6, 2008",Sat,Georgia Tech,19,@,Boston College,16,
96,97,2,"Sep 6, 2008",Sat,Hawaii,36,,Weber State,17,
97,98,2,"Sep 6, 2008",Sat,Idaho,42,,Idaho State,27,
98,99,2,"Sep 6, 2008",Sat,Illinois,47,,Eastern Illinois,21,
99,100,2,"Sep 6, 2008",Sat,Indiana,45,,Murray State,3,
100,101,2,"Sep 6, 2008",Sat,Iowa,42,,Florida International,0,
101,102,2,"Sep 6, 2008",Sat,Iowa State,48,,Kent State,28,
102,103,2,"Sep 6, 2008",Sat,Kansas,29,,Louisiana Tech,0,
103,104,2,"Sep 6, 2008",Sat,Kansas State,69,,Montana State,10,
104,105,2,"Sep 6, 2008",Sat,Kentucky,38,,Norfolk State,3,
105,106,2,"Sep 6, 2008",Sat,Louisville,51,,Tennessee Tech,10,
106,107,2,"Sep 6, 2008",Sat,Michigan,16,,Miami (OH),6,
107,108,2,"Sep 6, 2008",Sat,Michigan State,42,,Eastern Michigan,10,
108,109,2,"Sep 6, 2008",Sat,Middle Tennessee State,24,,Maryland,14,
109,110,2,"Sep 6, 2008",Sat,Minnesota,42,@,Bowling Green State,17,
110,111,2,"Sep 6, 2008",Sat,Mississippi State,34,,Southeastern Louisiana,10,
111,112,2,"Sep 6, 2008",Sat,Missouri,52,,Southeast Missouri State,3,
112,113,2,"Sep 6, 2008",Sat,Nebraska,35,,San Jose State,12,
113,114,2,"Sep 6, 2008",Sat,New Hampshire,28,@,Army,10,
114,115,2,"Sep 6, 2008",Sat,North Carolina State,34,,William & Mary,24,
115,116,2,"Sep 6, 2008",Sat,Northwestern,24,@,Duke,20,
116,117,2,"Sep 6, 2008",Sat,Notre Dame,21,,San Diego State,13,
117,118,2,"Sep 6, 2008",Sat,Ohio State,26,,Ohio,14,
118,119,2,"Sep 6, 2008",Sat,Oklahoma,52,,Cincinnati,26,
119,120,2,"Sep 6, 2008",Sat,Oklahoma State,56,,Houston,37,
120,121,2,"Sep 6, 2008",Sat,Oregon,66,,Utah State,24,
121,122,2,"Sep 6, 2008",Sat,Penn State,45,,Oregon State,14,
122,123,2,"Sep 6, 2008",Sat,Pittsburgh,27,,Buffalo,16,
123,124,2,"Sep 6, 2008",Sat,Purdue,42,,Northern Colorado,10,
124,125,2,"Sep 6, 2008",Sat,Rice,42,@,Memphis,35,
125,126,2,"Sep 6, 2008",Sat,South Florida,31,@,Central Florida,24,
126,127,2,"Sep 6, 2008",Sat,Southern Methodist,47,,Texas State,36,
127,128,2,"Sep 6, 2008",Sat,Texas,42,@,Texas-El Paso,13,
128,129,2,"Sep 6, 2008",Sat,Texas A&M;,28,@,New Mexico,22,
