,Rank,Week,Date,Day,Winner,Winner_Pts,At,Loser,Loser_Pts,Notes
0,1,1,"Aug 29, 2013",7:00 PM,Thu,Ball State,51,,Illinois State,28
1,2,1,"Aug 29, 2013",7:00 PM,Thu,Bowling Green State,34,,Tulsa,7
2,3,1,"Aug 29, 2013",7:00 PM,Thu,Central Florida,38,,Akron,7
3,4,1,"Aug 29, 2013",10:30 PM,Thu,Fresno State,52,,Rutgers,51
4,5,1,"Aug 29, 2013",7:00 PM,Thu,Indiana,73,,Indiana State,35
5,6,1,"Aug 29, 2013",6:00 PM,Thu,Kent State,17,,Liberty,10
6,7,1,"Aug 29, 2013",7:30 PM,Thu,Middle Tennessee State,45,,Western Carolina,24
7,8,1,"Aug 29, 2013",7:00 PM,Thu,Minnesota,51,,Nevada-Las Vegas,23
8,9,1,"Aug 29, 2013",9:15 PM,Thu,Mississippi,39,@,Vanderbilt,35
9,10,1,"Aug 29, 2013",10:00 PM,Thu,San Jose State,24,,Sacramento State,0
10,11,1,"Aug 29, 2013",6:00 PM,Thu,,27,,North Carolina,10
11,12,1,"Aug 29, 2013",11:00 PM,Thu,,30,@,Hawaii,13
12,13,1,"Aug 29, 2013",7:30 PM,Thu,Southern Utah,22,@,South Alabama,21
13,14,1,"Aug 29, 2013",7:30 PM,Thu,Towson,33,@,Connecticut,18
14,15,1,"Aug 29, 2013",8:00 PM,Thu,Tulane,34,,Jackson State,7
15,16,1,"Aug 29, 2013",8:00 PM,Thu,Utah,30,,Utah State,26
16,17,1,"Aug 29, 2013",6:30 PM,Thu,Wake Forest,31,,Presbyterian,7
17,18,1,"Aug 30, 2013",10:00 PM,Fri,Arizona,35,,Northern Arizona,0
18,19,1,"Aug 30, 2013",7:00 PM,Fri,Army,28,,Morgan State,12
19,20,1,"Aug 30, 2013",8:30 PM,Fri,Houston,62,,Southern,13
20,21,1,"Aug 30, 2013",8:00 PM,Fri,Miami (FL),34,,Florida Atlantic,6
21,22,1,"Aug 30, 2013",8:00 PM,Fri,Michigan State,26,,Western Michigan,13
22,23,1,"Aug 30, 2013",8:30 PM,Fri,North Dakota State,24,@,Kansas State,21
23,24,1,"Aug 30, 2013",7:00 PM,Fri,Samford,31,@,Georgia State,21
24,25,1,"Aug 30, 2013",8:00 PM,Fri,Texas Tech,41,@,Southern Methodist,23
25,26,1,"Aug 31, 2013",3:00 PM,Sat,Air Force,38,,Colgate,13
26,27,1,"Aug 31, 2013",5:30 PM,Sat,,35,,Virginia Tech,10
27,28,1,"Aug 31, 2013",4:00 PM,Sat,Arkansas,34,,Louisiana-Lafayette,14
28,29,1,"Aug 31, 2013",7:00 PM,Sat,Arkansas State,62,,Arkansas-Pine Bluff,11
29,30,1,"Aug 31, 2013",7:00 PM,Sat,Auburn,31,,Washington State,24
30,31,1,"Aug 31, 2013",7:30 PM,Sat,Baylor,69,,Wofford,3
31,32,1,"Aug 31, 2013",12:00 PM,Sat,Boston College,24,,Villanova,14
32,33,1,"Aug 31, 2013",12:00 PM,Sat,Cincinnati,42,,Purdue,7
33,34,1,"Aug 31, 2013",8:00 PM,Sat,,38,,,35
