,Rank,Week,Date,Day,Winner,Winner_Pts,At,Loser,Loser_Pts,Notes
38,39,2,"Sep 22, 1962",Sat,Georgia Tech,26,,Clemson,9,
39,40,2,"Sep 22, 1962",Sat,Houston,19,,Baylor,0,
40,41,2,"Sep 22, 1962",Sat,Indiana,21,,Kansas State,0,
41,42,2,"Sep 22, 1962",Sat,Louisiana State,21,,Texas A&M;,0,
42,43,2,"Sep 22, 1962",Sat,Louisville,27,,Western Michigan,21,
43,44,2,"Sep 22, 1962",Sat,Maryland,7,,Southern Methodist,0,
44,45,2,"Sep 22, 1962",Sat,McMurry,8,@,Hardin-Simmons,6,
45,46,2,"Sep 22, 1962",Sat,Miami (OH),16,,Quantico Marines,0,
46,47,2,"Sep 22, 1962",Sat,Mississippi,21,@,Memphis,7,
47,48,2,"Sep 22, 1962",Sat,Missouri,21,@,California,10,
48,49,2,"Sep 22, 1962",Sat,Nebraska,53,,South Dakota,0,
49,50,2,"Sep 22, 1962",Sat,New Mexico,25,@,Wyoming,21,
50,51,2,"Sep 22, 1962",Sat,New Mexico State,28,,Pacific,6,
51,52,2,"Sep 22, 1962",Sat,North Carolina State,7,@,North Carolina,6,
52,53,2,"Sep 22, 1962",Sat,North Dakota,14,,Montana,8,
53,54,2,"Sep 22, 1962",Sat,North Texas,19,,Texas-El Paso,6,
54,55,2,"Sep 22, 1962",Sat,Northwestern,37,,South Carolina,20,
55,56,2,"Sep 22, 1962",Sat,Ohio,31,,Toledo,0,
56,57,2,"Sep 22, 1962",Sat,Oklahoma,7,,Syracuse,3,
57,58,2,"Sep 22, 1962",Sat,Oregon State,39,,Iowa State,35,"Portland, OR"
58,59,2,"Sep 22, 1962",Sat,Penn State,41,,Navy,7,
59,60,2,"Sep 22, 1962",Sat,Purdue,7,,Washington,7,
60,61,2,"Sep 22, 1962",Sat,Southern California,14,,Duke,7,
61,62,2,"Sep 22, 1962",Sat,Southern Mississippi,29,,Richmond,8,
62,63,2,"Sep 22, 1962",Sat,Texas,25,,Oregon,13,
63,64,2,"Sep 22, 1962",Sat,Texas Christian,6,@,Kansas,3,
64,65,2,"Sep 22, 1962",Sat,Utah,37,,Colorado,21,
65,66,2,"Sep 22, 1962",Sat,Utah State,45,@,Idaho,7,"Boise, ID"
66,67,2,"Sep 22, 1962",Sat,Villanova,24,,Virginia Military Institute,0,
67,68,2,"Sep 22, 1962",Sat,Virginia,19,@,William & Mary,7,
68,69,2,"Sep 22, 1962",Sat,Virginia Tech,15,,George Washington,14,"Roanoke, VA"
69,70,2,"Sep 22, 1962",Sat,Washington State,49,,San Jose State,8,
70,71,2,"Sep 22, 1962",Sat,West Texas A&M;,30,@,Texas Tech,27,
71,72,2,"Sep 22, 1962",Sat,West Virginia,26,,Vanderbilt,0,
72,73,2,"Sep 22, 1962",Sat,Xavier,9,@,Kent State,8,
73,74,3,"Sep 28, 1962",Fri,Alabama,44,@,Tulane,6,
74,75,3,"Sep 29, 1962",Sat,Arizona State,35,,Colorado State,0,
75,76,3,"Sep 29, 1962",Sat,Arkansas,42,,Tulsa,14,
76,77,3,"Sep 29, 1962",Sat,Army,9,,Syracuse,2,"New York, NY"
77,78,3,"Sep 29, 1962",Sat,Auburn,22,,Tennessee,21,"Birmingham, AL"
78,79,3,"Sep 29, 1962",Sat,Boston College,28,@,Villanova,13,
79,80,3,"Sep 29, 1962",Sat,Bowling Green State,14,@,Dayton,7,
80,81,3,"Sep 29, 1962",Sat,California,25,,San Jose State,8,
81,82,3,"Sep 29, 1962",Sat,Citadel,28,,Presbyterian,8,
82,83,3,"Sep 29, 1962",Sat,Clemson,7,@,North Carolina State,0,
83,84,3,"Sep 29, 1962",Sat,Colgate,23,@,Cornell,12,
84,85,3,"Sep 29, 1962",Sat,Colorado,6,,Kansas State,0,
85,86,3,"Sep 29, 1962",Sat,Columbia,22,,Brown,20,
86,87,3,"Sep 29, 1962",Sat,Dartmouth,27,,Massachusetts,3,
87,88,3,"Sep 29, 1962",Sat,Davidson,15,@,Wofford,0,
88,89,3,"Sep 29, 1962",Sat,Duke,21,,South Carolina,8,
89,90,3,"Sep 29, 1962",Sat,Florida State,42,,Furman,0,
90,91,3,"Sep 29, 1962",Sat,George Washington,13,@,Brigham Young,12,
91,92,3,"Sep 29, 1962",Sat,Georgia,10,@,Vanderbilt,0,
92,93,3,"Sep 29, 1962",Sat,Georgia Tech,17,@,Florida,0,
93,94,3,"Sep 29, 1962",Sat,Harvard,27,,Lehigh,7,
94,95,3,"Sep 29, 1962",Sat,Holy Cross,16,,Buffalo,6,
95,96,3,"Sep 29, 1962",Sat,Houston,6,,Texas A&M;,3,
96,97,3,"Sep 29, 1962",Sat,Idaho,9,,Idaho State,6,
97,98,3,"Sep 29, 1962",Sat,Indiana,26,@,Cincinnati,6,
98,99,3,"Sep 29, 1962",Sat,Iowa,28,,Oregon State,8,
99,100,3,"Sep 29, 1962",Sat,Kansas,14,@,Boston University,0,
100,101,3,"Sep 29, 1962",Sat,Louisville,18,@,Marshall,0,
101,102,3,"Sep 29, 1962",Sat,Maryland,13,@,Wake Forest,2,
102,103,3,"Sep 29, 1962",Sat,Memphis,14,@,North Texas,6,
103,104,3,"Sep 29, 1962",Sat,Miami (FL),21,,Texas Christian,20,
104,105,3,"Sep 29, 1962",Sat,Miami (OH),17,,Western Michigan,7,
105,106,3,"Sep 29, 1962",Sat,Mississippi,14,,Kentucky,0,"Jackson, MS"
106,107,3,"Sep 29, 1962",Sat,Missouri,0,,Minnesota,0,
107,108,3,"Sep 29, 1962",Sat,Navy,20,,William & Mary,16,
108,109,3,"Sep 29, 1962",Sat,Nebraska,25,@,Michigan,13,
109,110,3,"Sep 29, 1962",Sat,New Mexico,35,,Arizona,25,
110,111,3,"Sep 29, 1962",Sat,Notre Dame,13,@,Oklahoma,7,
111,112,3,"Sep 29, 1962",Sat,Ohio,21,@,Kent State,0,
112,113,3,"Sep 29, 1962",Sat,Ohio State,41,,North Carolina,7,
113,114,3,"Sep 29, 1962",Sat,Oregon,35,,Utah,8,
114,115,3,"Sep 29, 1962",Sat,Pacific,28,,Santa Clara,6,
115,116,3,"Sep 29, 1962",Sat,Penn State,20,,Air Force,6,
116,117,3,"Sep 29, 1962",Sat,Pennsylvania,13,,Lafayette,11,
117,118,3,"Sep 29, 1962",Sat,Pittsburgh,24,@,Baylor,14,
118,119,3,"Sep 29, 1962",Sat,Princeton,15,,Rutgers,7,
119,120,3,"Sep 29, 1962",Sat,Rice,6,,Louisiana State,6,
120,121,3,"Sep 29, 1962",Sat,Southern California,33,@,Southern Methodist,3,
121,122,3,"Sep 29, 1962",Sat,Stanford,16,,Michigan State,13,
122,123,3,"Sep 29, 1962",Sat,Texas,34,@,Texas Tech,0,
123,124,3,"Sep 29, 1962",Sat,Utah State,43,,Montana,20,
124,125,3,"Sep 29, 1962",Sat,Virginia Military Institute,21,@,Richmond,0,
125,126,3,"Sep 29, 1962",Sat,Washington,28,,Illinois,7,
126,127,3,"Sep 29, 1962",Sat,Washington State,21,@,Wyoming,15,
127,128,3,"Sep 29, 1962",Sat,West Texas A&M;,49,,Texas-El Paso,0,
128,129,3,"Sep 29, 1962",Sat,West Virginia,14,@,Virginia Tech,0,"Richmond, VA"
129,130,3,"Sep 29, 1962",Sat,Wichita State,13,,Hardin-Simmons,6,
130,131,3,"Sep 29, 1962",Sat,Wisconsin,69,,New Mexico State,13,
131,132,3,"Sep 29, 1962",Sat,Xavier,24,,Detroit Mercy,20,
132,133,3,"Sep 29, 1962",Sat,Yale,18,,Connecticut,14,
133,134,4,"Oct 5, 1962",Fri,George Washington,14,,Furman,7,
134,135,4,"Oct 5, 1962",Fri,Miami (FL),7,,Florida State,6,
135,136,4,"Oct 5, 1962",Fri,New Mexico State,21,@,Detroit Mercy,14,
136,137,4,"Oct 6, 1962",Sat,Air Force,25,@,Southern Methodist,20,
137,138,4,"Oct 6, 1962",Sat,Alabama,17,,Vanderbilt,7,"Birmingham, AL"
138,139,4,"Oct 6, 1962",Sat,Arkansas,42,@,Texas Christian,14,
139,140,4,"Oct 6, 1962",Sat,Auburn,16,@,Kentucky,6,
140,141,4,"Oct 6, 1962",Sat,Boston College,18,,Virginia Military Institute,0,
141,142,4,"Oct 6, 1962",Sat,Bowling Green State,10,@,Western Michigan,6,
142,143,4,"Oct 6, 1962",Sat,Brigham Young,28,@,Colorado State,7,
143,144,4,"Oct 6, 1962",Sat,Cincinnati,27,,Wichita State,15,
144,145,4,"Oct 6, 1962",Sat,Clemson,24,@,Wake Forest,7,
145,146,4,"Oct 6, 1962",Sat,Connecticut,15,,Rutgers,9,
146,147,4,"Oct 6, 1962",Sat,Cornell,14,,Harvard,12,
147,148,4,"Oct 6, 1962",Sat,Dartmouth,17,,Pennsylvania,0,
148,149,4,"Oct 6, 1962",Sat,Davidson,13,@,Presbyterian,9,
149,150,4,"Oct 6, 1962",Sat,Duke,28,@,Florida,21,"Jacksonville, FL"
150,151,4,"Oct 6, 1962",Sat,Georgia,7,,South Carolina,7,
151,152,4,"Oct 6, 1962",Sat,Holy Cross,22,@,Colgate,0,
152,153,4,"Oct 6, 1962",Sat,Kansas,35,,Colorado,8,
153,154,4,"Oct 6, 1962",Sat,Louisiana State,10,@,Georgia Tech,7,
154,155,4,"Oct 6, 1962",Sat,Maryland,14,@,North Carolina State,6,
155,156,4,"Oct 6, 1962",Sat,Memphis,49,,Louisville,0,
156,157,4,"Oct 6, 1962",Sat,Miami (OH),23,,Kent State,14,
157,158,4,"Oct 6, 1962",Sat,Michigan,17,,Army,7,
158,159,4,"Oct 6, 1962",Sat,Michigan State,38,,North Carolina,6,
159,160,4,"Oct 6, 1962",Sat,Minnesota,21,,Navy,0,
160,161,4,"Oct 6, 1962",Sat,Mississippi,40,,Houston,7,"Jackson, MS"
161,162,4,"Oct 6, 1962",Sat,Mississippi State,7,,Tennessee,6,"Memphis, TN"
162,163,4,"Oct 6, 1962",Sat,Missouri,17,,Arizona,7,
163,164,4,"Oct 6, 1962",Sat,Montana,22,,Idaho,16,
164,165,4,"Oct 6, 1962",Sat,Nebraska,36,,Iowa State,22,
165,166,4,"Oct 6, 1962",Sat,North Texas,29,,Hardin-Simmons,8,
166,167,4,"Oct 6, 1962",Sat,Northwestern,45,,Illinois,0,
167,168,4,"Oct 6, 1962",Sat,Ohio,27,,Dayton,25,
168,169,4,"Oct 6, 1962",Sat,Oklahoma State,17,@,Tulsa,7,
169,170,4,"Oct 6, 1962",Sat,Oregon,14,,San Jose State,0,
170,171,4,"Oct 6, 1962",Sat,Oregon State,27,@,Stanford,0,
171,172,4,"Oct 6, 1962",Sat,Pacific,14,,San Diego Marines,7,
172,173,4,"Oct 6, 1962",Sat,Penn State,18,@,Rice,7,
173,174,4,"Oct 6, 1962",Sat,Pittsburgh,26,@,California,24,
174,175,4,"Oct 6, 1962",Sat,Princeton,33,,Columbia,0,
175,176,4,"Oct 6, 1962",Sat,Purdue,24,@,Notre Dame,6,
176,177,4,"Oct 6, 1962",Sat,Southern California,7,@,Iowa,0,
177,178,4,"Oct 6, 1962",Sat,Texas,35,,Tulane,8,
178,179,4,"Oct 6, 1962",Sat,Texas A&M;,7,,Texas Tech,3,
179,180,4,"Oct 6, 1962",Sat,Texas-El Paso,16,,New Mexico,14,
180,181,4,"Oct 6, 1962",Sat,Toledo,42,@,Marshall,12,
181,182,4,"Oct 6, 1962",Sat,UCLA,9,,Ohio State,7,
182,183,4,"Oct 6, 1962",Sat,Utah State,41,@,Montana State,13,
183,184,4,"Oct 6, 1962",Sat,Villanova,36,@,Buffalo,6,
184,185,4,"Oct 6, 1962",Sat,Virginia Tech,20,,Virginia,15,"Roanoke, VA"
185,186,4,"Oct 6, 1962",Sat,Washington,41,,Kansas State,0,
186,187,4,"Oct 6, 1962",Sat,Washington State,24,,Arizona State,24,
187,188,4,"Oct 6, 1962",Sat,West Texas A&M;,49,,Texas-Arlington,0,
188,189,4,"Oct 6, 1962",Sat,West Virginia,7,,Boston University,0,
189,190,4,"Oct 6, 1962",Sat,William & Mary,29,@,Citadel,23,
190,191,4,"Oct 6, 1962",Sat,Wisconsin,30,,Indiana,6,
191,192,4,"Oct 6, 1962",Sat,Wyoming,16,,Utah,7,
192,193,4,"Oct 6, 1962",Sat,Yale,6,,Brown,6,
193,194,5,"Oct 12, 1962",Fri,Kentucky,27,@,Detroit Mercy,8,
194,195,5,"Oct 12, 1962",Fri,Mississippi State,35,@,Tulane,6,
195,196,5,"Oct 12, 1962",Fri,UCLA,35,,Colorado State,7,
196,197,5,"Oct 13, 1962",Sat,Abilene Christian,14,,Hardin-Simmons,6,
197,198,5,"Oct 13, 1962",Sat,Air Force,20,@,Arizona,6,
198,199,5,"Oct 13, 1962",Sat,Alabama,14,,Houston,3,
199,200,5,"Oct 13, 1962",Sat,Arkansas,28,,Baylor,21,
200,201,5,"Oct 13, 1962",Sat,Army,9,,Penn State,6,
201,202,5,"Oct 13, 1962",Sat,Auburn,54,,Chattanooga,6,
202,203,5,"Oct 13, 1962",Sat,Bowling Green State,28,@,Toledo,13,
203,204,5,"Oct 13, 1962",Sat,Buffalo,20,,Delaware,19,
204,205,5,"Oct 13, 1962",Sat,Citadel,21,@,Vanderbilt,6,
205,206,5,"Oct 13, 1962",Sat,Columbia,14,,Yale,10,
206,207,5,"Oct 13, 1962",Sat,Dartmouth,41,@,Brown,0,
207,208,5,"Oct 13, 1962",Sat,Duke,21,,California,7,
208,209,5,"Oct 13, 1962",Sat,Florida,42,,Texas A&M;,6,
209,210,5,"Oct 13, 1962",Sat,George Washington,14,,Boston University,6,
210,211,5,"Oct 13, 1962",Sat,Georgia,24,@,Clemson,16,
211,212,5,"Oct 13, 1962",Sat,Georgia Tech,17,,Tennessee,0,
212,213,5,"Oct 13, 1962",Sat,Holy Cross,34,@,Harvard,20,
213,214,5,"Oct 13, 1962",Sat,Idaho,12,,San Jose State,12,
214,215,5,"Oct 13, 1962",Sat,Iowa,14,@,Indiana,10,
215,216,5,"Oct 13, 1962",Sat,Kansas,29,@,Iowa State,8,
216,217,5,"Oct 13, 1962",Sat,Kent State,23,,Marshall,14,
217,218,5,"Oct 13, 1962",Sat,Louisiana State,17,,Miami (FL),3,
218,219,5,"Oct 13, 1962",Sat,Louisville,21,@,Dayton,0,
219,220,5,"Oct 13, 1962",Sat,Maryland,31,@,North Carolina,13,
220,221,5,"Oct 13, 1962",Sat,Memphis,8,,Southern Mississippi,6,
221,222,5,"Oct 13, 1962",Sat,Miami (OH),10,@,Purdue,7,
222,223,5,"Oct 13, 1962",Sat,Michigan State,28,,Michigan,0,
223,224,5,"Oct 13, 1962",Sat,Missouri,32,@,Kansas State,0,
224,225,5,"Oct 13, 1962",Sat,Montana,25,,Weber State,6,
225,226,5,"Oct 13, 1962",Sat,Navy,41,,Cornell,0,
226,227,5,"Oct 13, 1962",Sat,Nebraska,19,,North Carolina State,14,
227,228,5,"Oct 13, 1962",Sat,New Mexico,14,,Utah State,13,
228,229,5,"Oct 13, 1962",Sat,Northwestern,34,@,Minnesota,22,
229,230,5,"Oct 13, 1962",Sat,Ohio,20,@,Xavier,6,
230,231,5,"Oct 13, 1962",Sat,Ohio State,51,@,Illinois,15,
231,232,5,"Oct 13, 1962",Sat,Oklahoma State,36,,Colorado,16,
232,233,5,"Oct 13, 1962",Sat,Oregon,31,@,Rice,12,
233,234,5,"Oct 13, 1962",Sat,Pacific,34,@,Cal State Los Angeles,13,
234,235,5,"Oct 13, 1962",Sat,Princeton,21,@,Pennsylvania,8,
235,236,5,"Oct 13, 1962",Sat,Rutgers,27,,Colgate,15,
236,237,5,"Oct 13, 1962",Sat,Samford,14,@,Furman,7,
237,238,5,"Oct 13, 1962",Sat,South Carolina,27,,Wake Forest,6,
238,239,5,"Oct 13, 1962",Sat,Syracuse,12,,Boston College,0,
239,240,5,"Oct 13, 1962",Sat,Texas,9,,Oklahoma,6,"Dallas, TX"
240,241,5,"Oct 13, 1962",Sat,Texas Christian,35,,Texas Tech,13,
241,242,5,"Oct 13, 1962",Sat,Tulsa,34,,North Texas,0,
242,243,5,"Oct 13, 1962",Sat,Utah,35,,Brigham Young,20,
243,244,5,"Oct 13, 1962",Sat,Virginia,28,,Virginia Military Institute,6,
244,245,5,"Oct 13, 1962",Sat,Virginia Tech,13,,Richmond,7,
245,246,5,"Oct 13, 1962",Sat,Washington,14,@,Oregon State,13,"Portland, OR"
246,247,5,"Oct 13, 1962",Sat,Washington State,21,,Stanford,6,"Spokane, WA"
247,248,5,"Oct 13, 1962",Sat,West Texas A&M;,15,@,Arizona State,14,
248,249,5,"Oct 13, 1962",Sat,West Virginia,15,@,Pittsburgh,8,
249,250,5,"Oct 13, 1962",Sat,Wichita State,24,,New Mexico State,6,
250,251,5,"Oct 13, 1962",Sat,William & Mary,7,,Davidson,7,
251,252,5,"Oct 13, 1962",Sat,Wisconsin,17,,Notre Dame,8,
252,253,5,"Oct 13, 1962",Sat,Wyoming,14,@,Texas-El Paso,6,
253,254,6,"Oct 19, 1962",Fri,Miami (FL),28,,Maryland,24,
254,255,6,"Oct 20, 1962",Sat,Alabama,27,@,Tennessee,7,
255,256,6,"Oct 20, 1962",Sat,Arizona State,44,,San Jose State,8,
256,257,6,"Oct 20, 1962",Sat,Arkansas State,14,,Citadel,7,
257,258,6,"Oct 20, 1962",Sat,Army,20,,Virginia Tech,12,
258,259,6,"Oct 20, 1962",Sat,Auburn,17,,Georgia Tech,14,"Birmingham, AL"
259,260,6,"Oct 20, 1962",Sat,Baylor,28,,Texas Tech,6,
260,261,6,"Oct 20, 1962",Sat,Bowling Green State,45,,Kent State,6,
261,262,6,"Oct 20, 1962",Sat,Brigham Young,27,@,Montana,0,
262,263,6,"Oct 20, 1962",Sat,Buffalo,16,@,Temple,13,
263,264,6,"Oct 20, 1962",Sat,Colgate,16,@,Princeton,15,
264,265,6,"Oct 20, 1962",Sat,Dartmouth,10,,Holy Cross,0,
265,266,6,"Oct 20, 1962",Sat,Drake,10,,Wichita State,0,
266,267,6,"Oct 20, 1962",Sat,Duke,16,@,Clemson,0,
267,268,6,"Oct 20, 1962",Sat,Florida,42,,Vanderbilt,7,
268,269,6,"Oct 20, 1962",Sat,Florida State,18,@,Georgia,0,
269,270,6,"Oct 20, 1962",Sat,Hardin-Simmons,14,,Trinity (Texas),6,
270,271,6,"Oct 20, 1962",Sat,Harvard,36,@,Columbia,14,
271,272,6,"Oct 20, 1962",Sat,Iowa State,57,,Colorado,19,
272,273,6,"Oct 20, 1962",Sat,Louisiana State,7,@,Kentucky,0,
273,274,6,"Oct 20, 1962",Sat,Marshall,26,,Morehead State,18,"Ashland, KY"
274,275,6,"Oct 20, 1962",Sat,Michigan State,31,@,Notre Dame,7,
275,276,6,"Oct 20, 1962",Sat,Minnesota,17,,Illinois,0,
276,277,6,"Oct 20, 1962",Sat,Mississippi,21,,Tulane,0,"Jackson, MS"
277,278,6,"Oct 20, 1962",Sat,Mississippi State,9,@,Houston,3,
278,279,6,"Oct 20, 1962",Sat,Missouri,23,,Oklahoma State,6,
279,280,6,"Oct 20, 1962",Sat,Montana State,33,,Idaho,15,
280,281,6,"Oct 20, 1962",Sat,Navy,26,@,Boston College,6,
281,282,6,"Oct 20, 1962",Sat,Nebraska,26,,Kansas State,6,
282,283,6,"Oct 20, 1962",Sat,New Mexico,7,,Utah,7,
283,284,6,"Oct 20, 1962",Sat,North Carolina,19,,South Carolina,14,
284,285,6,"Oct 20, 1962",Sat,North Texas,14,,Cincinnati,8,
285,286,6,"Oct 20, 1962",Sat,Northwestern,18,@,Ohio State,14,
286,287,6,"Oct 20, 1962",Sat,Ohio,12,,Miami (OH),6,
287,288,6,"Oct 20, 1962",Sat,Oklahoma,13,@,Kansas,7,
288,289,6,"Oct 20, 1962",Sat,Oregon,35,@,Air Force,20,
289,290,6,"Oct 20, 1962",Sat,Oregon State,40,,Pacific,6,
290,291,6,"Oct 20, 1962",Sat,Penn State,20,,Syracuse,19,
291,292,6,"Oct 20, 1962",Sat,Pennsylvania,18,,Brown,15,
292,293,6,"Oct 20, 1962",Sat,Pittsburgh,8,,UCLA,6,
293,294,6,"Oct 20, 1962",Sat,Purdue,37,,Michigan,0,
294,295,6,"Oct 20, 1962",Sat,Richmond,14,@,Boston University,7,
295,296,6,"Oct 20, 1962",Sat,Rutgers,29,@,Lehigh,13,
296,297,6,"Oct 20, 1962",Sat,Southern California,32,,California,6,
297,298,6,"Oct 20, 1962",Sat,Southern Methodist,15,,Rice,7,
298,299,6,"Oct 20, 1962",Sat,Southern Mississippi,30,,North Carolina State,0,"Mobile, AL"
299,300,6,"Oct 20, 1962",Sat,Texas,7,,Arkansas,3,
300,301,6,"Oct 20, 1962",Sat,Texas Christian,20,@,Texas A&M;,14,
301,302,6,"Oct 20, 1962",Sat,Tulsa,25,,Louisville,7,
302,303,6,"Oct 20, 1962",Sat,Utah State,21,,Colorado State,0,
303,304,6,"Oct 20, 1962",Sat,Villanova,22,@,Delaware,10,
304,305,6,"Oct 20, 1962",Sat,Virginia,14,,Wake Forest,12,
305,306,6,"Oct 20, 1962",Sat,Virginia Military Institute,20,,Davidson,7,
306,307,6,"Oct 20, 1962",Sat,Washington,14,@,Stanford,0,
307,308,6,"Oct 20, 1962",Sat,Washington State,21,,Indiana,15,"Spokane, WA"
308,309,6,"Oct 20, 1962",Sat,West Texas A&M;,20,,New Mexico State,12,
309,310,6,"Oct 20, 1962",Sat,West Virginia,27,,George Washington,25,
310,311,6,"Oct 20, 1962",Sat,Western Michigan,21,,Toledo,0,
311,312,6,"Oct 20, 1962",Sat,William & Mary,21,,Furman,7,
312,313,6,"Oct 20, 1962",Sat,Wisconsin,42,,Iowa,14,
313,314,6,"Oct 20, 1962",Sat,Wyoming,31,,Arizona,8,
314,315,6,"Oct 20, 1962",Sat,Xavier,23,,Dayton,6,
315,316,6,"Oct 20, 1962",Sat,Yale,26,,Cornell,8,
316,317,7,"Oct 26, 1962",Fri,Dayton,13,@,Detroit Mercy,12,
317,318,7,"Oct 27, 1962",Sat,Alabama,35,,Tulsa,6,
318,319,7,"Oct 27, 1962",Sat,Arizona,8,,West Texas A&M;,3,
319,320,7,"Oct 27, 1962",Sat,Arizona State,35,,Texas-El Paso,7,
320,321,7,"Oct 27, 1962",Sat,Arkansas,49,,Hardin-Simmons,7,"Little Rock, AR"
321,322,7,"Oct 27, 1962",Sat,Army,14,@,George Washington,0,
322,323,7,"Oct 27, 1962",Sat,Auburn,17,@,Clemson,14,
323,324,7,"Oct 27, 1962",Sat,Boston College,14,,Houston,0,
324,325,7,"Oct 27, 1962",Sat,Boston University,20,@,Massachusetts,6,
325,326,7,"Oct 27, 1962",Sat,Bowling Green State,24,,Miami (OH),24,
326,327,7,"Oct 27, 1962",Sat,Colgate,14,,Yale,14,
327,328,7,"Oct 27, 1962",Sat,Columbia,22,,Lehigh,15,
328,329,7,"Oct 27, 1962",Sat,Cornell,35,,Princeton,34,
329,330,7,"Oct 27, 1962",Sat,Dartmouth,24,@,Harvard,6,
330,331,7,"Oct 27, 1962",Sat,Duke,21,,North Carolina State,14,
331,332,7,"Oct 27, 1962",Sat,Florida State,20,,Virginia Tech,7,
332,333,7,"Oct 27, 1962",Sat,Furman,33,,Citadel,25,
333,334,7,"Oct 27, 1962",Sat,Georgia Tech,42,,Tulane,12,
334,335,7,"Oct 27, 1962",Sat,Kansas,36,@,Oklahoma State,17,
335,336,7,"Oct 27, 1962",Sat,Kent State,20,,Toledo,18,
336,337,7,"Oct 27, 1962",Sat,Kentucky,7,,Georgia,7,
337,338,7,"Oct 27, 1962",Sat,Louisiana State,23,,Florida,0,
338,339,7,"Oct 27, 1962",Sat,Maryland,13,,South Carolina,11,
339,340,7,"Oct 27, 1962",Sat,Memphis,28,@,Mississippi State,7,
340,341,7,"Oct 27, 1962",Sat,Miami (FL),21,@,Air Force,3,
341,342,7,"Oct 27, 1962",Sat,Michigan State,26,@,Indiana,8,
342,343,7,"Oct 27, 1962",Sat,Minnesota,17,@,Michigan,0,
343,344,7,"Oct 27, 1962",Sat,Mississippi,35,,Vanderbilt,0,"Memphis, TN"
344,345,7,"Oct 27, 1962",Sat,Missouri,21,,Iowa State,6,
345,346,7,"Oct 27, 1962",Sat,Montana,22,@,Idaho State,15,
346,347,7,"Oct 27, 1962",Sat,Navy,32,,Pittsburgh,9,"Norfolk, VA"
347,348,7,"Oct 27, 1962",Sat,Nebraska,31,@,Colorado,6,
348,349,7,"Oct 27, 1962",Sat,New Mexico,25,@,San Jose State,13,
349,350,7,"Oct 27, 1962",Sat,New Mexico State,48,,North Texas,12,
