,Rank,Week,Date,Day,Winner,Winner_Pts,At,Loser,Loser_Pts,Notes
80,81,3,"Sep 10, 1983",Sat,Ohio State,31,,Oregon,6,
81,82,3,"Sep 10, 1983",Sat,Oklahoma,27,@,Stanford,14,
82,83,3,"Sep 10, 1983",Sat,Oklahoma State,20,,North Texas,13,
83,84,3,"Sep 10, 1983",Sat,Oregon State,51,@,Portland State,14,"Portland, OR"
84,85,3,"Sep 10, 1983",Sat,Pittsburgh,35,,Temple,0,
85,86,3,"Sep 10, 1983",Sat,Rutgers,22,,Connecticut,5,
86,87,3,"Sep 10, 1983",Sat,San Diego State,28,,California,14,
87,88,3,"Sep 10, 1983",Sat,San Jose State,31,,Nevada-Las Vegas,26,
88,89,3,"Sep 10, 1983",Sat,South Carolina,24,,Miami (OH),3,
89,90,3,"Sep 10, 1983",Sat,South Dakota State,20,@,Drake,3,
90,91,3,"Sep 10, 1983",Sat,Southern Illinois,17,,Eastern Illinois,14,
91,92,3,"Sep 10, 1983",Sat,Southern Methodist,20,@,Grambling State,13,"Shreveport, LA"
92,93,3,"Sep 10, 1983",Sat,Syracuse,22,,Kent State,10,
93,94,3,"Sep 10, 1983",Sat,Tennessee,31,,New Mexico,6,
94,95,3,"Sep 10, 1983",Sat,Toledo,45,,Massachusetts,13,
95,96,3,"Sep 10, 1983",Sat,Tulane,27,,Mississippi,23,
96,97,3,"Sep 10, 1983",Sat,Virginia,27,,Navy,16,
97,98,3,"Sep 10, 1983",Sat,Wake Forest,13,@,Virginia Tech,6,
98,99,3,"Sep 10, 1983",Sat,Washington,34,@,Northwestern,0,
99,100,3,"Sep 10, 1983",Sat,West Virginia,48,,Pacific,7,
100,101,3,"Sep 10, 1983",Sat,Western Michigan,21,@,Texas-Arlington,14,
101,102,3,"Sep 10, 1983",Sat,William & Mary,28,@,Virginia Military Institute,14,
102,103,3,"Sep 10, 1983",Sat,Wisconsin,37,,Northern Illinois,9,
103,104,4,"Sep 17, 1983",Sat,Alabama,40,,Mississippi,0,
104,105,4,"Sep 17, 1983",Sat,Arizona,45,@,Washington State,6,
105,106,4,"Sep 17, 1983",Sat,Arizona State,26,,UCLA,26,
106,107,4,"Sep 17, 1983",Sat,Arkansas,17,,New Mexico,0,"Little Rock, AR"
107,108,4,"Sep 17, 1983",Sat,Ball State,31,@,Ohio,14,
108,109,4,"Sep 17, 1983",Sat,Baylor,20,@,Texas-El Paso,6,
109,110,4,"Sep 17, 1983",Sat,Boston College,42,@,Rutgers,22,"East Rutherford, NJ"
110,111,4,"Sep 17, 1983",Sat,Brigham Young,63,,Bowling Green State,28,
111,112,4,"Sep 17, 1983",Sat,Cal State Fullerton,25,@,Utah State,24,
112,113,4,"Sep 17, 1983",Sat,California,30,,San Jose State,9,
113,114,4,"Sep 17, 1983",Sat,Chattanooga,38,@,Louisiana-Lafayette,14,
114,115,4,"Sep 17, 1983",Sat,Colorado,31,,Colorado State,3,
115,116,4,"Sep 17, 1983",Sat,Delaware,30,@,William & Mary,13,
116,117,4,"Sep 17, 1983",Sat,East Carolina,50,,Murray State,25,
117,118,4,"Sep 17, 1983",Sat,Florida,17,,Indiana State,13,
118,119,4,"Sep 17, 1983",Sat,Fresno State,24,,Nevada,22,
119,120,4,"Sep 17, 1983",Sat,Furman,17,@,Georgia Tech,14,
120,121,4,"Sep 17, 1983",Sat,Georgia,16,,Clemson,16,
121,122,4,"Sep 17, 1983",Sat,Houston,42,,Lamar,35,
122,123,4,"Sep 17, 1983",Sat,Illinois,17,,Stanford,7,
123,124,4,"Sep 17, 1983",Sat,Iowa,42,@,Penn State,34,
124,125,4,"Sep 17, 1983",Sat,Kansas,57,,Wichita State,6,
125,126,4,"Sep 17, 1983",Sat,Kansas State,20,,Texas Christian,3,
126,127,4,"Sep 17, 1983",Sat,Kentucky,24,,Indiana,13,
127,128,4,"Sep 17, 1983",Sat,Long Beach State,23,@,Hawaii,21,
128,129,4,"Sep 17, 1983",Sat,Louisiana State,24,@,Rice,10,
129,130,4,"Sep 17, 1983",Sat,Louisville,31,,Army,7,
130,131,4,"Sep 17, 1983",Sat,McNeese State,17,,West Texas A&M;,0,
131,132,4,"Sep 17, 1983",Sat,Miami (FL),35,,Purdue,0,
132,133,4,"Sep 17, 1983",Sat,Michigan State,28,@,Notre Dame,23,
133,134,4,"Sep 17, 1983",Sat,Mississippi State,38,,Navy,10,"Jackson, MS"
134,135,4,"Sep 17, 1983",Sat,Nebraska,84,@,Minnesota,13,
135,136,4,"Sep 17, 1983",Sat,Nevada-Las Vegas,28,@,Pacific,7,
136,137,4,"Sep 17, 1983",Sat,North Carolina,48,,Miami (OH),17,
137,138,4,"Sep 17, 1983",Sat,North Carolina State,45,,Citadel,0,
138,139,4,"Sep 17, 1983",Sat,North Texas,49,,New Mexico State,3,
139,140,4,"Sep 17, 1983",Sat,Ohio State,24,@,Oklahoma,14,
140,141,4,"Sep 17, 1983",Sat,Oklahoma State,27,@,Cincinnati,17,
141,142,4,"Sep 17, 1983",Sat,South Carolina,31,@,Duke,24,
142,143,4,"Sep 17, 1983",Sat,Southern California,33,@,Oregon State,10,
143,144,4,"Sep 17, 1983",Sat,Southern Illinois,56,,Southeast Missouri State,7,
144,145,4,"Sep 17, 1983",Sat,Southern Mississippi,28,,Louisiana Tech,10,
145,146,4,"Sep 17, 1983",Sat,Syracuse,35,,Northwestern,0,
146,147,4,"Sep 17, 1983",Sat,Texas,20,@,Auburn,7,
147,148,4,"Sep 17, 1983",Sat,Texas A&M;,38,,Arkansas State,0,
148,149,4,"Sep 17, 1983",Sat,Toledo,31,@,Richmond,6,
149,150,4,"Sep 17, 1983",Sat,Tulane,34,,Florida State,28,
150,151,4,"Sep 17, 1983",Sat,Tulsa,26,,Northwestern State,19,
151,152,4,"Sep 17, 1983",Sat,Utah,27,,San Diego State,24,
152,153,4,"Sep 17, 1983",Sat,Vanderbilt,29,,Iowa State,26,
153,154,4,"Sep 17, 1983",Sat,Virginia,21,,James Madison,14,
154,155,4,"Sep 17, 1983",Sat,Virginia Tech,17,@,Memphis,10,
155,156,4,"Sep 17, 1983",Sat,Wake Forest,21,,Western Carolina,0,
156,157,4,"Sep 17, 1983",Sat,Washington,25,,Michigan,24,
157,158,4,"Sep 17, 1983",Sat,West Virginia,31,@,Maryland,21,
158,159,4,"Sep 17, 1983",Sat,Western Illinois,31,,Drake,14,
159,160,4,"Sep 17, 1983",Sat,Western Michigan,14,@,Illinois State,13,
160,161,4,"Sep 17, 1983",Sat,Wisconsin,21,,Missouri,20,
161,162,4,"Sep 17, 1983",Sat,Wyoming,14,,Air Force,7,
162,163,5,"Sep 23, 1983",Fri,Oklahoma State,34,@,Texas A&M;,15,
163,164,5,"Sep 24, 1983",Sat,Alabama,44,@,Vanderbilt,24,
164,165,5,"Sep 24, 1983",Sat,Arizona,27,,Cal State Fullerton,10,
165,166,5,"Sep 24, 1983",Sat,Arizona State,44,,Wichita State,14,
166,167,5,"Sep 24, 1983",Sat,Army,13,,Dartmouth,12,
167,168,5,"Sep 24, 1983",Sat,Auburn,37,@,Tennessee,14,
168,169,5,"Sep 24, 1983",Sat,Bowling Green State,17,,Miami (OH),14,
169,170,5,"Sep 24, 1983",Sat,Brigham Young,46,@,Air Force,28,
170,171,5,"Sep 24, 1983",Sat,Central Michigan,32,@,Western Michigan,14,
171,172,5,"Sep 24, 1983",Sat,Clemson,41,,Georgia Tech,14,
172,173,5,"Sep 24, 1983",Sat,Colorado,38,,Oregon State,14,
173,174,5,"Sep 24, 1983",Sat,Florida,35,@,Mississippi State,12,
174,175,5,"Sep 24, 1983",Sat,Fresno State,34,@,Pacific,14,
175,176,5,"Sep 24, 1983",Sat,Georgia,31,,South Carolina,13,
176,177,5,"Sep 24, 1983",Sat,Illinois,20,@,Michigan State,10,
177,178,5,"Sep 24, 1983",Sat,Illinois State,36,@,Drake,17,
178,179,5,"Sep 24, 1983",Sat,Indiana State,33,,Central Missouri State,7,
179,180,5,"Sep 24, 1983",Sat,Iowa,20,,Ohio State,14,
180,181,5,"Sep 24, 1983",Sat,Iowa State,21,,Colorado State,17,
181,182,5,"Sep 24, 1983",Sat,Kansas,26,@,Southern California,20,
182,183,5,"Sep 24, 1983",Sat,Kansas State,27,,Wyoming,25,
183,184,5,"Sep 24, 1983",Sat,Kentucky,26,,Tulane,14,
184,185,5,"Sep 24, 1983",Sat,Long Beach State,46,,Texas A&M-Kingsville;,10,
185,186,5,"Sep 24, 1983",Sat,Louisiana State,40,,Washington,14,
186,187,5,"Sep 24, 1983",Sat,Louisville,31,,Cincinnati,23,
187,188,5,"Sep 24, 1983",Sat,Maryland,13,,Pittsburgh,7,
188,189,5,"Sep 24, 1983",Sat,Miami (FL),20,,Notre Dame,0,
189,190,5,"Sep 24, 1983",Sat,Michigan,38,@,Wisconsin,21,
190,191,5,"Sep 24, 1983",Sat,Mississippi,13,,Arkansas,10,"Jackson, MS"
191,192,5,"Sep 24, 1983",Sat,Missouri,17,,Utah State,10,
192,193,5,"Sep 24, 1983",Sat,Navy,30,,Lehigh,0,
193,194,5,"Sep 24, 1983",Sat,Nebraska,42,,UCLA,10,
194,195,5,"Sep 24, 1983",Sat,New Mexico,31,@,New Mexico State,10,
195,196,5,"Sep 24, 1983",Sat,North Carolina,51,,William & Mary,20,
196,197,5,"Sep 24, 1983",Sat,Northern Illinois,38,@,Kent State,7,
197,198,5,"Sep 24, 1983",Sat,Northwestern,10,@,Indiana,8,
198,199,5,"Sep 24, 1983",Sat,Ohio,31,,Eastern Michigan,14,
199,200,5,"Sep 24, 1983",Sat,Oklahoma,28,,Tulsa,18,
200,201,5,"Sep 24, 1983",Sat,Oregon,15,,Houston,14,
201,202,5,"Sep 24, 1983",Sat,Penn State,23,@,Temple,18,"Philadelphia, PA"
202,203,5,"Sep 24, 1983",Sat,Purdue,32,@,Minnesota,20,
203,204,5,"Sep 24, 1983",Sat,Rice,22,,Louisiana-Lafayette,21,
204,205,5,"Sep 24, 1983",Sat,San Diego State,41,@,Texas-El Paso,33,
205,206,5,"Sep 24, 1983",Sat,San Jose State,23,@,Stanford,10,
206,207,5,"Sep 24, 1983",Sat,Southern Illinois,52,@,Northern Iowa,9,
207,208,5,"Sep 24, 1983",Sat,Southern Methodist,21,@,Texas Christian,17,
208,209,5,"Sep 24, 1983",Sat,Syracuse,17,,Rutgers,13,
209,210,5,"Sep 24, 1983",Sat,Texas,26,,North Texas,6,
210,211,5,"Sep 24, 1983",Sat,Texas Tech,26,@,Baylor,11,
211,212,5,"Sep 24, 1983",Sat,Texas-Arlington,31,@,West Texas A&M;,13,
212,213,5,"Sep 24, 1983",Sat,Toledo,43,,Ball State,7,
213,214,5,"Sep 24, 1983",Sat,Utah,28,,Hawaii,25,
214,215,5,"Sep 24, 1983",Sat,Virginia,26,@,North Carolina State,14,
215,216,5,"Sep 24, 1983",Sat,Virginia Tech,28,,Virginia Military Institute,0,
216,217,5,"Sep 24, 1983",Sat,Wake Forest,31,@,Richmond,6,
217,218,5,"Sep 24, 1983",Sat,Washington State,41,,Nevada-Las Vegas,28,"Spokane, WA"
218,219,5,"Sep 24, 1983",Sat,West Virginia,27,@,Boston College,17,
219,220,6,"Oct 1, 1983",Sat,Alabama,44,,Memphis,13,
220,221,6,"Oct 1, 1983",Sat,Angelo State,10,@,West Texas A&M;,3,
221,222,6,"Oct 1, 1983",Sat,Arizona,33,,California,33,
222,223,6,"Oct 1, 1983",Sat,Arizona State,29,,Stanford,11,
223,224,6,"Oct 1, 1983",Sat,Arkansas,38,@,Texas Christian,21,
224,225,6,"Oct 1, 1983",Sat,Auburn,27,,Florida State,24,
225,226,6,"Oct 1, 1983",Sat,Baylor,42,@,Houston,21,
226,227,6,"Oct 1, 1983",Sat,Boston College,18,@,Temple,15,
227,228,6,"Oct 1, 1983",Sat,Bowling Green State,26,@,Eastern Michigan,21,
228,229,6,"Oct 1, 1983",Sat,Brigham Young,37,@,UCLA,35,
229,230,6,"Oct 1, 1983",Sat,Cal State Fullerton,31,@,Pacific,14,
230,231,6,"Oct 1, 1983",Sat,Central Michigan,13,,Kent State,7,
231,232,6,"Oct 1, 1983",Sat,Cincinnati,48,,Cornell,20,"Cincinnati, OH"
232,233,6,"Oct 1, 1983",Sat,Colorado State,31,,Utah,28,
233,234,6,"Oct 1, 1983",Sat,East Carolina,13,@,Missouri,6,
234,235,6,"Oct 1, 1983",Sat,Florida,31,@,Louisiana State,17,
235,236,6,"Oct 1, 1983",Sat,Georgia,20,,Mississippi State,7,
236,237,6,"Oct 1, 1983",Sat,Harvard,24,,Army,21,
237,238,6,"Oct 1, 1983",Sat,Illinois,33,,Iowa,0,
238,239,6,"Oct 1, 1983",Sat,Illinois State,37,,Indiana State,20,
239,240,6,"Oct 1, 1983",Sat,Maryland,23,,Virginia,3,
240,241,6,"Oct 1, 1983",Sat,Miami (FL),56,@,Duke,17,
241,242,6,"Oct 1, 1983",Sat,Michigan,43,,Indiana,18,
242,243,6,"Oct 1, 1983",Sat,Michigan State,29,,Purdue,29,
243,244,6,"Oct 1, 1983",Sat,Nebraska,63,,Syracuse,7,
244,245,6,"Oct 1, 1983",Sat,Nevada-Las Vegas,35,@,Oregon State,21,
245,246,6,"Oct 1, 1983",Sat,New Mexico State,24,@,Iowa State,17,
246,247,6,"Oct 1, 1983",Sat,North Carolina,38,@,Georgia Tech,21,
247,248,6,"Oct 1, 1983",Sat,North Carolina State,38,@,Wake Forest,15,
248,249,6,"Oct 1, 1983",Sat,North Texas,18,@,New Mexico,8,
249,250,6,"Oct 1, 1983",Sat,Northern Illinois,27,@,Ball State,14,
250,251,6,"Oct 1, 1983",Sat,Notre Dame,27,@,Colorado,3,
251,252,6,"Oct 1, 1983",Sat,Ohio State,69,,Minnesota,18,
252,253,6,"Oct 1, 1983",Sat,Oklahoma,29,@,Kansas State,10,
253,254,6,"Oct 1, 1983",Sat,Oklahoma State,9,,Tulsa,0,
254,255,6,"Oct 1, 1983",Sat,Penn State,36,@,Rutgers,25,"East Rutherford, NJ"
255,256,6,"Oct 1, 1983",Sat,San Diego State,27,,Hawaii,27,
256,257,6,"Oct 1, 1983",Sat,San Jose State,44,,Oregon,34,
257,258,6,"Oct 1, 1983",Sat,South Carolina,38,,Southern California,14,
258,259,6,"Oct 1, 1983",Sat,Southern Illinois,35,@,Arkansas State,28,
259,260,6,"Oct 1, 1983",Sat,Southern Methodist,34,,Texas-Arlington,0,
260,261,6,"Oct 1, 1983",Sat,Southern Mississippi,27,@,Mississippi,7,
261,262,6,"Oct 1, 1983",Sat,Tennessee,45,,Citadel,6,"Memphis, TN"
262,263,6,"Oct 1, 1983",Sat,Texas,42,,Rice,6,
263,264,6,"Oct 1, 1983",Sat,Texas Tech,3,,Texas A&M;,0,
264,265,6,"Oct 1, 1983",Sat,Toledo,31,,Ohio,0,
265,266,6,"Oct 1, 1983",Sat,Utah State,20,,Fresno State,12,
266,267,6,"Oct 1, 1983",Sat,Vanderbilt,30,@,Tulane,17,
267,268,6,"Oct 1, 1983",Sat,Virginia Tech,31,,Louisville,0,
268,269,6,"Oct 1, 1983",Sat,Washington,27,,Navy,10,
269,270,6,"Oct 1, 1983",Sat,West Virginia,24,,Pittsburgh,21,
270,271,6,"Oct 1, 1983",Sat,Western Michigan,20,@,Miami (OH),18,
271,272,6,"Oct 1, 1983",Sat,Wichita State,43,,Drake,0,
272,273,6,"Oct 1, 1983",Sat,William & Mary,26,,Yale,14,"Norfolk, VA"
273,274,6,"Oct 1, 1983",Sat,Wisconsin,49,@,Northwestern,0,
274,275,6,"Oct 1, 1983",Sat,Wyoming,49,,Texas-El Paso,17,
275,276,7,"Oct 8, 1983",Sat,Air Force,44,@,Navy,17,
276,277,7,"Oct 8, 1983",Sat,Arizona,52,,Colorado State,21,
277,278,7,"Oct 8, 1983",Sat,Army,20,,Rutgers,12,
278,279,7,"Oct 8, 1983",Sat,Auburn,49,@,Kentucky,21,
279,280,7,"Oct 8, 1983",Sat,Boston College,42,@,Yale,7,
280,281,7,"Oct 8, 1983",Sat,Boston University,26,@,Richmond,17,
281,282,7,"Oct 8, 1983",Sat,Brigham Young,41,@,Wyoming,10,
282,283,7,"Oct 8, 1983",Sat,Cal State Fullerton,14,@,Nevada,6,
283,284,7,"Oct 8, 1983",Sat,Central Michigan,24,,Eastern Michigan,3,
284,285,7,"Oct 8, 1983",Sat,Cincinnati,31,,Temple,16,"Cincinnati, OH"
285,286,7,"Oct 8, 1983",Sat,Clemson,42,,Virginia,21,
286,287,7,"Oct 8, 1983",Sat,East Carolina,21,@,Louisiana-Lafayette,18,
287,288,7,"Oct 8, 1983",Sat,Florida,29,,Vanderbilt,10,
288,289,7,"Oct 8, 1983",Sat,Georgia,36,@,Mississippi,11,
289,290,7,"Oct 8, 1983",Sat,Georgia Tech,20,@,North Carolina State,10,
290,291,7,"Oct 8, 1983",Sat,Illinois,27,@,Wisconsin,15,
291,292,7,"Oct 8, 1983",Sat,Illinois State,24,,West Texas A&M;,24,
292,293,7,"Oct 8, 1983",Sat,Indiana,38,,Minnesota,31,
293,294,7,"Oct 8, 1983",Sat,Indiana State,35,,Ball State,14,
294,295,7,"Oct 8, 1983",Sat,Iowa,61,,Northwestern,21,
295,296,7,"Oct 8, 1983",Sat,Iowa State,38,,Kansas,35,
296,297,7,"Oct 8, 1983",Sat,Long Beach State,20,,San Diego State,13,
297,298,7,"Oct 8, 1983",Sat,Maryland,34,,Syracuse,13,
298,299,7,"Oct 8, 1983",Sat,Memphis,28,,Tulane,25,
299,300,7,"Oct 8, 1983",Sat,Miami (FL),42,,Louisville,14,
300,301,7,"Oct 8, 1983",Sat,Miami (OH),27,,Kent State,7,
301,302,7,"Oct 8, 1983",Sat,Michigan,42,@,Michigan State,0,
302,303,7,"Oct 8, 1983",Sat,Missouri,59,@,Colorado,20,
303,304,7,"Oct 8, 1983",Sat,Nebraska,14,@,Oklahoma State,10,
304,305,7,"Oct 8, 1983",Sat,New Mexico,30,@,Texas Tech,10,
305,306,7,"Oct 8, 1983",Sat,North Carolina,30,,Wake Forest,10,
306,307,7,"Oct 8, 1983",Sat,Northern Illinois,27,,Western Michigan,3,
307,308,7,"Oct 8, 1983",Sat,Notre Dame,30,@,South Carolina,6,
308,309,7,"Oct 8, 1983",Sat,Ohio State,33,,Purdue,22,
309,310,7,"Oct 8, 1983",Sat,Oregon,24,,California,17,
310,311,7,"Oct 8, 1983",Sat,Penn State,34,,Alabama,28,
311,312,7,"Oct 8, 1983",Sat,Pittsburgh,17,,Florida State,16,
312,313,7,"Oct 8, 1983",Sat,San Jose State,41,@,Fresno State,23,
313,314,7,"Oct 8, 1983",Sat,Southern California,38,,Washington State,17,
314,315,7,"Oct 8, 1983",Sat,Southern Illinois,28,,Drake,9,
315,316,7,"Oct 8, 1983",Sat,Southern Methodist,42,,Baylor,26,
316,317,7,"Oct 8, 1983",Sat,Southern Mississippi,31,,Mississippi State,6,"Jackson, MS"
317,318,7,"Oct 8, 1983",Sat,Tennessee,20,,Louisiana State,6,
318,319,7,"Oct 8, 1983",Sat,Texas,28,,Oklahoma,16,"Dallas, TX"
319,320,7,"Oct 8, 1983",Sat,Texas A&M;,30,,Houston,7,
320,321,7,"Oct 8, 1983",Sat,Texas Christian,34,@,Rice,3,
321,322,7,"Oct 8, 1983",Sat,Texas-Arlington,34,,Wichita State,24,
322,323,7,"Oct 8, 1983",Sat,Toledo,6,@,Bowling Green State,3,
323,324,7,"Oct 8, 1983",Sat,Tulsa,24,,New Mexico State,10,
324,325,7,"Oct 8, 1983",Sat,UCLA,39,@,Stanford,21,
325,326,7,"Oct 8, 1983",Sat,Utah,35,,Texas-El Paso,11,
326,327,7,"Oct 8, 1983",Sat,Utah State,27,@,Pacific,10,
327,328,7,"Oct 8, 1983",Sat,Virginia Tech,27,,Duke,14,
328,329,7,"Oct 8, 1983",Sat,Washington,34,,Oregon State,7,
329,330,7,"Oct 8, 1983",Sat,William & Mary,21,@,Dartmouth,17,
330,331,8,"Oct 15, 1983",Sat,Air Force,37,,Texas-El Paso,25,
331,332,8,"Oct 15, 1983",Sat,Arizona State,34,@,Southern California,14,
332,333,8,"Oct 15, 1983",Sat,Auburn,31,@,Georgia Tech,13,
333,334,8,"Oct 15, 1983",Sat,Ball State,17,@,Kent State,13,
334,335,8,"Oct 15, 1983",Sat,Bowling Green State,23,@,Western Michigan,20,
335,336,8,"Oct 15, 1983",Sat,Brigham Young,66,,New Mexico,21,
336,337,8,"Oct 15, 1983",Sat,Cal State Fullerton,20,@,San Jose State,11,
337,338,8,"Oct 15, 1983",Sat,California,45,,Oregon State,19,
338,339,8,"Oct 15, 1983",Sat,Central Michigan,14,@,Ohio,9,
339,340,8,"Oct 15, 1983",Sat,Clemson,38,@,Duke,31,
340,341,8,"Oct 15, 1983",Sat,Colorado State,17,,San Diego State,15,
341,342,8,"Oct 15, 1983",Sat,East Carolina,24,,Temple,10,
342,343,8,"Oct 15, 1983",Sat,Florida State,43,,Cincinnati,17,
343,344,8,"Oct 15, 1983",Sat,Fresno State,31,@,Montana State,12,
344,345,8,"Oct 15, 1983",Sat,Georgia,20,@,Vanderbilt,13,
345,346,8,"Oct 15, 1983",Sat,Hawaii,23,@,Nevada-Las Vegas,0,
